plot_name;WD_mean;ISA;ICV;IDT;log_transition_thickness;log_max_d1;h50_relatif;basal_thickness_relatif;ratio_h50_h90;ratio_basal_transition;h50_squared;anisotropy_squared
MON03h;0,462820502;-0,100675241178507;0,0588104667518094;0,856272179045113;2,33958068067064;-1,89380875553389;;;;0,171428571428571;19,5021492270475;1,25180730459782
MON05h;0,499489086;-0,196823727137265;57,4956248491703;4,10011380671234;2,31059314379739;-2,89887731925063;;;;0,441176470588235;123,884403484408;0,657181436466008
MON09h;0,465363709;-0,0330785725835021;0,0606370220286173;1,70640302797948;2,21821982366637;-1,88057309521165;;;;0,0967741935483871;14,7744140625;0,266376934590853
MON10h;0,518200907;-0,0169278314736016;8,42677330788456;12,4332151538682;2,98892523857219;-2,80921824928704;;;;0,134328358208955;290,829990610534;0,534579607070186
MON11h;0,480760245;6,46160873280075;0,478349801621991;2,44394942267532;2,00310844404943;-2,69621189079645;;;;0,64;91,9091364653521;1,3601314533161
MON13h;0,598951038;-0,0189645457122956;12,7008524971375;16,1045121964662;3,11496595946756;-2,91789025813904;;;;0,236842105263158;403,99259759;0,577959585766748
MON14h;0,435488473;0,228482004891093;1436,63895890641;9,94946851900823;2,69625562460937;-3,09039301722133;;;;0,46;290,786358505778;14,3970335059478
MON21Ah;0,532292938;0,206127203588095;1420,57700600976;5,50601364521543;2,1515284491677;-2,48837876804341;;;;1,10344827586207;260,557418133214;2,13143336987933
MON22h;0,684806432;1,53102154343031;2475,30115808959;8,96030373592644;2,44779426531087;-3,03618347235466;;;;1,1025641025641;420,393703871517;0,536949608380113
MON23h;0,474367745;0,332653708475406;22914,5057917709;14,594999167649;2,7732166657455;-3,13390071499497;;;;0,722222222222222;496,074380165289;26,9050568334703
MAB01h;0,657307516290441;0,144469355447304;8926,74193986394;13,7298877094128;2,47311207329516;-2,77384213463537;;;;1,65;743,903268610589;26,5421670067463
MAB02h;0,646517888063983;0,442286196085593;30879,4814089402;13,4096668003561;2,31059314379739;-2,92647476553744;;;;2,44117647058823;985,364177633331;27,0044226811975
MAB03h;0,683230884667997;0,713587379905644;29130,1844524862;9,2072214721393;1,91972683511038;-2,61912283240702;;;;4;1020,15661859118;26,6930193975842
MAB04h;0,661126435315321;0,492478584045791;13,4085256451125;15,3436876349114;2,33958068067064;-2,85757385762117;;;;2,74285714285714;1177,14342403628;26,7008701868726
MAB05h;0,649605564556765;0,548625342654982;40431,9850627195;17,3159085456908;2,54543273487479;-2,84679624195913;;;;2,09302325581395;1063,71727969026;26,9807646944799
MAB06h;0,682543109570666;3,82155757779533;16793,0751274683;11,3961046130021;2,21821982366637;-2,80457995284494;;;;2,58064516129032;859,22265625;27,0067421762776
MAB07h;0,667534277004699;4,5410386723197;15546,5271685542;10,5989688806609;2,31059314379739;-2,73179408802379;;;;1,97058823529412;641,299879356038;26,2319616849772
MAB08h;0,660795804243906;1,68158181262379;7006,80289105372;9,6282456817369;2,04232915720271;-2,52478803310569;;;;3;848,364468376978;26,9348544749541
MAB09h;0,685897982625683;2,59144890679236;30890,5835390034;13,4917461723374;2,1515284491677;-2,69366347485149;;;;3,68965517241379;1341,13629677855;26,3837588414238
MAB10h;0,637086865101619;0,402078847987338;12223,3890064218;11,8955874352233;2,21821982366637;-2,42710111171446;;;;2,80645161290323;898,334104938271;26,7774382471392
MAB11h;0,702635481157098;2,12398189134339;130141,921555637;33,3688294928376;2,82728388701578;-3,1227535803311;;;;2,12280701754386;2297,63272378416;26,6923684342227
MAB12h;0,673969259116932;0,484736204521346;22150,8157399499;7,67541437366943;2,31059314379739;-2,67571358519786;;;;1,23529411764706;324;26,9792181832022
LOP07h;0,456916844;0,852030175202811;29070,9787836436;8,27489803085173;1,72867159834767;-2,47852839706347;;;;5,31578947368421;1159,3654894258;26,9841155242955
LOP08h;0,569507684;0,21674457595107;12867,2760713133;4,10064060258328;1,08681771217527;-1,84841631996642;;;;9,7;1002,55264054823;26,9637178221396
LOP09h;0,495564917;2,04489231095834;67345,3870889228;11,5466400335554;1,87527507253954;-2,40695608184543;;;;5,54545454545455;1707,07123485905;26,9843103400457
LOP10h;0,643684049;6,20409099520932;9637,17327082786;14,0376406241701;2,33958068067064;-2,84896817728923;;;;2,57142857142857;1064,53247755198;25,7420645409926
LOP11h;0,67800523;1,15756241866975;11439,8893655382;11,4847758109667;2,21821982366637;-2,88993038678281;;;;2,64516129032258;907,854432567857;25,4093482064189
LOP12h;0,62854915;0,226381250799304;21717,466537517;15,6684354026913;2,61287401567032;-3,19478061963164;;;;1,43478260869565;764,992701957495;26,7857227486663
LPG01h;0,64020925;0,774821275329321;16937,2860576812;12,1990203556382;2,1515284491677;-2,73196236074184;;;;3,27586206896552;1162,54979198314;27,0002184274546
LPG02h;0,68771816;4,2411032418852;28179,0596077095;10,8967818502247;2,00310844404943;-2,56482092513825;;;;4,04;1202,57063790979;26,9516781132371
