plot_name;height_aboveground;buffer;proportion
123;22;200;0,267435363437802
123;23;0;0,262211055276382
123;23;20;0,22626775802051
123;23;50;0,255098240059596
123;23;100;0,317292380183678
123;23;200;0,30797819203874
123;24;0;0,313969849246231
123;24;20;0,27373224197949
123;24;50;0,303636278983146
123;24;100;0,36438995658908
123;24;200;0,352207886761145
123;25;0;0,371658291457286
123;25;20;0,325524508420359
123;25;50;0,352965825495856
123;25;100;0,412403743373836
123;25;200;0,398143444912887
123;26;0;0,428743718592965
123;26;20;0,378963213848904
123;26;50;0,40252816835832
123;26;100;0,461311926005105
123;26;200;0,447634648922301
123;27;0;0,480804020100503
123;27;20;0,432731207074984
123;27;50;0,455675575006984
123;27;100;0,514648458803255
123;27;200;0,501688931782395
123;28;0;0,54
123;28;20;0,493508326277166
123;28;50;0,511057826613279
123;28;100;0,573885822735106
123;28;200;0,561588865748971
123;29;0;0,600603015075377
123;29;20;0,559789255809578
123;29;50;0,57049073470528
123;29;100;0,633657642721581
123;29;200;0,625217994954369
123;30;0;0,653668341708543
123;30;20;0,620378210556026
123;30;50;0,628317347983984
123;30;100;0,687397744377304
123;30;200;0,684038536428438
123;31;0;0,716582914572864
123;31;20;0,683460344340954
123;31;50;0,692638979420803
123;31;100;0,742086778211645
123;31;200;0,745974500939706
123;32;0;0,80140703517588
123;32;20;0,757314893216671
123;32;50;0,759567929974858
123;32;100;0,798281014812068
123;32;200;0,804909331030629
123;33;0;0,877085427135678
123;33;20;0,833568538903001
123;33;50;0,820188099450601
123;33;100;0,847821818895748
123;33;200;0,853498924840419
123;34;0;0,938090452261306
123;34;20;0,893122589142911
123;34;50;0,873428624639166
123;34;100;0,890240178006588
123;34;200;0,894833307935863
123;35;0;0,97427135678392
123;35;20;0,941951265405965
123;35;50;0,921151876338579
123;35;100;0,926539560655308
123;35;200;0,929395032254787
123;36;0;0,989447236180905
123;36;20;0,970881550475115
123;36;50;0,951601638886302
123;36;100;0,948757662354661
123;36;200;0,95499568243003
123;37;0;0,996582914572864
123;37;20;0,983911939034716
123;37;50;0,966849799795139
123;37;100;0,961475535001418
123;37;200;0,971669121755473
123;38;0;0,999597989949749
123;38;20;0,991438517264089
123;38;50;0,981958282894124
123;38;100;0,973768024257761
123;38;200;0,98290750241276
123;39;0;1
123;39;20;0,99618966977138
123;39;50;0,991456373964056
123;39;100;0,983366418708143
123;39;200;0,989587037131102
123;40;0;1
123;40;20;0,99868284880986
123;40;50;0,996042462054195
123;40;100;0,992048602779171
123;40;200;0,995081356563553
123;41;0;1
123;41;20;0,999952958886066
123;41;50;0,999627525840395
123;41;100;0,997883990314347
123;41;200;0,998421123922724
123;42;0;1
123;42;20;1
123;42;50;1
123;42;100;0,999400100346851
123;42;200;0,999551311356056
123;43;0;1
123;43;20;1
123;43;50;1
123;43;100;0,999890927335791
123;43;200;0,999923807588764
123;44;0;1
123;44;20;1
123;44;50;1
123;44;100;1
123;44;200;1
123;45;0;1
123;45;20;1
123;45;50;1
123;45;100;1
123;45;200;1
123;46;0;1
123;46;20;1
123;46;50;1
123;46;100;1
123;46;200;1
123;47;0;1
123;47;20;1
123;47;50;1
123;47;100;1
123;47;200;1
123;48;0;1
123;48;20;1
123;48;50;1
123;48;100;1
123;48;200;1
123;49;0;1
123;49;20;1
123;49;50;1
123;49;100;1
123;49;200;1
123;50;0;1
123;50;20;1
123;50;50;1
123;50;100;1
123;50;200;1
123;51;0;1
123;51;20;1
123;51;50;1
123;51;100;1
123;51;200;1
123;52;0;1
123;52;20;1
123;52;50;1
123;52;100;1
123;52;200;1
123;53;0;1
123;53;20;1
123;53;50;1
123;53;100;1
123;53;200;1
123;54;0;1
123;54;20;1
123;54;50;1
123;54;100;1
123;54;200;1
123;55;0;1
123;55;20;1
123;55;50;1
123;55;100;1
123;55;200;1
123;56;0;1
123;56;20;1
123;56;50;1
123;56;100;1
123;56;200;1
123;57;0;1
123;57;20;1
123;57;50;1
123;57;100;1
123;57;200;1
123;58;0;1
123;58;20;1
123;58;50;1
123;58;100;1
123;58;200;1
123;59;0;1
123;59;20;1
123;59;50;1
123;59;100;1
123;59;200;1
123;60;0;1
123;60;20;1
123;60;50;1
123;60;100;1
123;60;200;1
148;1;0;0,000784313725490196
148;1;20;0,000557439494588192
148;1;50;0,000485706355814599
148;1;100;0,000956864962432177
148;1;200;0,000743987859470839
148;2;0;0,0407843137254902
148;2;20;0,0394388442421146
148;2;50;0,0254648903691368
148;2;100;0,0222797307729947
148;2;200;0,0139497723650782
148;3;0;0,132352941176471
148;3;20;0,117944906396618
148;3;50;0,0808354149320011
148;3;100;0,0651646786347277
148;3;200;0,0398244865004248
148;4;0;0,160098039215686
148;4;20;0,143633576438891
148;4;50;0,104727541863262
148;4;100;0,0877271195102591
148;4;200;0,0540617087202986
148;5;0;0,172745098039216
148;5;20;0,156268871649556
148;5;50;0,117656582477565
148;5;100;0,10306957930562
148;5;200;0,0648875775163487
148;6;0;0,182254901960784
148;6;20;0,164584010777164
148;6;50;0,127208807475252
148;6;100;0,117813998499462
148;6;200;0,0753034075489405
148;7;0;0,192254901960784
148;7;20;0,173224322943281
148;7;50;0,136599130354334
148;7;100;0,131253601835441
148;7;200;0,0856685111365683
148;8;0;0,198627450980392
148;8;20;0,1809820225763
148;8;50;0,145781293366639
148;8;100;0,142681614057216
148;8;200;0,09608434116916
148;9;0;0,203333333333333
148;9;20;0,187903562967436
148;9;50;0,156073642335091
148;9;100;0,15400089162417
148;9;200;0,10712157015256
148;10;0;0,209411764705882
148;10;20;0,19561480930924
148;10;50;0,168470718845407
148;10;100;0,166233540291626
148;10;200;0,119346643388865
148;11;0;0,214313725490196
148;11;20;0,203418962233474
148;11;50;0,181284115089277
148;11;100;0,179270825404765
148;11;200;0,133271052531461
148;12;0;0,220882352941176
148;12;20;0,211873461234728
148;12;50;0,191322046442779
148;12;100;0,194200093511803
148;12;200;0,151790432147039
148;13;0;0,228235294117647
148;13;20;0,21981697403261
148;13;50;0,199764085484319
148;13;100;0,209140235084324
148;13;200;0,172639001027211
148;14;0;0,236372549019608
148;14;20;0,228039206577786
148;14;50;0,209616985845129
148;14;100;0,226070220840084
148;14;200;0,195888621635674
148;15;0;0,24578431372549
148;15;20;0,236772425326334
148;15;50;0,220672587658433
148;15;100;0,244685593745583
148;15;200;0,222055012829563
148;16;0;0,255
148;16;20;0,245830817113393
148;16;50;0,230941807752799
148;16;100;0,262431089412507
148;16;200;0,248792076529297
148;17;0;0,269019607843137
148;17;20;0,256607980675431
148;17;50;0,241812378573411
148;17;100;0,281601009057597
148;17;200;0,277917510346081
148;18;0;0,284509803921569
148;18;20;0,268267756770567
148;18;50;0,253446202238875
148;18;100;0,302488936248872
148;18;200;0,308230788415771
148;19;0;0,303725490196078
148;19;20;0,281971477679194
148;19;50;0,26706910907577
148;19;100;0,32294192482086
148;19;200;0,336608007169338
148;20;0;0,317156862745098
148;20;20;0,293120267570957
148;20;50;0,27937367008974
148;20;100;0,343133950221275
148;20;200;0,36324784518289
148;21;0;0,331862745098039
148;21;20;0,305802016072839
148;21;50;0,293042834674808
148;21;100;0,365750758424217
148;21;200;0,39235214298094
148;22;0;0,358235294117647
148;22;20;0,326148557625308
148;22;50;0,313766305856231
148;22;100;0,395022127502256
148;22;200;0,425379285856199
148;23;0;0,389803921568628
148;23;20;0,351930134250012
148;23;50;0,340179480062911
148;23;100;0,427109724140181
148;23;200;0,459716861893026
148;24;0;0,424509803921569
148;24;20;0,385933943419891
148;24;50;0,372768063650662
148;24;100;0,46589537551513
148;24;200;0,497182568702629
148;25;0;0,459803921568627
148;25;20;0,419659032842477
148;25;50;0,408941622721806
148;25;100;0,505550904128655
148;25;200;0,536419473882222
148;26;0;0,503137254901961
148;26;20;0,456403586194082
148;26;50;0,447428069201591
148;26;100;0,54560875096502
148;26;200;0,576937221797154
148;27;0;0,540980392156863
148;27;20;0,492404886886236
148;27;50;0,485197520584698
148;27;100;0,586210271075495
148;27;200;0,61993633831157
148;28;0;0,576764705882353
148;28;20;0,531657917963488
148;28;50;0,526644462947544
148;28;100;0,62960627181489
148;28;200;0,664220524765073
148;29;0;0,611960784313725
148;29;20;0,572908440563014
148;29;50;0,574266814691461
148;29;100;0,676568769232442
148;29;200;0,708352531883684
148;30;0;0,646862745098039
148;30;20;0,611371765689599
148;30;50;0,616523267647331
148;30;100;0,717028934291648
148;30;200;0,747830387676856
148;31;0;0,682941176470588
148;31;20;0,659729641845125
148;31;50;0,667175501896568
148;31;100;0,763023693281286
148;31;200;0,790571644762706
148;32;0;0,719019607843137
148;32;20;0,705300320527709
148;32;50;0,714566564899621
148;32;100;0,802320397533898
148;32;200;0,831660065183482
148;33;0;0,756274509803922
148;33;20;0,753054303897431
148;33;50;0,762674622999352
148;33;100;0,839420661759109
148;33;200;0,866665539412334
148;34;0;0,792156862745098
148;34;20;0,792028615227389
148;34;50;0,803173281524656
148;34;100;0,869072602129025
148;34;200;0,895812109247854
148;35;0;0,815490196078431
148;35;20;0,820225762995308
148;35;50;0,831367379035989
148;35;100;0,891602422608109
148;35;200;0,918575601425413
148;36;0;0,840980392156863
148;36;20;0,841687183536954
148;36;50;0,85493570173004
148;36;100;0,909532767188231
148;36;200;0,937445838951992
148;37;0;0,880686274509804
148;37;20;0,873972220931853
148;37;50;0,887478027569618
148;37;100;0,929877021105396
148;37;200;0,95635834851604
148;38;0;0,922352941176471
148;38;20;0,918102847586752
148;38;50;0,921986307706541
148;38;100;0,95046049126317
148;38;200;0,971834141433783
148;39;0;0,950980392156863
148;39;20;0,951131137641102
148;39;50;0,952215746137478
148;39;100;0,968445203170702
148;39;200;0,982660010229833
148;40;0;0,962745098039216
148;40;20;0,969340827797649
148;40;50;0,973633083541493
148;40;100;0,98117803125034
148;40;200;0,989660259634854
148;41;0;0,977549019607843
148;41;20;0,985134946810982
148;41;50;0,987649181237857
148;41;100;0,990181260669588
148;41;200;0,994081914754209
148;42;0;0,992941176470588
148;42;20;0,996005016955451
148;42;50;0,994680358960126
148;42;100;0,995650613807127
148;42;200;0,996647827428634
148;43;0;1
148;43;20;1
148;43;50;0,9976177259691
148;43;100;0,99835810671219
148;43;200;0,998161166370058
148;44;0;1
148;44;20;1
148;44;50;0,998010916828569
148;44;100;0,999032261572086
148;44;200;0,999260239344276
148;45;0;1
148;45;20;1
148;45;50;0,998589138680729
148;45;100;0,999336718605587
148;45;200;0,999742140571433
148;46;0;1
148;46;20;1
148;46;50;0,999259876029235
148;46;100;0,99965204910457
148;46;200;0,999864729480096
148;47;0;1
148;47;20;1
148;47;50;0,999629938014617
148;47;100;0,999826024552285
148;47;200;0,999932364740048
148;48;0;1
148;48;20;1
148;48;50;1
148;48;100;1
148;48;200;1
148;49;0;1
148;49;20;1
148;49;50;1
148;49;100;1
148;49;200;1
148;50;0;1
148;50;20;1
148;50;50;1
148;50;100;1
148;50;200;1
148;51;0;1
148;51;20;1
148;51;50;1
148;51;100;1
148;51;200;1
148;52;0;1
148;52;20;1
148;52;50;1
148;52;100;1
148;52;200;1
148;53;0;1
148;53;20;1
148;53;50;1
148;53;100;1
148;53;200;1
148;54;0;1
148;54;20;1
148;54;50;1
148;54;100;1
148;54;200;1
148;55;0;1
148;55;20;1
148;55;50;1
148;55;100;1
148;55;200;1
148;56;0;1
148;56;20;1
148;56;50;1
148;56;100;1
148;56;200;1
148;57;0;1
148;57;20;1
148;57;50;1
148;57;100;1
148;57;200;1
148;58;0;1
148;58;20;1
148;58;50;1
148;58;100;1
148;58;200;1
148;59;0;1
148;59;20;1
148;59;50;1
148;59;100;1
148;59;200;1
148;60;0;1
148;60;20;1
148;60;50;1
148;60;100;1
148;60;200;1
162;1;0;0
162;1;20;0
162;1;50;0
162;1;100;3,27196579705087e-05
162;1;200;3,38945709371002e-05
162;2;0;0
162;2;20;0
162;2;50;0
162;2;100;0,000349009685018759
162;2;200;0,000402498029878064
162;3;0;0,000100502512562814
162;3;20;4,70433269040787e-05
162;3;50;0,000139684313451599
162;3;100;0,00357734927144228
162;3;200;0,00360129816206689
162;4;0;0,000402010050251256
162;4;20;0,000235216634520393
162;4;50;0,000721702286166597
162;4;100;0,00932510252159497
162;4;200;0,0104352910272597
162;5;0;0,000804020100502513
162;5;20;0,000658606576657101
162;5;50;0,00172277319923639
162;5;100;0,0153782392461391
162;5;200;0,0167439180429275
162;6;0;0,0014070351758794
162;6;20;0,00117608317260197
162;6;50;0,00433021371699958
162;6;100;0,0226747229735625
162;6;200;0,0258149525899689
162;7;0;0,00241206030150754
162;7;20;0,0026344263066284
162;7;50;0,00831121665037016
162;7;100;0,0339302853154175
162;7;200;0,0383093388016574
162;8;0;0,00311557788944724
162;8;20;0,00564519922848944
162;8;50;0,0152023094473157
162;8;100;0,0484250937963529
162;8;200;0,0536974740071009
162;9;0;0,00623115577889447
162;9;20;0,0117137883991156
162;9;50;0,0243283512594869
162;9;100;0,0639014920164035
162;9;200;0,0713734927507986
162;10;0;0,00844221105527638
162;10;20;0,0168885543585642
162;10;50;0,0334543930716581
162;10;100;0,0786907774190734
162;10;200;0,0886639607500869
162;11;0;0,0117587939698492
162;11;20;0,0233805334713271
162;11;50;0,044163523769614
162;11;100;0,0945161853241427
162;11;200;0,109615042410582
162;12;0;0,0185929648241206
162;12;20;0,0362704050430446
162;12;50;0,0595055175303813
162;12;100;0,115173196056191
162;12;200;0,13529865353817
162;13;0;0,0304522613065327
162;13;20;0,0510890530178294
162;13;50;0,0755692135773153
162;13;100;0,137128086554402
162;13;200;0,161795734368248
162;14;0;0,0415075376884422
162;14;20;0,0665192642423672
162;14;50;0,0927969455696792
162;14;100;0,159519239158887
162;14;200;0,187445450924898
162;15;0;0,0542713567839196
162;15;20;0,0849602483887661
162;15;50;0,113540066117242
162;15;100;0,183382776372044
162;15;200;0,214196741037004
162;16;0;0,068643216080402
162;16;20;0,106176788822506
162;16;50;0,134422870978256
162;16;100;0,207508070848966
162;16;200;0,242308050807962
162;17;0;0,0838190954773869
162;17;20;0,126546549371972
162;17;50;0,154071797737114
162;17;100;0,231088037693046
162;17;200;0,269292366095261
162;18;0;0,0979899497487437
162;18;20;0,151432469304229
162;18;50;0,176723937235182
162;18;100;0,255649594276241
162;18;200;0,295014108615153
162;19;0;0,115276381909548
162;19;20;0,173966222891283
162;19;50;0,20102900777576
162;19;100;0,282032545153128
162;19;200;0,321070560023048
162;20;0;0,129949748743719
162;20;20;0,192407207037682
162;20;50;0,221492759696419
162;20;100;0,304652735363406
162;20;200;0,345021311211477
162;21;0;0,144120603015075
162;21;20;0,208590111492685
162;21;50;0,241537458676724
162;21;100;0,327054794520548
162;21;200;0,368611932583698
162;22;0;0,166130653266332
162;22;20;0,23079456179141
162;22;50;0,267169530195092
162;22;100;0,352107145973301
162;22;200;0,393058391872082
162;23;0;0,194070351758794
162;23;20;0,2560568283389
162;23;50;0,2939889183778
162;23;100;0,377857516796091
162;23;200;0,416894748883598
162;24;0;0,222311557788945
162;24;20;0,283059697981841
162;24;50;0,322437956884109
162;24;100;0,40413140214641
162;24;200;0,440362502436172
162;25;0;0,25356783919598
162;25;20;0,312132474008562
162;25;50;0,351771662708944
162;25;100;0,43029622197016
162;25;200;0,464584410192098
162;26;0;0,285226130653266
162;26;20;0,34233428988098
162;26;50;0,383596405457001
162;26;100;0,457388098769741
162;26;200;0,490145153500038
162;27;0;0,325326633165829
162;27;20;0,378275391635696
162;27;50;0,415723797550868
162;27;100;0,485047116307478
162;27;200;0,516621050223281
162;28;0;0,367738693467337
162;28;20;0,416803876370137
162;28;50;0,449364436373795
162;28;100;0,514647500218131
162;28;200;0,545257725843763
162;29;0;0,413969849246231
162;29;20;0,458625393987863
162;29;50;0,483284443823625
162;29;100;0,544542361050519
162;29;200;0,573161431367731
162;30;0;0,464321608040201
162;30;20;0,502328644681752
162;30;50;0,516249941798203
162;30;100;0,573575604223017
162;30;200;0,600412666401159
162;31;0;0,518693467336683
162;31;20;0,552241614526979
162;31;50;0,557084322763887
162;31;100;0,610156181834046
162;31;200;0,634171659054511
162;32;0;0,590150753768844
162;32;20;0,612739332925625
162;32;50;0,608069097173721
162;32;100;0,653706046592793
162;32;200;0,672307288180116
162;33;0;0,650753768844221
162;33;20;0,670320365056217
162;33;50;0,657191414070867
162;33;100;0,699895297094494
162;33;200;0,711349597078288
162;34;0;0,718190954773869
162;34;20;0,726160794091358
162;34;50;0,705731712995297
162;34;100;0,744394031934386
162;34;200;0,751235033428521
162;35;0;0,77427135678392
162;35;20;0,776967587147763
162;35;50;0,753759836103739
162;35;100;0,786493325189774
162;35;200;0,791535678272733
162;36;0;0,827738693467337
162;36;20;0,822364397610199
162;36;50;0,80029799320203
162;36;100;0,827251112468371
162;36;200;0,830878801487972
162;37;0;0,873467336683417
162;37;20;0,860845839017735
162;37;50;0,840108022535736
162;37;100;0,865980280952796
162;37;200;0,868217908196555
162;38;0;0,915577889447236
162;38;20;0,894246601119631
162;38;50;0,8762862597197
162;38;100;0,898230957159061
162;38;200;0,900184725411607
162;39;0;0,951256281407035
162;39;20;0,927600319894623
162;39;50;0,910648600828794
162;39;100;0,929489137073554
162;39;200;0,92846550803725
162;40;0;0,970050251256281
162;40;20;0,950275203462389
162;40;50;0,937421427573683
162;40;100;0,953439926707966
162;40;200;0,949302195520833
162;41;0;0,985226130653266
162;41;20;0,966599237898104
162;41;50;0,95942170694231
162;41;100;0,972788151121194
162;41;200;0,966198639132977
162;42;0;0,994070351758794
162;42;20;0,979018676200781
162;42;50;0,975951017367416
162;42;100;0,984938050780909
162;42;200;0,978265106386585
162;43;0;0,997286432160804
162;43;20;0,987862821658748
162;43;50;0,988662289891512
162;43;100;0,992812581799145
162;43;200;0,986730275478125
162;44;0;0,999497487437186
162;44;20;0,996942183751235
162;44;50;0,996880383666248
162;44;100;0,997796876363319
162;44;200;0,992598273071611
162;45;0;1
162;45;20;0,999952956673096
162;45;50;0,999557666340737
162;45;100;0,99937832649856
162;45;200;0,995564048028607
162;46;0;1
162;46;20;1
162;46;50;1
162;46;100;0,999978186894686
162;46;200;0,99687746265242
162;47;0;1
162;47;20;1
162;47;50;1
162;47;100;1
162;47;200;0,997826510638659
162;48;0;1
162;48;20;1
162;48;50;1
162;48;100;1
162;48;200;0,998500165236033
162;49;0;1
162;49;20;1
162;49;50;1
162;49;100;1
162;49;200;0,999317871759891
162;50;0;1
162;50;20;1
162;50;50;1
162;50;100;1
162;50;200;0,999805106217112
162;51;0;1
162;51;20;1
162;51;50;1
162;51;100;1
162;51;200;1
162;52;0;1
162;52;20;1
162;52;50;1
162;52;100;1
162;52;200;1
162;53;0;1
162;53;20;1
162;53;50;1
162;53;100;1
162;53;200;1
162;54;0;1
162;54;20;1
162;54;50;1
162;54;100;1
162;54;200;1
162;55;0;1
162;55;20;1
162;55;50;1
162;55;100;1
162;55;200;1
162;56;0;1
162;56;20;1
162;56;50;1
162;56;100;1
162;56;200;1
162;57;0;1
162;57;20;1
162;57;50;1
162;57;100;1
162;57;200;1
162;58;0;1
162;58;20;1
162;58;50;1
162;58;100;1
162;58;200;1
162;59;0;1
162;59;20;1
162;59;50;1
162;59;100;1
162;59;200;1
162;60;0;1
162;60;20;1
162;60;50;1
162;60;100;1
162;60;200;1
166;1;0;0
166;1;20;9,40689525422134e-05
166;1;50;4,65581860930698e-05
166;1;100;5,45345476359274e-05
166;1;200;0,000321694483362893
166;2;0;0
166;2;20;0,00028220685762664
166;2;50;0,000139674558279209
166;2;100;0,00011997600479904
166;2;200;0,00172275861485128
166;3;0;0
166;3;20;0,000799586096608814
166;3;50;0,000651814605302977
166;3;100;0,00100343567650106
166;3;200;0,00599790898585814
166;4;0;0,000100502512562814
166;4;20;0,00155213771694652
166;4;50;0,00144330376888516
166;4;100;0,00229045100070895
166;4;200;0,00919792253088902
166;5;0;0,000100502512562814
166;5;20;0,00183434457457316
166;5;50;0,00197872290895547
166;5;100;0,00339204886295468
166;5;200;0,0114751808473263
166;6;0;0,00050251256281407
166;6;20;0,00249282724236866
166;6;50;0,0024675838629327
166;6;100;0,00438457762992856
166;6;200;0,0138921222946975
166;7;0;0,00120603015075377
166;7;20;0,00319834438643526
166;7;50;0,00307284028214261
166;7;100;0,00549708240170148
166;7;200;0,0170794373732799
166;8;0;0,00190954773869347
166;8;20;0,00409199943558629
166;8;50;0,00388760853877133
166;8;100;0,0066859355401647
166;8;200;0,02071966442186
166;9;0;0,00261306532663317
166;9;20;0,0048915855321951
166;9;50;0,00458598133016738
166;9;100;0,00778753340241043
166;9;200;0,0247281469974476
166;10;0;0,00311557788944724
166;10;20;0,00587930953388834
166;10;50;0,00549386595898224
166;10;100;0,00913999018378142
166;10;200;0,0286223433749984
166;11;0;0,00462311557788945
166;11;20;0,00724330934575044
166;11;50;0,0064715878669367
166;11;100;0,0105797022413699
166;11;200;0,0329567532560984
166;12;0;0,00603015075376884
166;12;20;0,00921875734913692
166;12;50;0,00826407803151989
166;12;100;0,0130991983421498
166;12;200;0,0382816435201842
166;13;0;0,00793969849246231
166;13;20;0,0122759983067589
166;13;50;0,0113369183136625
166;13;100;0,0165130610241588
166;13;200;0,0444657966806209
166;14;0;0,0101507537688442
166;14;20;0,0165091011711585
166;14;50;0,0158065041785972
166;14;100;0,0212466597589573
166;14;200;0,0518436056872198
166;15;0;0,0137688442211055
166;15;20;0,0220591693711491
166;15;50;0,0207416719044626
166;15;100;0,0271582047226918
166;15;200;0,0609738030637167
166;16;0;0,018894472361809
166;16;20;0,0285969615728329
166;16;50;0,0261889796773518
166;16;100;0,0333206086055516
166;16;200;0,07082781302778
166;17;0;0,027035175879397
166;17;20;0,0383801326372231
166;17;50;0,0331727075913122
166;17;100;0,0416534874843213
166;17;200;0,0835389779427638
166;18;0;0,0354773869346734
166;18;20;0,0494802690372043
166;18;50;0,0409712037619014
166;18;100;0,0502590391012707
166;18;200;0,0984850729526898
166;19;0;0,045427135678392
166;19;20;0,0613329570575232
166;19;50;0,0510743301440976
166;19;100;0,0603806511424988
166;19;200;0,114459743744947
166;20;0;0,0550753768844221
166;20;20;0,0736559898405531
166;20;50;0,0614568056428522
166;20;100;0,0710912362981949
166;20;200;0,131086269148229
166;21;0;0,0715577889447236
166;21;20;0,0930341940642491
166;21;50;0,0794981027539167
166;21;100;0,0871025794841032
166;21;200;0,150815453187103
166;22;0;0,1
166;22;20;0,122242603828606
166;22;50;0,105896594268687
166;22;100;0,109919834214975
166;22;200;0,174379574093435
166;23;0;0,135175879396985
166;23;20;0,155919288838719
166;23;50;0,138417487254697
166;23;100;0,137339804766319
166;23;200;0,202718318384416
166;24;0;0,177989949748744
166;24;20;0,198156248530173
166;24;50;0,180017226528854
166;24;100;0,172143753067568
166;24;200;0,235463430533039
166;25;0;0,231959798994975
166;25;20;0,24862424156907
166;25;50;0,22794887911167
166;25;100;0,213906309647161
166;25;200;0,271201147941367
166;26;0;0,302412060301508
166;26;20;0,312920370631673
166;26;50;0,283516074213749
166;26;100;0,261285924633255
166;26;200;0,312809789671067
166;27;0;0,370251256281407
166;27;20;0,375241051690889
166;27;50;0,340782643108224
166;27;100;0,312450237225282
166;27;200;0,358134849248039
166;28;0;0,439396984924623
166;28;20;0,441606697709421
166;28;50;0,400307284028214
166;28;100;0,367868244532912
166;28;200;0,408293791719753
166;29;0;0,509045226130653
166;29;20;0,508771929824562
166;29;50;0,460809646856159
166;29;100;0,429448655723401
166;29;200;0,463574448992377
166;30;0;0,559095477386935
166;30;20;0,562297163821081
166;30;50;0,511139046022767
166;30;100;0,48843322244642
166;30;200;0,519570453208268
166;31;0;0,618492462311558
166;31;20;0,610742674380321
166;31;50;0,554577833647601
166;31;100;0,547112395702678
166;31;200;0,579727321597129
166;32;0;0,686934673366834
166;32;20;0,66299797751752
166;32;50;0,602928509905254
166;32;100;0,608605551616949
166;32;200;0,641585784490093
166;33;0;0,761005025125628
166;33;20;0,722026245237759
166;33;50;0,655399585632144
166;33;100;0,670382287178928
166;33;200;0,700184974327934
166;34;0;0,815276381909548
166;34;20;0,777620996190207
166;34;50;0,715971785739228
166;34;100;0,729672247368708
166;34;200;0,753984143848228
166;35;0;0,866030150753769
166;35;20;0,833639057429096
166;35;50;0,774704937495635
166;35;100;0,783835960080711
166;35;200;0,802750487832753
166;36;0;0,917688442211055
166;36;20;0,877145947979869
166;36;50;0,821891659100962
166;36;100;0,829208703713803
166;36;200;0,84377923292797
166;37;0;0,959095477386935
166;37;20;0,913080287850995
166;37;50;0,862280885536699
166;37;100;0,867840977259094
166;37;200;0,878467210443219
166;38;0;0,974974874371859
166;38;20;0,934292836649264
