plot_name;height_aboveground;buffer;gap_area;gap_freq
123;15;50;409;1
123;15;50;573;1
123;16;0;1;7
123;16;0;2;1
123;16;0;3;4
123;16;0;4;1
123;16;0;5;2
123;16;0;12;1
123;16;0;14;2
123;16;0;16;1
123;16;0;17;1
123;16;0;31;1
123;16;0;39;1
123;16;0;191;1
123;16;0;444;1
123;16;20;1;11
123;16;20;2;6
123;16;20;3;9
123;16;20;4;3
123;16;20;5;3
123;16;20;6;1
123;16;20;8;1
123;16;20;9;1
123;16;20;10;2
123;16;20;11;2
123;16;20;14;2
123;16;20;16;1
123;16;20;17;2
123;16;20;20;1
123;16;20;31;1
123;16;20;39;1
123;16;20;45;1
123;16;20;128;1
123;16;20;191;1
123;16;20;219;1
123;16;20;446;1
123;16;50;1;16
123;16;50;2;6
123;16;50;3;14
123;16;50;4;3
123;16;50;5;4
123;16;50;6;2
123;16;50;8;4
123;16;50;9;1
123;16;50;10;2
123;16;50;11;1
123;16;50;12;1
123;16;50;14;3
123;16;50;16;2
123;16;50;17;2
123;16;50;18;2
123;16;50;19;1
123;16;50;20;2
123;16;50;21;1
123;16;50;31;1
123;16;50;32;1
123;16;50;36;1
123;16;50;39;2
123;16;50;45;1
123;16;50;51;1
123;16;50;53;1
123;16;50;55;1
123;16;50;57;1
123;16;50;68;1
123;16;50;95;1
123;16;50;100;1
123;16;50;128;1
123;16;50;159;1
123;16;50;170;1
123;16;50;191;1
123;16;50;446;1
123;16;50;468;1
123;16;50;624;1
123;17;0;1;5
123;17;0;2;5
123;17;0;4;3
123;17;0;5;1
123;17;0;6;2
123;17;0;7;1
123;17;0;9;2
123;17;0;13;1
123;17;0;15;1
123;17;0;18;1
123;17;0;19;1
123;17;0;33;1
123;17;0;34;1
123;17;0;43;1
123;17;0;215;1
123;17;0;481;1
123;17;20;1;11
123;17;20;2;10
123;17;20;3;3
123;17;20;4;3
123;17;20;5;3
123;17;20;6;5
123;17;20;7;3
123;17;20;8;1
123;17;20;9;3
123;17;20;10;1
123;17;20;11;1
123;17;20;12;1
123;17;20;13;2
123;17;20;15;2
123;17;20;16;1
123;17;20;18;1
123;17;20;19;2
123;17;20;26;1
123;17;20;33;1
123;17;20;34;1
123;17;20;43;1
123;17;20;73;1
123;17;20;215;1
123;17;20;380;1
123;17;20;484;1
123;17;50;1;27
123;17;50;2;12
123;17;50;3;5
123;17;50;4;7
123;17;50;5;4
123;17;50;6;4
123;17;50;7;4
123;17;50;8;2
123;17;50;9;8
123;17;50;10;1
123;17;50;13;1
123;17;50;14;1
123;17;50;15;1
123;17;50;16;1
123;17;50;17;1
123;17;50;18;1
123;17;50;19;5
123;17;50;20;2
123;17;50;22;1
123;17;50;25;1
123;17;50;26;3
123;17;50;33;1
123;17;50;34;1
123;17;50;36;1
123;17;50;43;1
123;17;50;48;1
123;17;50;57;1
123;17;50;59;1
123;17;50;75;1
123;17;50;82;1
123;17;50;115;1
123;17;50;121;1
123;17;50;182;1
123;17;50;194;1
123;17;50;201;1
123;17;50;215;1
123;17;50;484;1
123;17;50;655;1
123;17;50;674;1
123;18;0;1;1
123;18;0;2;3
123;18;0;3;4
123;18;0;4;1
123;18;0;5;1
123;18;0;6;2
123;18;0;11;2
123;18;0;18;1
123;18;0;19;1
123;18;0;21;1
123;18;0;25;1
123;18;0;29;1
123;18;0;35;1
123;18;0;51;2
123;18;0;252;1
123;18;0;542;1
123;18;20;1;5
123;18;20;2;5
123;18;20;3;6
123;18;20;4;2
123;18;20;5;3
123;18;20;6;3
123;18;20;8;1
123;18;20;9;2
123;18;20;10;1
123;18;20;11;3
123;18;20;13;2
123;18;20;14;2
123;18;20;15;1
123;18;20;16;2
123;18;20;18;2
123;18;20;19;1
123;18;20;20;2
123;18;20;21;1
123;18;20;22;2
123;18;20;25;1
123;18;20;30;1
123;18;20;33;1
123;18;20;35;1
123;18;20;51;2
123;18;20;94;1
123;18;20;252;1
123;18;20;433;1
123;18;20;545;1
123;18;50;1;16
123;18;50;2;9
123;18;50;3;11
123;18;50;4;7
123;18;50;5;5
123;18;50;6;4
123;18;50;7;3
123;18;50;8;1
123;18;50;9;4
123;18;50;10;1
123;18;50;11;2
123;18;50;12;1
123;18;50;13;3
123;18;50;14;2
123;18;50;15;2
123;18;50;18;3
123;18;50;19;2
123;18;50;20;2
123;18;50;21;2
123;18;50;22;3
123;18;50;25;1
123;18;50;32;1
123;18;50;33;1
123;18;50;34;1
123;18;50;35;1
123;18;50;40;1
123;18;50;44;2
123;18;50;45;1
123;18;50;51;2
123;18;50;57;2
123;18;50;61;2
123;18;50;89;1
123;18;50;101;1
123;18;50;130;1
123;18;50;152;1
123;18;50;208;1
123;18;50;215;1
123;18;50;249;1
123;18;50;252;1
123;18;50;545;1
123;18;50;692;1
123;18;50;795;1
123;19;0;1;2
123;19;0;3;3
123;19;0;4;2
123;19;0;7;2
123;19;0;11;1
123;19;0;12;1
123;19;0;13;1
123;19;0;22;1
123;19;0;24;1
123;19;0;26;1
123;19;0;35;1
123;19;0;38;2
123;19;0;60;1
123;19;0;62;1
123;19;0;891;1
123;19;20;1;7
123;19;20;2;1
123;19;20;3;5
123;19;20;4;3
123;19;20;6;1
123;19;20;7;4
123;19;20;8;2
123;19;20;10;1
123;19;20;11;1
123;19;20;12;2
123;19;20;13;1
123;19;20;14;1
123;19;20;18;1
123;19;20;20;3
123;19;20;22;1
123;19;20;24;2
123;19;20;26;1
123;19;20;28;1
123;19;20;37;1
123;19;20;38;2
123;19;20;53;1
123;19;20;60;2
123;19;20;62;1
123;19;20;97;1
123;19;20;109;1
123;19;20;502;1
123;19;20;894;1
123;19;50;1;18
123;19;50;2;7
123;19;50;3;5
123;19;50;4;6
123;19;50;5;6
123;19;50;6;2
123;19;50;7;6
123;19;50;8;1
123;19;50;9;2
123;19;50;10;1
123;19;50;11;2
123;19;50;12;2
123;19;50;13;1
123;19;50;14;1
123;19;50;15;2
123;19;50;16;1
123;19;50;20;1
123;19;50;22;3
123;19;50;24;2
123;19;50;25;2
123;19;50;26;2
123;19;50;28;1
123;19;50;37;1
123;19;50;38;2
123;19;50;47;1
123;19;50;48;1
123;19;50;60;1
123;19;50;61;1
123;19;50;62;2
123;19;50;65;1
123;19;50;66;1
123;19;50;70;1
123;19;50;71;2
123;19;50;77;1
123;19;50;99;1
123;19;50;102;1
123;19;50;130;1
123;19;50;138;1
123;19;50;174;1
123;19;50;235;1
123;19;50;261;1
123;19;50;470;1
123;19;50;720;1
123;19;50;894;1
123;19;50;900;1
123;20;0;1;2
123;20;0;3;2
123;20;0;5;2
123;20;0;7;1
123;20;0;8;1
123;20;0;9;2
123;20;0;14;1
123;20;0;16;1
123;20;0;21;1
123;20;0;26;2
123;20;0;30;1
123;20;0;41;2
123;20;0;48;1
123;20;0;64;1
123;20;0;1066;1
123;20;20;1;8
123;20;20;2;2
123;20;20;3;2
123;20;20;4;1
123;20;20;5;3
123;20;20;6;1
123;20;20;7;2
123;20;20;8;4
123;20;20;9;5
123;20;20;11;1
123;20;20;13;1
123;20;20;14;3
123;20;20;16;1
123;20;20;20;1
123;20;20;21;3
123;20;20;23;1
123;20;20;26;2
123;20;20;29;1
123;20;20;30;1
123;20;20;35;1
123;20;20;38;1
123;20;20;41;1
123;20;20;48;1
123;20;20;64;1
123;20;20;69;1
123;20;20;80;1
123;20;20;118;1
123;20;20;138;1
123;20;20;583;1
123;20;20;1069;1
123;20;50;1;11
123;20;50;2;7
123;20;50;3;5
123;20;50;4;2
123;20;50;5;6
123;20;50;6;3
123;20;50;7;4
123;20;50;8;2
123;20;50;9;5
123;20;50;10;1
123;20;50;11;3
123;20;50;12;3
123;20;50;13;1
123;20;50;14;2
123;20;50;16;2
123;20;50;19;1
123;20;50;21;2
123;20;50;22;1
123;20;50;24;2
123;20;50;26;2
123;20;50;29;1
123;20;50;30;1
123;20;50;34;1
123;20;50;35;1
123;20;50;36;1
123;20;50;38;1
123;20;50;41;1
123;20;50;48;1
123;20;50;56;1
123;20;50;64;1
123;20;50;67;1
123;20;50;70;1
123;20;50;74;1
123;20;50;79;1
123;20;50;88;2
123;20;50;91;1
123;20;50;98;1
123;20;50;103;1
123;20;50;108;1
123;20;50;147;1
123;20;50;148;2
123;20;50;210;1
123;20;50;296;1
123;20;50;310;1
123;20;50;620;1
123;20;50;773;1
123;20;50;1031;1
123;20;50;1069;1
123;21;0;1;9
123;21;0;2;4
123;21;0;4;1
123;21;0;7;1
123;21;0;9;1
123;21;0;10;1
123;21;0;11;1
123;21;0;12;1
123;21;0;18;1
123;21;0;23;2
123;21;0;29;1
123;21;0;31;1
123;21;0;36;1
123;21;0;43;1
123;21;0;50;1
123;21;0;53;1
123;21;0;1328;1
123;21;20;1;14
123;21;20;2;5
123;21;20;3;3
123;21;20;4;1
123;21;20;5;1
123;21;20;6;1
123;21;20;7;1
123;21;20;8;2
123;21;20;9;2
123;21;20;10;2
123;21;20;11;1
123;21;20;15;1
123;21;20;17;1
123;21;20;18;2
123;21;20;20;2
123;21;20;21;1
123;21;20;22;1
123;21;20;23;1
123;21;20;24;2
123;21;20;29;1
123;21;20;31;1
123;21;20;33;1
123;21;20;35;1
123;21;20;36;1
123;21;20;43;1
123;21;20;44;1
123;21;20;50;1
123;21;20;53;1
123;21;20;90;1
123;21;20;122;1
123;21;20;128;1
123;21;20;281;1
123;21;20;1914;1
123;21;50;1;20
123;21;50;2;11
123;21;50;3;9
123;21;50;4;3
123;21;50;5;2
123;21;50;6;4
123;21;50;7;1
123;21;50;8;1
123;21;50;9;2
123;21;50;10;2
123;21;50;11;2
123;21;50;12;1
123;21;50;13;2
123;21;50;15;1
123;21;50;16;1
123;21;50;17;1
123;21;50;18;2
123;21;50;19;2
123;21;50;20;3
123;21;50;21;1
123;21;50;22;1
123;21;50;23;1
123;21;50;24;2
123;21;50;25;1
123;21;50;26;1
123;21;50;27;1
123;21;50;29;2
123;21;50;31;1
123;21;50;33;1
123;21;50;35;1
123;21;50;36;1
123;21;50;43;2
123;21;50;44;1
123;21;50;46;1
123;21;50;50;1
123;21;50;53;1
123;21;50;64;1
123;21;50;73;1
123;21;50;76;1
123;21;50;84;1
123;21;50;86;1
123;21;50;102;1
123;21;50;122;1
123;21;50;135;1
123;21;50;162;1
123;21;50;164;1
123;21;50;228;1
123;21;50;318;1
123;21;50;484;1
123;21;50;502;1
123;21;50;831;1
123;21;50;3128;1
123;22;0;1;3
123;22;0;2;2
123;22;0;3;4
123;22;0;5;3
123;22;0;7;2
123;22;0;8;1
123;22;0;10;1
123;22;0;11;1
123;22;0;15;1
123;22;0;19;1
123;22;0;24;1
123;22;0;30;1
123;22;0;32;1
123;22;0;36;1
123;22;0;40;1
123;22;0;49;1
123;22;0;60;1
123;22;0;69;1
123;22;0;1677;1
123;22;20;1;4
123;22;20;2;7
123;22;20;3;4
123;22;20;4;2
123;22;20;5;4
123;22;20;6;1
123;22;20;7;3
123;22;20;8;2
123;22;20;10;3
123;22;20;11;1
123;22;20;15;1
123;22;20;16;1
123;22;20;17;1
123;22;20;18;1
123;22;20;22;1
123;22;20;25;2
123;22;20;26;1
123;22;20;30;1
123;22;20;32;1
123;22;20;36;1
123;22;20;39;2
123;22;20;40;1
123;22;20;41;1
123;22;20;49;1
123;22;20;51;1
123;22;20;60;1
123;22;20;69;1
123;22;20;76;1
123;22;20;111;1
123;22;20;139;1
123;22;20;469;1
123;22;20;2357;1
123;22;50;1;7
123;22;50;2;15
123;22;50;3;8
123;22;50;4;4
123;22;50;5;7
123;22;50;6;4
123;22;50;7;5
123;22;50;8;1
123;22;50;9;1
123;22;50;10;3
123;22;50;11;1
123;22;50;12;1
123;22;50;13;2
123;22;50;14;2
123;22;50;15;2
123;22;50;16;1
123;22;50;17;1
123;22;50;18;1
123;22;50;19;1
123;22;50;22;1
123;22;50;25;1
123;22;50;28;1
123;22;50;30;1
123;22;50;32;1
123;22;50;33;2
123;22;50;36;1
123;22;50;39;1
123;22;50;40;1
123;22;50;41;1
123;22;50;49;1
123;22;50;51;3
123;22;50;60;1
123;22;50;63;1
123;22;50;69;1
123;22;50;74;1
123;22;50;76;1
123;22;50;82;1
123;22;50;85;1
123;22;50;88;1
123;22;50;128;1
123;22;50;184;1
123;22;50;200;1
123;22;50;213;1
123;22;50;219;1
123;22;50;263;1
123;22;50;360;1
123;22;50;564;1
123;22;50;748;1
123;22;50;928;1
123;22;50;3734;1
123;23;0;1;2
123;23;0;2;1
123;23;0;3;1
123;23;0;5;1
123;23;0;6;1
123;23;0;7;1
123;23;0;8;2
123;23;0;10;1
123;23;0;12;1
123;23;0;15;1
123;23;0;28;1
123;23;0;67;1
123;23;0;90;1
123;23;0;91;1
123;23;0;108;1
123;23;0;120;1
123;23;0;2027;1
123;23;20;1;7
123;23;20;2;3
123;23;20;3;6
123;23;20;4;2
123;23;20;5;2
123;23;20;6;3
123;23;20;7;3
123;23;20;8;2
123;23;20;10;2
123;23;20;11;1
123;23;20;12;1
123;23;20;17;1
123;23;20;20;2
123;23;20;26;2
123;23;20;27;1
123;23;20;28;1
123;23;20;32;2
123;23;20;34;1
123;23;20;60;1
123;23;20;65;1
123;23;20;67;1
123;23;20;91;1
123;23;20;108;1
123;23;20;120;1
123;23;20;138;1
123;23;20;156;1
123;23;20;224;1
123;23;20;513;1
123;23;20;2860;1
123;23;50;1;13
123;23;50;2;3
123;23;50;3;12
123;23;50;4;1
123;23;50;5;4
123;23;50;6;6
123;23;50;7;5
123;23;50;8;3
123;23;50;10;3
123;23;50;11;2
123;23;50;12;3
123;23;50;14;1
123;23;50;17;2
123;23;50;20;2
123;23;50;22;1
123;23;50;26;1
123;23;50;28;1
123;23;50;30;1
123;23;50;31;1
123;23;50;32;3
123;23;50;38;1
123;23;50;60;1
123;23;50;65;1
123;23;50;67;1
123;23;50;91;2
123;23;50;93;1
123;23;50;103;1
123;23;50;105;1
123;23;50;108;1
123;23;50;115;1
123;23;50;120;1
123;23;50;156;1
123;23;50;220;1
123;23;50;252;1
123;23;50;315;1
123;23;50;330;1
123;23;50;427;1
123;23;50;828;1
123;23;50;1064;1
123;23;50;1109;1
123;23;50;4619;1
123;24;0;1;5
123;24;0;2;1
123;24;0;4;1
123;24;0;14;1
123;24;0;18;1
123;24;0;58;1
123;24;0;140;1
123;24;0;160;1
123;24;0;171;1
123;24;0;180;1
123;24;0;2374;1
123;24;20;1;8
123;24;20;2;4
123;24;20;3;2
123;24;20;4;4
123;24;20;5;1
123;24;20;7;1
123;24;20;9;1
123;24;20;10;1
123;24;20;14;4
123;24;20;18;1
123;24;20;25;1
123;24;20;27;1
123;24;20;32;1
123;24;20;43;1
123;24;20;58;1
123;24;20;60;1
123;24;20;61;1
123;24;20;65;1
123;24;20;140;1
123;24;20;167;1
123;24;20;171;1
123;24;20;218;1
123;24;20;286;1
123;24;20;4325;1
123;24;50;1;11
123;24;50;2;9
123;24;50;3;5
123;24;50;4;5
123;24;50;5;1
123;24;50;7;2
123;24;50;8;2
123;24;50;9;2
123;24;50;14;3
123;24;50;16;2
123;24;50;17;2
123;24;50;18;1
123;24;50;20;1
123;24;50;21;1
123;24;50;25;1
123;24;50;28;2
123;24;50;34;1
123;24;50;43;1
123;24;50;51;1
123;24;50;58;1
123;24;50;61;1
123;24;50;65;1
123;24;50;102;1
123;24;50;139;1
123;24;50;140;1
123;24;50;145;1
123;24;50;171;1
123;24;50;218;1
123;24;50;253;1
123;24;50;286;1
123;24;50;307;1
123;24;50;391;1
123;24;50;418;1
123;24;50;542;1
123;24;50;1155;1
123;24;50;8103;1
123;25;0;1;3
123;25;0;2;1
123;25;0;8;1
123;25;0;28;1
123;25;0;96;1
123;25;0;225;2
123;25;0;469;1
123;25;0;2643;1
123;25;20;1;6
123;25;20;2;5
123;25;20;3;2
123;25;20;4;1
123;25;20;6;1
123;25;20;7;1
123;25;20;8;2
123;25;20;13;1
123;25;20;15;1
123;25;20;28;1
123;25;20;37;1
123;25;20;43;1
123;25;20;73;1
123;25;20;87;1
123;25;20;89;1
123;25;20;94;1
123;25;20;102;1
123;25;20;210;1
123;25;20;225;1
123;25;20;326;1
123;25;20;615;1
123;25;20;4910;1
123;25;50;1;13
123;25;50;2;6
123;25;50;3;2
123;25;50;4;4
123;25;50;5;2
123;25;50;6;1
123;25;50;7;3
123;25;50;8;1
123;25;50;11;1
123;25;50;13;1
123;25;50;15;1
123;25;50;17;1
123;25;50;18;1
123;25;50;20;1
123;25;50;28;1
123;25;50;29;1
123;25;50;33;1
123;25;50;38;1
123;25;50;40;1
123;25;50;62;1
123;25;50;89;1
123;25;50;94;1
123;25;50;102;1
123;25;50;126;1
123;25;50;164;1
123;25;50;180;1
123;25;50;225;1
123;25;50;326;1
123;25;50;339;1
123;25;50;390;1
123;25;50;615;1
123;25;50;641;1
123;25;50;1243;1
123;25;50;10215;1
123;26;0;1;1
123;26;0;37;1
123;26;0;284;1
123;26;0;3945;1
123;26;20;1;3
123;26;20;2;2
123;26;20;3;2
123;26;20;4;1
123;26;20;6;1
123;26;20;7;1
123;26;20;8;1
123;26;20;17;1
123;26;20;24;1
123;26;20;39;1
123;26;20;49;1
123;26;20;216;1
123;26;20;284;1
123;26;20;7390;1
123;26;50;1;14
123;26;50;2;3
123;26;50;3;3
123;26;50;4;2
123;26;50;5;1
123;26;50;6;1
123;26;50;7;3
123;26;50;9;1
123;26;50;12;1
123;26;50;15;1
123;26;50;17;1
123;26;50;18;1
123;26;50;20;1
123;26;50;23;1
123;26;50;24;1
123;26;50;38;1
123;26;50;39;1
123;26;50;42;1
123;26;50;68;1
123;26;50;227;1
123;26;50;284;1
123;26;50;445;1
123;26;50;647;1
123;26;50;1307;1
123;26;50;13988;1
123;27;0;1;4
123;27;0;2;2
123;27;0;4;1
123;27;0;49;1
123;27;0;331;1
123;27;0;4394;1
123;27;20;1;6
