plot_ref,NSCA1,NSCA2,NSCA3,NSCA4,NSCA_DBH1,NSCA_DBH2,NSCA_DBH3,NSCA_DBH4,CA1,CA2,CA3,CA4,NSCA_Genus1,NSCA_Genus2,NSCA_Genus3,NSCA_Genus4,NSCA_Genus_DBH1,NSCA_Genus_DBH2,NSCA_Genus_DBH3,NSCA_Genus_DBH4,simpson_diversity,species_richness,shannon_diversity,pielou_evenness,hill_diversity,PC1,PC2,PC3,PC4,PC5,WD_mean,WD_BA,prop_g_helio,prop_g_npld,prop_g_shade,prop_ind_helio,prop_ind_npld,prop_ind_shade
123,2.0534570402194916,-1.1584717433655858,-3.2688692731535585,0.5059745416033712,1.3050561581063955,-1.8261469792248266,-3.4150750442501083,-0.3397883957699983,-0.15269022116583555,0.6431467993043379,-0.11671074822788612,-0.020266682908092144,1.567625820580581,-0.3482889956478862,0.5848414310875988,-0.6232530677258635,0.8862748338449966,-1.5491176029424203,-0.2566683004494534,1.2949097778496084,0.9165525383707201,38,2.8974566911451487,0.7965328005764931,18.12798163379829,0.5509024258590258,-0.31508676276404013,0.21285941177402026,-0.76392993150351,0.07915696161857973,0.711641590236333,0.74903564436882,4.17922468616042,36.5936750260878,59.2271002877518,7.94520547945206,22.1917808219178,69.8630136986301
148,1.6493101457202106,-1.0015482326013554,-3.087574207796105,0.1569359322889738,1.627733643541935,-1.8524865505604011,-4.499319780536527,-0.4002689227331876,-0.20302692144561202,0.5882945525608727,-0.15723879802104845,0.03550413558948359,0.9435440543407352,-0.43828589034958426,0.6697837906243486,-1.6537802763849307,1.0286753418553642,-0.9294129489453353,-2.8944993446597698,0.34940149745758825,0.9340374225450994,37,3.0637679841496492,0.8484734514239054,21.4080706508802,-0.2624617023695465,-1.7691809603320974,-0.475002100821107,0.842008166454365,1.108918671394122,0.695009329989596,0.690298572170951,5.10495216309423,40.9384439789642,53.9566038579416,7.09677419354839,28.3870967741936,64.5161290322581
162,2.1658104945436842,-1.04509943849475,-3.91694540789891,0.6751252849919236,1.9846002203517124,-2.5292473333685948,-6.250100590629635,-0.34499058909251673,-0.15513612805518873,0.5839726063754217,-0.2910981576568029,0.0030546521545019244,1.2618292707227154,-0.21233872102170703,0.5816520982464232,-2.3775616840990286,1.2271267578485123,-1.4238934839225048,-3.637280230680992,0.8648821775129595,0.9278905756110377,45,3.0812138317716666,0.8094265882651382,21.78482947209369,1.60694482243876,0.4096157354744132,-0.07213155235666424,0.2158227642270322,-0.232914304181598,0.673188310413096,0.67639888660562,6.08360364517652,59.4069972558612,34.5093990989623,8.28220858895706,23.0061349693252,68.7116564417178
166,1.9706649855995966,-1.0225635650481422,-3.542858483537436,0.6432045104649857,1.3626652873937681,-1.4924926076545806,-2.896340560272854,-0.28445107224262967,-0.15002086134061907,0.6464939512746952,-0.3208426617739801,0.03146139760110364,1.135442125361878,0.21478992924071044,0.32744206909871093,-2.226654894756388,0.8626513145955589,-0.9536611612866452,-1.9810069827175998,0.23391444368135342,0.9234775510204082,43,3.0370992422912084,0.8074814284990974,20.844690057133135,1.4550118959985214,0.8234484169834537,0.8302624107434632,-0.5329505735510138,0.1598940809553716,0.649684665998923,0.631734285939406,6.31935357088283,70.2338004747143,23.4468459544029,12.0521172638437,37.785016286645,50.1628664495114
180,1.4020387346175651,-0.6480899111914649,-1.410856331008235,0.12677302717552358,0.7699966269204579,-1.0528613908133722,-0.6593327964887874,0.040001449503699486,-0.1408483198705091,0.534447593377066,-0.30988691165126253,-0.005163947773406837,1.0583384252027455,0.04040824100608377,0.16927009783539848,-0.7505719485055147,0.4532144129539802,-0.7621537558412866,-0.500294773355332,0.05924941211628822,0.9630223076786127,59,3.5938254128648306,0.8813715293371875,36.37295168587272,1.2717361322438279,-0.6039807324018497,-0.04937177525892446,0.4476924471412342,0.5926591876101329,0.641690554567454,0.631656607537616,11.4305326111561,18.0304736142975,70.5389937745464,6.87830687830688,18.2539682539683,74.8677248677249
184,1.6658129388167096,-0.8397756930253201,-2.397455573696368,0.3862977431075537,1.5069176753017473,-1.980598668734109,-3.9505302686975394,-0.32031267447545303,-0.13014593228128093,0.6375588856478925,-0.27426464549240387,-0.021369045814355832,1.1044524030097334,-0.16910151820906585,0.3625679113530656,-1.558559791875831,0.9336845548093077,-1.222490172433883,-2.5398320083842147,0.45466225150699596,0.9426210153482881,41,3.1635008293447306,0.8518754375897301,23.653257169995022,2.0805317490807487,1.0328456904816516,0.5882039454842461,0.04137435495516928,0.21757087054179686,0.67379060339251,0.687912246838358,6.65235741791403,52.4020501266875,40.9455924553984,6.74486803519062,23.7536656891496,69.5014662756598
189,1.537916849725276,-0.9272786362791415,-2.1205800656400933,0.1919849680672897,1.2797390506431001,-1.3571413597564939,-2.5642683911701125,-0.09408476478770468,-0.10303581376180714,0.5388334005615131,-0.2406461187051932,-0.013561240631309916,1.0071065688909406,-0.3537136279509163,0.32145638169877083,-1.5332206084303457,0.8917385309825658,-0.9488800909166841,-2.2601060101727044,0.3712173341535093,0.9563506190419683,46,3.39730043249268,0.8873383742880805,29.883319022496732,1.6430339366210465,-1.5389199279026355,-1.4972885581695006,1.3630326450653003,0.9414822367391064,0.671962384457375,0.700126455914726,5.04011141385232,51.9136329661374,43.0462556200103,11.1111111111111,26.4705882352941,62.4183006535948
199,1.989971124914189,-1.0912162253527662,-3.058235856936694,0.46424708703636153,1.6979596919967563,-2.3945905311205142,-4.969368736541028,-0.2529450244165707,-0.1814612490912242,0.6002147119432488,-0.3274146001097158,-0.010857982065379149,1.2352299511779965,-0.610328501481719,0.2795791032507768,-1.4032697306275288,1.0531286102718092,-1.3696483263941281,-2.7581095020420276,0.7536981525567163,0.9343803364967386,49,3.1727574376720185,0.815237393980474,23.873222603575478,1.9919283855753598,0.5674990727301686,0.004641982844088177,-0.141058790462743,-0.06237640818621151,0.691354737411217,0.73090606449878,3.57860349892662,42.1205317122439,54.3008647888294,5.11363636363636,17.0454545454545,77.8409090909091
41,2.0023417269833046,-1.1471628534295142,-2.5952063313122586,0.4440108562968153,1.5242245962935947,-2.1903924586471493,-3.9727062656886805,-0.19631960383067124,-0.21928941084277684,0.5768014130702286,-0.2734590953383942,-0.02106910083583816,1.2010776610394343,-0.6306478629973659,0.16136624299358915,-1.2576979607495844,0.9409664260397513,-1.2428422528696517,-2.3641632022045203,0.46753829437459543,0.9334285050868155,43,3.1409539515380644,0.835093548581069,23.12591734392223,1.4171653312496437,-0.2312194662762901,0.26798605799680913,0.736072688490375,0.9853801853285378,0.685896440530775,0.698174916972418,12.923905899202,22.3906945054655,64.6853995953326,9.78593272171254,9.1743119266055,81.0397553516819
53,1.4172070672942214,-0.9771255771023378,-2.50310580955833,0.05945897530002999,1.1760618913230538,-0.6174924922140134,-2.1093705255335387,-0.016321948280239033,-0.1543373211562226,0.6105189439459661,-0.33034095301442107,-0.005711503078440388,1.0555533157638017,-0.8221214030023957,0.39893920123254967,-0.7265943749356187,0.7365707708614635,-0.42047188442932415,-0.7951572822509775,0.4916131302919248,0.9399745508433306,41,3.1637923818901186,0.8519539475903847,23.660154342724926,-0.18323731359330198,0.1282033547817527,0.5015658893325124,0.7777644663329195,0.09833320114403608,0.715512982152334,0.712967096210527,8.49382211905145,20.2006392107181,71.3055386702304,7.83847980997625,8.07600950118765,84.0855106888361
Betamba_1,-7.968944615053525,0.9098485913834686,-0.11209773348532186,6.031259851295027,1.192521754163589,4.101189624628969,0.11101879955491258,0.0018165739386569093,1.2811734428107062,-1.1983010182766507,0.49530834170425064,0.7512283043954849,-5.658948697317974,0.049306845207182995,-4.989134726698789,-0.20321834407912848,1.0448817970359023,3.4345273713669697,-0.41719438656330593,-0.15921361841037468,0.8529559304399524,63,2.661906241322282,0.6424860442905924,14.323567266838277,-0.01833532853982956,-0.45325197239063636,0.3064275901398291,-0.2305352075931805,0.14464703904310527,0.431986184452857,0.482952918220068,56.989957687883,25.4653426759621,17.5446996361549,79.4520547945206,6.84931506849315,13.6986301369863
Betamba_2,-9.446052771735367,1.1627610715513215,-0.5629276242439335,9.234126749685258,1.3341063509026936,3.6729847504888733,-0.6056966107277164,-0.09443934297845272,1.3941173114582548,-1.2698286284865006,0.5347976219184984,0.8030497618367332,-6.7486032902057795,0.09141664167870604,-7.442387416505085,-0.6573653614992114,1.2313838976780087,3.9498278940506752,-0.8056926961090413,-0.17142954380957195,0.7581152876099457,56,2.2301733976396405,0.554031937823635,9.301478794127156,-1.4145858072526354,-1.1344403589023242,0.14836093474703357,0.8121113769380377,0.5617089065170003,0.424528609492443,0.466485920244863,71.6403823957078,21.130688826075,7.22892877821729,85.7385398981324,6.7911714770798,7.47028862478778
Betamba_3,-4.094528967041153,0.5756501886717353,0.0849270784545761,1.0472811014980221,1.1203841116490647,3.652996757259579,0.3004041260715886,-0.009342501786308839,1.0669325408935497,-0.8586189265809215,0.3551016723864527,0.44765701451690443,-2.997666495137287,0.12271093551067912,-0.9125381953409342,-0.10100913033540473,0.9423927982571573,2.9894120837725873,0.014171298747871264,-0.2631208604588942,0.9507603124548445,77,3.548397203254406,0.8168867752230384,34.757563508713325,1.5659331249138457,-0.7589012844000096,-0.43886474347161264,-0.2505863766232689,0.5823615434606967,0.459189546294358,0.467313882724366,59.2422807891143,20.8660541043471,19.8916651065386,58.3596214511041,16.7192429022082,24.9211356466877
Betamba_4,-6.897527049301239,1.1794373129106486,-0.7608511016128187,0.4849078672090394,1.5913828851380822,10.162073283712648,-0.8315893954007747,0.06742529121854282,1.3201003149223562,-1.1373827425865999,0.44605899546736566,0.754526360255852,-5.0295230189028555,0.2890085527579817,-0.7773120682227133,-0.031769314732636666,1.38941513077453,7.194998412382647,0.056364229654657046,0.12255474977942836,0.9108475684826101,59,3.02722878769158,0.7424159383787072,20.639955563742255,-2.149262301607774,0.22508884883441743,0.1665154912748344,-0.41641519149994727,-0.7450480618665806,0.417842593797534,0.388442956479716,77.63430647319421,10.1202110848414,12.2454824419644,72.59615384615388,13.4615384615385,13.9423076923077
GIL1,0.8509170914817363,-0.6161368157408683,1.1789694773936115,-0.6984597713816116,-19.90050294924481,0.4448824636656637,-0.9523795525891999,0.6635853877092045,0.25787374815623915,0.4784901946461544,-0.5180830851395012,-0.424351414030104,0.9972713883767202,-0.5078960778642784,0.10287869047223902,0.3499153510763953,-13.287048914449231,0.887719318194787,-0.6110209176413735,0.5393260144177041,0.9076805325031605,47,2.962601375504249,0.7694773504757059,19.34823837934435,1.3933806002988878,0.7656671669616737,0.2761088677422659,-1.3846199856513814,-0.45973852059997494,0.675900197374317,0.670021289085385,4.14034045757843,3.03437993387475,92.8252796085468,8.28402366863905,6.21301775147929,85.5029585798817
GIL2,0.8872992611121792,-0.6378899484156544,1.4183896636389235,-0.7512041775929446,-16.23832569328032,0.28708860040283907,-0.6355995231199751,0.5221397517248864,0.27036837351725995,0.45986941758144684,-0.5189662453528535,-0.41812375259887247,0.9195502172792842,-0.4376355964511223,-0.03413342450929929,0.5434713056952546,-10.820807087809749,0.5964014990270804,-0.14561035907910885,0.5179681924030698,0.8831919672347734,49,2.804597246894083,0.7206389380968179,16.520420915158855,0.7868837778343779,0.25809581363339945,0.2613038139873555,-1.1237297917766031,-0.24863192884321952,0.679711679369825,0.675164591028605,7.45068633807007,7.91580839892068,84.6335052630093,14.6919431279621,9.00473933649289,76.303317535545
GIL3,0.46681508279427203,-0.5437604669891763,1.1651308698624978,-0.9092790087816488,-14.991455806789741,0.4712293998269207,-0.6117741429629716,0.5134338998327336,0.310997745284901,0.39342713795131773,-0.4428981666553894,-0.3647779899253474,0.488654535343305,-0.38460850293942267,-0.009486332643190232,0.4033612895291841,-10.02476177661681,0.7311831867889897,-0.3147998285114509,0.3834916239832967,0.9061651199637846,68,3.089640969952417,0.7322278298395635,21.969188960693522,1.1363441905583476,0.006268173488360895,0.06899384786348622,-1.2469751396054034,-0.24089536054812583,0.653733974085753,0.673235427502365,12.506417563066,9.50562594041764,77.9879564965164,26.8011527377522,10.9510086455331,62.2478386167147
