plot_ref,NSCA1,NSCA2,NSCA3,NSCA4,NSCA_DBH1,NSCA_DBH2,NSCA_DBH3,NSCA_DBH4,CA1,CA2,CA3,CA4,NSCA_Genus1,NSCA_Genus2,NSCA_Genus3,NSCA_Genus4,NSCA_Genus_DBH1,NSCA_Genus_DBH2,NSCA_Genus_DBH3,NSCA_Genus_DBH4,simpson_diversity,species_richness,shannon_diversity,pielou_evenness,hill_diversity,PC1,PC2,PC3,PC4,PC5,WD_mean,WD_BA,prop_g_helio,prop_g_npld,prop_g_shade,prop_ind_helio,prop_ind_npld,prop_ind_shade
JEU-L6B,0.8066973269027573,-0.6465282682069061,0.13945180728898254,-0.2727664237613894,0.6239663331785208,-0.7756520695779789,0.01565619589514632,0.15355031040695333,0.22120090565864178,0.2815107842926397,-0.20313089338042253,-0.23615135325362951,0.8539138112397233,-0.401539914532492,0.15888774715336537,-0.3690007245610022,0.3598825678448469,-0.6905158502588584,0.07598594674996728,0.004963161200459877,0.9592752839372634,83,3.7688871862038003,0.8529131328145169,43.331817751211865,1.4561922964939236,0.22891454557915858,0.2448311670257903,-0.45247443241661955,0.18211299200007888,0.634757315584483,0.644903399399444,7.21575646626561,25.9071657831103,66.8770777506241,8.41121495327103,13.5514018691589,78.0373831775701
JEU2,-9.658472244245516,1.1700460603139007,-2.715649821594587,-7.5834825656959906,2.2270984933045006,18.25307820240851,-2.4360030555715286,0.09321207367676546,1.7800756095732888,-1.6996638027859157,0.700087818569347,1.2412746384763886,-9.775042667620403,0.13514749756567637,5.164736610344144,0.4436368515344008,2.0966936935880685,13.267740395285227,0.25832179913376874,0.7974970537452937,0.7799148186518124,25,1.9077625470981108,0.5926797586782415,6.73799597144365,-2.4712208148853207,0.5790358244339899,0.04481565134351223,-0.6315285408266218,-1.0047272508745457,0.302673266932329,0.2818604059494,97.6346271923248,1.83132709092735,0.534045716747891,94.4,3.73333333333333,1.86666666666667
JEU3,-6.924292981069223,0.7891087987377275,-1.822957862383989,-5.952694716114938,1.3790923907289998,7.68859660849792,-0.4782361885935837,0.007665698318344924,2.03185780141915,-2.0514094537490233,0.8582261928369419,1.560078149174621,-9.264012387994946,0.10884033235876689,6.123265057033729,0.4978066679832469,1.8267608323261944,11.050943879127276,0.2468877763279747,0.5952702389793082,0.7131918367346939,26,1.8409853082344707,0.5650493429984217,6.302745349469413,-3.2223915622639336,-0.20015938082674195,0.010626596470580146,0.7313221639616032,-0.164233545587811,0.317109220440544,0.312681517932898,92.4641907267643,5.10725957256789,2.42854970066782,91.51943462897529,6.71378091872792,1.76678445229682
JEU4,-10.399867965792932,1.229140104678678,-2.9370466215800968,-7.453827088094526,2.1502339881683667,17.171543978987977,-2.2598910166274817,0.1273420889075291,1.4792923684086567,-1.331987379069906,0.5324227094595274,0.9124192853447162,-9.36170179484818,0.10274242107392377,4.301063322020557,0.31120939261853514,1.901363051721581,11.584472578619803,0.18652778260165956,0.6174921138185742,0.6914320571540824,42,2.033100165031094,0.5439486023820514,7.637727910474158,-1.821392996962456,-0.09745229269587766,0.2106420919110003,-0.31284000989363514,-0.46686693230182397,0.351546393404055,0.344466343333328,83.0275596934624,8.66234002158358,8.31010028495403,83.8383838383838,6.3973063973064,9.76430976430976
Lokofa_1,0.20892881231327273,-0.30099963396652807,1.1041028938882567,-0.19127326766853311,0.9252729906939576,-0.1913376258416891,0.7488168342898396,-0.08961949898717432,0.5886385914599684,-0.2840475038531534,0.15584821888648992,-0.2436877658057425,0.6264124374286567,-0.20295080666151,0.06484554688212933,-0.321574989833957,0.5873932727753272,-0.31126966823463936,0.06890429363896802,-0.4537094869802331,0.9605876951331497,81,3.6939946777522015,0.8406047146602043,40.20513314921322,-6.084325357182118,-0.2550138443710404,1.4545442663253874,1.7108339214359833,-2.1646552767771396,0.543220422992145,0.525331345059469,24.7704373200959,47.1172737086163,28.1122889712879,20.335429769392,46.5408805031447,33.1236897274633
Lokofa_2,0.398650455371913,-0.45886187047983135,1.4055767279313895,-0.10112209354126067,0.6299626999590301,-0.1049823396924758,0.9346342977070484,0.16479193001374992,0.26316540797343513,-0.225215740089523,0.19993994788600805,-0.27331145934141293,0.7987632173205222,-0.38017500944787885,-0.01826151528070958,0.3127565926795717,0.42988350115363627,-0.25068869050334386,0.10527362707131624,-0.36518882601724917,0.9712297829959742,81,3.9148541802703614,0.8908634603515337,50.14175932013126,-0.14281640014113495,-1.0065813433505266,-0.23012157729957483,0.6000566725735731,0.26111411257256245,0.631775980432104,0.567394442339608,25.7434342954975,25.9304492079196,48.3261164965829,21.7741935483871,16.1290322580645,62.0967741935484
Lokofa_3,0.22203226392666103,-0.3289625332114763,1.5192243059009913,-0.14384930920998473,0.8719396141701372,0.19085348519890027,0.8955403582643005,-0.006026373170914845,0.15416551896262448,-0.3896265130445989,0.17739177536491327,-0.19998931808251177,0.6450780632383107,-0.309601424236836,0.030884183806357865,0.19723841590502603,0.6171595739193747,-0.16241091258183052,0.028684893139372798,-0.3867415112077869,0.9714933837429112,78,3.927752762400212,0.9015412593879224,50.79270604073172,-3.378076065321711,-0.44311831764614973,0.12460140261743496,0.7185633625743398,-0.3996049804059417,0.610528173816418,0.544942022335511,23.0115739093268,36.2922325831278,40.6961935075454,21.9512195121951,16.0975609756098,61.9512195121951
Lokofa_4,0.3084276927953629,-0.5151192898805157,2.2137455377519144,0.09726422423320034,0.8516252812100248,0.058474811762349234,0.9785987622901272,0.02615865737981116,0.1558103545423843,-0.24972457487622332,0.08899850935884931,-0.1353916570270525,0.8484903754721809,-0.44739963202508054,-0.01081084252941299,1.2492004381511872,0.5742902298028764,-0.2345463380246048,0.6755031626094905,-0.17306073162824512,0.9587041651833392,77,3.6954646218298786,0.850743590686175,40.26427590420002,-0.7095123099890837,-0.19680954033378156,0.6309310160888146,1.2682135820233844,0.552887351662751,0.622875752530392,0.573872343671599,19.5443613304945,26.0400824894556,54.4155561800499,13.961038961039,19.4805194805195,66.5584415584416
M2P1,2.3042441855479785,-1.2050198085212103,-3.8840048042278945,0.6681521056829998,1.3239983128407395,-2.014987979349482,-3.521277788169799,-0.5124306377125603,-0.24472722949110126,0.6457360505997821,-0.2558421117672423,-0.004484879009438273,0.9015365811685143,-0.523509072585376,-0.07814418384577082,-2.2388482975814186,0.8970713463672768,-0.7121191004023514,-2.5975592061158657,-0.04290338790995089,0.9038488608256752,40,2.859226674577734,0.7750935508041741,17.44802871382046,0.252775791372588,0.349676204590599,0.6271505653387879,-0.6691015868012148,-0.06367291622762972,0.683213487687209,0.694475282880927,15.4810355436667,32.5609955939101,51.95796886242329,15.2588555858311,18.5286103542234,66.2125340599455
M2P10,2.5020608964510487,-0.9229722389210879,-4.357650254939834,0.864651499930762,1.1604316564559611,-1.2198098334218375,-1.6465297995890142,-0.2384625490447417,-0.2436020705720918,0.69562880566513,-0.37652074422008225,0.06975008917940725,1.3908438089295152,-0.3062413431535432,0.4263179721239826,-2.72086974356847,0.6782982418961465,-0.7652007846446275,-1.38274957794538,-0.04954708042784209,0.888443049859962,32,2.683194913773215,0.7742063991678214,14.631765929154065,-0.2534204032333319,-0.12187216612515622,0.23374810583037048,-0.8978784991134292,-0.2754804169357551,0.690164218831327,0.704236641780394,6.69558386349674,27.4414822287035,65.8629339077998,10.1492537313433,14.6268656716418,75.2238805970149
M2P11,2.2562679580868243,-0.9926932951781916,-3.8821595415475736,0.7894994869457862,1.28488286121649,-1.6961296675598256,-2.4646797134767846,-0.25469179907705614,-0.28474925256855615,0.6776441722423423,-0.3636655791155657,0.06027108989382158,1.2173410942885134,-0.3364151897610729,0.33025412540672716,-2.213835941484439,0.7628029086824987,-0.9531504358344827,-1.777947606381285,0.08064815940774472,0.9222389434199592,36,2.9447014968986926,0.8217345987202626,19.004988491667902,-0.4397329115980894,-0.6411744982756926,-0.18965516038740227,0.5589857690301863,-0.22290477388734528,0.635462569755377,0.657500079134871,7.58767264786432,22.0652340462622,70.3470933058735,12.2448979591837,15.0510204081633,72.7040816326531
M2P12,1.639985910917796,-0.8259556353554441,-2.379971647145849,0.4195661217582805,1.4528218444083358,-2.1412735451843865,-3.936773050395099,-0.5568336411870545,-0.2972080499520448,0.6533637746917937,-0.2088956478855213,0.01989705035251481,0.9518048366189633,-0.31746206109422337,0.09772025129558369,-1.650099612281772,0.9433919176162339,-0.9580175735766536,-3.017906603607043,-0.17872856550246013,0.9264462809917355,27,2.8981825203461504,0.8793464719810995,18.141144228543265,-1.0589602494864114,-5.440936386707096,-3.354133453918858,-1.7213640277217972,-0.6372226154639702,0.635644356226869,0.653928564254394,9.10336361635011,51.6709196846034,39.2257166990465,13.0434782608696,23.9130434782609,63.0434782608696
M2P13,2.6612456651936256,-1.1836143202531508,-5.131440623960261,1.061407541647558,1.4027409567376983,-1.9449250322456317,-3.0861076410018633,-0.2738186236531956,-0.2599946877094459,0.6988283676873559,-0.36700067201922926,0.05586377854497703,1.45537067243115,-0.31368243654843747,0.6012584260072007,-3.2336313443043094,0.8688740221041508,-1.208935564895397,-2.13579056939981,0.3619551943034716,0.8882686980609418,31,2.6674035071995,0.7767657094690371,14.402524550163784,-0.4434909542469387,0.13342600007734876,0.4472950074119979,-0.24350389027667682,-0.21858222416416692,0.637840779216822,0.657192921473554,5.92087902883632,23.9533902764028,70.1257306947609,5.88235294117647,17.9411764705882,76.1764705882353
M2P14,4.417771395228432,22.40963053652342,0.18805534245905026,-0.11278605854590966,0.8517130163707785,-0.1858228433291364,1.8891210816471333,-0.17839765012122064,0.3296111660734739,2.7299146916668287,-2.1679967013150048,3.0721511758483864,1.5810644008310641,14.971672645794163,0.16471787763635815,1.6663018006285504,0.6039354378458595,-0.8533204822285337,-0.9642339659530665,-0.7528107058980331,0.3414309817266723,9,0.7109988018397766,0.3235894997596231,2.0360238277558844,-1.098113017658772,0.050226256160747565,0.14696760332320868,0.1232656314089185,-0.4863175183215391,0.54615367719752,0.54369969160711,11.4963812559484,86.5458981191331,1.95772062491853,15.3638814016173,83.2884097035041,1.34770889487871
M2P15,2.833957595449491,5.197904931885698,-3.2533353688477353,0.7528943410702463,0.9957061551313946,-0.6251183262894247,0.8354460420543763,-0.025528948936803738,-0.08386817413017401,1.4297353692284098,-0.9533847257772335,1.039698754593855,1.389077622349027,3.680181724794816,0.6739550749434825,-1.3108359815106065,0.6192003786576356,-0.6663447431145033,0.1498586520957203,-0.20109533251759862,0.716788665879575,19,1.730670100246442,0.5877758420167323,5.64443497870903,-4.2049812365162484,1.4302444694832077,-0.5023682802518394,-0.534709071477855,-1.6779815150489539,0.584264631985949,0.574557256480786,44.1765276822745,42.3730346174872,13.4504377002383,56.8452380952381,21.4285714285714,21.7261904761905
M2P16,2.140311307401092,-0.10949403460769808,-3.848427341296013,0.6262213211960622,1.3968937568664108,-0.01291861613964327,-2.2223175146172207,-0.14135318739370195,-0.27864210958548163,0.6912053631432283,-0.4328645385126336,0.21157936110512687,1.1912815778310162,0.1497527436695517,0.6904303292021665,-2.213627451884898,0.9536340674631919,-0.07764869633883566,-1.3519995515147498,0.4633536787287236,0.9051903114186851,38,2.7565827220596923,0.7578054789682395,15.745942642109595,-1.2731588585290337,-0.15158727745082637,-0.16046637179438122,-0.16734003156006871,0.8768029663023329,0.615640475969634,0.621795535009695,25.8232868328363,37.9801263579718,36.1965868091919,29.2,18.4,52.4
M2P2,2.337111678339462,-1.3272287484776564,-3.463554358261436,0.6721674209878209,1.4958992650668566,-2.1499102306231936,-3.9934851993264746,-0.3582889835831437,-0.2469776201070443,0.5805197781478275,-0.2887464057757118,-0.03364084069002113,1.3497895713215209,-0.6340048010894594,0.33957621789803105,-1.8689726919957534,0.9615553118404816,-1.1774648300141555,-2.77567140590334,0.3951568657387831,0.908962238957432,38,2.8007885020220344,0.7699579828599046,16.45761852178144,-0.18944088516732718,0.41119835253150205,0.4616926163203588,-1.408174730899741,-0.5364426308509505,0.709805193958147,0.694677733427073,6.63822747542727,42.4068565866676,50.9549159379051,6.12691466083151,24.0700218818381,69.8030634573304
M2P9,1.4456038811263412,-0.8602892390913759,-1.3755218543249446,0.1283700899142908,1.168938684629022,-1.8293904939951706,-2.737616649988755,-0.3528221132615416,-0.4607544197032783,0.49054223953641457,-0.20493444460466473,0.022995695781191632,-2.0541661630965775,-0.2574881565421309,-3.245137114983782,-1.3006375387370137,0.9499076923047983,0.5311833740094776,-2.277534168318552,-0.3298598095920895,0.8858754722840433,23,2.5937688648864685,0.827228081528401,13.38010450070193,-0.373691075977124,-1.0639568762653013,0.17539185815423738,-0.017612590649614512,0.7312857651100446,0.594672817916126,0.641942972642423,28.381647057172895,19.9978430656672,51.62050987716,32.5,19.1666666666667,48.3333333333333
MAB01h,0.8467536900903312,-0.6469698031751442,2.4798043280320674,-0.3966057756152592,1.0086601040014773,-0.9231942279803566,1.809424726888231,0.9176697372320098,-1.9975986737846378,-1.266920478955509,0.07724722683148356,0.2535239393024758,1.1376464987470682,-0.9271668037869374,0.10782354435111828,2.483424650001566,0.6252102964497741,-0.8614642780642626,1.5367790235062784,0.4933184192565222,0.912398189070903,46,2.9923583705414845,0.7815718581754637,19.932635644053537,0.8309281933133232,-0.5809830103221818,-0.06632166502268641,-0.2681904979020478,0.2904557679036453,0.663147146,0.65285603368442,1.00983459314163,21.2989256702205,77.6912397366378,1.41509433962264,10.377358490566,88.2075471698113
MAB02h,0.7807459396700751,-0.5350420507338292,0.9192551581217346,-0.16037745934830278,0.9581917441753462,-0.8951103917512189,1.3804087304530224,0.6723722553543658,-1.5375915756519312,-0.9188237282744486,0.04661151101206528,0.14303723533242932,0.6391284733545433,-0.7256566222639574,-0.3424764055448576,1.2738340334027214,0.6192973383048087,-0.6940312413248764,1.3707384651767462,0.47070673532507895,0.9510458683241861,52,3.4206507438095852,0.8657149463404056,30.58931435261899,2.112427427892386,0.33813620556156804,-0.17273905556647848,-0.1151119643617759,-0.27912885990586633,0.656649998,0.634551671275927,5.46358001965594,26.2283206364633,68.3080993438808,8.5,18,73.5
MAB03h,0.9663212515940253,-0.7767346118648052,2.748463426335388,-0.009326875342863875,1.1042717317176738,-1.1114107294012256,4.37336482669232,2.208881327143677,-1.7927605948976597,-1.0306403343932362,-0.07694049570024576,0.21945691414211171,1.2381894869747225,-1.0981941316261492,-0.074681097750503,3.1462481056831804,0.6180193818398192,-1.1811884402412922,3.6753826615824043,1.3083760458587534,0.9350659440980518,47,3.1346668286764516,0.8141679626215309,22.980977963568336,1.8104599502044345,0.7288603985839389,0.1012073155892905,-0.814161780989905,-0.5625114849103833,0.693588416,0.700518812557906,5.5780508815275,25.4264451135808,68.9955040048918,3.39425587467363,9.39947780678851,87.2062663185379
MAB04h,1.1901075560700942,-0.8323013797051632,1.7553592377029419,-0.14861060369697682,1.1743315311188485,-1.2213730302268713,4.1705249262860224,2.1747386459546925,-1.8162933415692883,-0.984483311554482,-0.08880517170174612,0.23970791445727105,1.29336665831125,-0.9989488814505105,0.165998321608927,2.378088137899821,0.6481132156638124,-1.1909152459344783,3.3940435161752527,1.217941002918048,0.9369629229012679,51,3.209858135369831,0.8163785567331352,24.775571198019385,1.8224317502515577,-0.26390533788610887,-0.025153455198478017,-1.2722144471951355,0.9780480164346934,0.713588527,0.704608763066801,22.8512555924755,17.37821669309,59.77052771443449,7.48663101604278,9.62566844919786,82.8877005347594
