species,NSCA_DBH1,NSCA_DBH2,NSCA_DBH3,NSCA_DBH4,NSCA_DBH5
Annickia.chlorantha,0.09378861266173742,-0.15466510050471655,-0.366122916330361,-0.02692679509268223,-0.12191116015882433
Barteria.fistulosa,0.5093771895194921,-0.6137523576513798,0.5960648482994616,0.06751557514930538,0.2228667865556727
Canarium.schweinfurthii,0.06041426683471219,-6.897123694405531e-4,0.8503290658244197,0.21711762129892964,1.8580000477889147
Chaetocarpus.africanus,0.8902713370682436,-1.3763862978452703,-2.9722460128840895,-0.27615764861629755,-0.95513688177886
Chrysophyllum.lacourtianum,1.0235911263677266,-1.129092844801531,-2.041863098488664,0.03750521038637584,4.272169925836406
Cola.griseiflora,0.5886138554747529,-1.1131040161476984,-1.8961781057853386,-0.04091134197860171,1.2578617260669196
Copaifera.NA,1.3818620254845742,-2.5701415795616502,-4.4546922319218565,-0.1810900508443528,0.8354774467000863
Dacryodes.edulis,0.6984697633703331,-1.2644855614090207,-2.520043089763947,-0.22137285441489687,-0.8967317869945045
Dialium.pachyphyllum,-1.395316308559979,-1.787438322214279,-2.8045631486550677,-0.8562636760756993,2.423213307273337
Dialium.zenkeri,0.2553149436852417,-0.45602905712095815,-0.8723518111535719,-0.07681264555213473,0.026212710948881186
Diospyros.ferrea,0.3515080711173159,-0.46961817937571193,-1.2985543060719744,-0.05871779765884281,-0.3518317806460613
Drypetes.NA,1.6924259302865268,-2.733766353663329,-7.029257162892273,-0.6095108244338688,-3.0397425955626693
Duvigneaudia.inopinata,0.9246571528941492,-1.5811819162169838,-3.723527399721108,-0.31961922682141425,-1.2224685466285614
Entandrophragma.utile,0.9131400080231666,-1.2792759937681224,-2.834916987966023,-0.16352984315598595,0.1745945118427138
Klainedoxa.gabonensis,10.078299708046103,-15.082235888375575,-37.02965117330847,-2.0121827402807697,-16.55543288525098
Lovoa.trichilioides,0.1899456053997124,-0.2891973627540052,-0.4469609966496038,-0.04094806591606007,0.4330731821435611
Macaranga.barteri,0.8837920531646298,-1.8696846786112138,-2.4927162679530572,-0.06615956794058958,-0.9253830548988098
Maranthes.glabra,0.5562498851059833,-1.0040357438443177,-0.6174100348284994,0.11034470474763378,-0.2961260806170686
Musanga.cecropioides,8.807744760173303,77.96434626870904,-11.669219536321963,0.46421540495524627,-10.385116535132966
Omphalocarpum.elatum,0.5477700983468003,-0.9714173723978283,-2.2557874627883736,-0.27731940717234616,-0.6698565753010589
Oncoba.mannii,0.6785075662236812,-0.9206506905719032,-2.339699051735664,-0.21323278452532654,-0.889548832440307
Ongokea.gore,-0.05673660902101818,-2.179607761721709,-4.491399943532911,-0.27119287800316094,-1.0518782359275713
Pancovia.laurentii,0.41769571703657293,-0.3601852741881761,-1.1805501611861653,-0.07053807387591181,0.3714166873441759
Pentaclethra.eetveldeana,3.7819458671248265,-5.604034267731014,-14.075569217937018,-1.2615162255424586,-6.212123745653135
Pentaclethra.macrophylla,1.3673901996446478,-0.4431543522248951,-3.3906056510039995,-0.050425330212703345,-0.9560837261165586
Piptadeniastrum.africanum,2.0300052708611327,-0.4554757042773118,-5.988715609197501,-0.658704088102097,-2.155034499285114
Plagiostyles.africana,5.1078965386402455,-8.251876480637186,-16.37524554092076,-0.5330170458144347,-8.80864188292419
Polyalthia.suaveolens,4.224933329515548,-6.982711517832357,-15.120749034219664,-1.4063011016037132,0.5192641527306987
Pycnanthus.angolensis,3.3339568482706032,-2.3186005991006162,-6.203325907676547,0.6292702433638855,-5.140022537362061
Rhabdophyllum.arnoldianum,0.05878481075053681,-0.09840379982302211,-0.17167148792465164,-0.007043735906107412,-0.041225772190160784
Santiria.trimera,2.195293414159685,-2.9817485773263774,4.508933880314188,3.5371642594949164,-7.712730434250448
Scorodophloeus.zenkeri,-6.6512912310339045,-2.1201040923479857,0.7196469920821157,3.018242548297669,27.846736741144085
Sorindeia.africana,1.3460383401874856,-2.199252148458113,-4.511429308109987,-0.421884145747783,-0.985647295707176
Staudtia.kamerunensis,1.6200620201511555,-1.1021968467085548,-1.97725111634545,1.327288545711284,-1.6222331615017038
Strombosia.pustulata,4.640186733298617,-8.097530013239057,-13.422015426080774,0.6213914951609298,-5.352206093181528
Strombosiopsis.tetrandra,2.919809536319025,-3.5702907903076064,-5.467294326354051,0.38611794110453784,2.3939361700079465
Uapaca.NA,1.0976416830205633,-1.8589431602518374,-4.283108318588284,-0.37421274270514204,-1.6942332383399463
Xylopia.hypolampra,0.6047572241957434,-0.8171675871851946,-0.5824015825081184,-0.2630656090754498,0.2543186477166235
Cleistopholis.glauca,0.70891853682767,-0.8044267178879769,-0.3709334984881454,0.3199417585716013,-0.8840094828306513
Daniellia.pynaertii,0.3364947945607788,-0.4556254573968437,-0.9952412433048833,-0.06465844120979435,-0.6497365321192325
Dichapetalum.NA,0.059260922063034405,-0.10862015694091048,-0.17918393861011853,-0.006891165743230892,0.053137165451567235
Heisteria.parvifolia,0.8121967034234232,-1.0947973206472517,-2.0831919569460005,-0.057152750756068335,-0.24982489235424385
Maprounea.membranacea,0.24604836683417816,-0.359573231540026,0.7330291948714391,0.4945480541713232,-0.8124608540800082
Markhamia.tomentosa,0.1839051471585524,-0.0887425304515477,-0.13089817067021067,-0.03329458777391565,0.12445318332364563
Massularia.acuminata,0.1278725386871071,-0.2224464456716356,-0.48957706869175854,-0.03736984956337542,-0.12311664816606145
Milicia.excelsa,0.8681754955201915,0.3146613413413076,-1.2601415867528891,-0.16903575284629402,0.13288214030285295
Millettia.laurentii,4.812314553720582,-9.156867369123034,-19.53822153377484,-2.6320430677378104,-5.8920310079690275
Olax.NA,0.16067015695970538,-0.21226306321532804,-0.5994301275693311,-0.026835618423894137,-0.17891640402118864
Picralima.nitida,0.2396005980606336,-0.38607998624543594,-0.7647401258783717,-0.025716934551558792,-0.2692139796911533
Xylopia.aethiopica,2.1206968892672524,-1.6309057312322222,0.37757720525004695,0.022811719741726307,0.8440328596185731
Anonidium.mannii,0.6705086131245855,0.04483241929013809,0.5992081303307039,0.5413391848573551,8.681945783965165
Cola.acuminata,0.14606812019355114,-0.14029631300085715,0.107295468452099,-0.03972318226818414,0.22706296063706183
Garcinia.kola,0.20041072363703244,-0.25405086622026735,-0.6009156248769613,-0.02023124940316579,0.081912867964276
Millettia.NA,0.006191133679498569,-0.006812356783026668,-0.011211415165922044,-0.0014054297771141058,-0.003606134119424431
Oncoba.welwitschii,0.5904068233694703,0.2098844341704326,0.09109191791663349,-0.07977442321448017,0.7293262240852584
Ricinodendron.heudelotii,1.4115991418765876,3.19374981743218,-0.060130397687791104,-0.0591729005089357,1.845571940720772
Rytigynia.NA,0.6129542049897951,-0.5717594276016573,0.06429831656953695,-0.0645609297779028,0.22389849468026488
Sclerocroton.cornutus,0.2335786007920412,-0.22597752529922197,-0.4692847850667348,-0.04741158565868347,-0.10740255544749339
Tetrapleura.tetraptera,0.030708760947255255,0.07166171033130629,-0.12358563521197294,-0.002552247250107694,0.03732079006667282
Uvaria.NA,0.06672934832268414,-0.12063711269535002,-0.30252412113450966,-0.015978336012294522,-0.13155650692867205
Vitex.congolensis,-0.11921814395250392,-0.05330491230746711,-0.06303477979729034,0.025876223164661406,0.44896627165525543
Zanthoxylum.gilletii,0.05040480758925985,-0.026288713460113803,-0.007425433526795005,-0.001979633220192807,0.14480645313342735
Cola.diversifolia,0.07165898416003702,-0.11644430447955582,-0.2756175450174081,-0.014523289831517159,-0.08961677016184723
Dialium.NA,0.10484724037252105,-0.1579438707963595,-0.41422915054026094,-0.038099138975092296,-0.21111785058887098
Dracaena.mannii,0.04254848025639806,-0.03715063180524613,-0.06488017700828407,-0.011676514078823549,-0.019660182757341788
Elaeis.guineensis,0.5627627038334226,0.6312539708146687,-0.38345083467384367,-0.10354820842870352,0.3004843264977269
Ficus.NA,0.07257318494403504,-0.13057877703148277,-0.30095219551350744,-0.030357555155072016,-0.11779888091982609
Fillaeopsis.discophora,0.4477694122785599,-0.5611942701145635,1.0493959431253015,0.5908179105078355,-1.1928574634001679
Garcinia.punctata,-0.04866695334949562,-2.6348394585597035,-4.052958927558356,0.04948834440298139,-1.6129470263168724
Symphonia.globulifera,1.1155324583867334,-1.9415624037504968,-3.6155359021692717,-0.3792607570426316,-0.48245772317478186
Alstonia.congensis,0.368021272681759,-0.6867188458803681,-1.5018934105980577,-0.08558278467113578,-0.48521418513089015
Bikinia.evrardii,0.6309596425581364,-1.226045765000061,-2.4328147970037284,-0.11299347227592232,-0.3314910130370221
Cola.gigantea,0.15878374432296607,0.3551125206815079,0.06947830053801211,-0.010536616789815406,0.43147175432416535
Diospyros.NA,0.002445033976296524,-0.004558290829844272,-0.0034972020296669686,2.3208458386224015e-4,0.01009270044026357
Eriocoelum.microspermum,0.023601378529158654,-0.18280673440435638,0.6845913734410684,-1.789814902824717,0.13397499306981148
Erythrophleum.suaveolens,1.0135402431015341,-0.45626730668911897,-0.7446997220940795,0.1749190804563164,3.24351679148375
Gilbertiodendron.dewevrei,-115.08389430046768,3.2201203473821085,-6.152373972824818,1.9181494767192124,-6.167711063679902
Hallea.stipulosa,0.6772901606443023,-0.814082480914953,-0.3558203950671115,-0.05359913202630464,1.8615977987365342
Irvingia.gabonensis,-0.2988773409639435,-0.8473602323014078,0.6179564309397163,0.7622623973254687,-0.35205694588225744
Microdesmis.puberula,0.020076714963325058,-0.032304387900379844,-0.003591645206384609,0.00841890462966914,0.22533969202031293
Myrianthus.arboreus,0.4323756379009843,0.23567455914237218,0.06661684780329936,-0.049767961356277014,0.8252052214894999
Parinari.excelsa,0.3747176112594034,-0.5063070540263774,0.5803274927130297,0.3708110719312866,0.6687696994549571
Rinorea.brachypetala,0.002349991378855201,-0.0038081310300904464,-0.005986049655606615,-9.087669875569406e-5,0.0032209832749471017
Entandrophragma.angolense,1.3065609209794495,-2.015805206436533,-4.70352786065138,-0.5829594549628068,-0.41630707535664785
Baillonella.toxisperma,0.4802693951839027,-0.6944217756281429,-1.607485025778175,-0.06451449207737858,-0.2899205644536531
Ganophyllum.giganteum,0.46044114328811137,-0.7465535633154039,-1.3560060919675694,0.08780634004150666,-0.9299200908095727
Rauvolfia.vomitoria,0.18946211957987966,0.24729937476286404,0.15466971574360042,-0.021212714397972184,0.28242567983843714
Piptostigma.fasciculatum,0.04279320138249561,-0.004670064981465482,-0.11854487101852001,-0.008100863572314423,-0.07445973504235644
Afrostyrax.lepidophyllus,0.2246362821096289,-0.45063624513356515,-0.6709432240493856,-0.013221353914945704,-0.22570911633644647
Coelocaryon.preussii,-0.39345224170002624,-0.5732503187048743,1.8601637744479416,0.4197993295738296,1.3655510778532585
Cola.ballayi,0.006861132353631383,-0.013443226687009913,-0.02987124019053512,-0.0016146745105272999,-0.010159348763557056
Albizia.gummifera,1.3775773214490052,1.3952457389873192,1.6087704590117762,-0.31973267845241127,3.4321580377629286
Allophylus.africanus,0.030520726648309987,-0.00788190518928621,0.04671141655832245,-0.0011487401152021357,0.1071134926577703
Alstonia.boonei,0.609889280287318,0.7951839198796742,0.7942125330734204,-0.04593040081744858,1.7828848720592059
Amphimas.pterocarpoides,0.093424884582543,0.06958206047404797,0.0681000202883264,0.026962649857459758,0.6066552259785973
Antiaris.toxicaria,0.18820844177653503,0.18576118728977475,0.25280979161781836,-0.024559708243964036,0.3925956934532845
Baikiaea.insignis,-0.3698168849608371,0.01951560058494448,0.043017052592630806,0.016736938243212176,0.04799842498590345
Beilschmiedia.variabilis,0.014800437491177576,0.007811927415157271,0.02430577922117933,8.975902991540611e-4,0.0548514308519592
Bellucia.aubletii,0.007087675724558179,0.0488672729308294,-0.0025928872369702363,0.00029214716726885716,-0.001358721763836326
Bosqueiopsis.sp,0.052565979529513224,0.24648077805386356,0.008174382308125637,1.4630730802502363e-4,0.011920129614670111
Bridelia.atroviridis,0.13431761600015743,-0.03928140720101418,0.2186341705819229,-0.0013701477681311266,0.22877412505666056
Campylostemon.angolense,0.0020084153515397126,0.009417417556632692,3.123228191301275e-4,5.590038388135154e-6,4.554385084178855e-4
Carapa.procera,-0.7867335384431269,0.4117492817060022,0.34816540321934314,0.04829519478697278,1.0228257262999394
Celtis.brieyi,0.1260945491817976,0.15709285722716737,-0.004251619946288155,-0.012679988523467346,0.10309010508927836
Chionanthus.macrocarpus,0.002976555076762074,0.01395700446956529,4.6287540680155074e-4,8.284669369183588e-6,6.749788102072264e-4
Cleistopholis.patens,0.4051521166567728,0.16299933425091997,0.5978418423403739,0.006082487044835118,1.2359637970433381
Coelocaryon.botryoides,0.28601864656825,0.10032134317096253,0.6913726548873382,-0.07394241033362013,0.8151829868449266
Croton.haumanianus,0.04561846057632271,-0.0036404385298350155,-0.023582440827321523,-0.010064263900763138,0.012638923147813844
Dichostemma.glaucescens,1.1893982210178298,0.15811588631737716,3.685430031670188,-0.45822894781417717,-0.3646731314125617
Dracaena.arborea,0.2054942047597901,0.698340441709226,0.04846931144525141,-0.0012414613779659768,0.29146934523585155
Entandrophragma.cylindricum,0.17743386757959315,0.04175064385272647,0.2716345580637194,0.025076933501371662,0.8081459445203477
Ficus.exasperata,0.04239385187531451,0.21801359690933642,0.0013113320457229351,-0.0012627347426330657,0.01669740512513779
Greenwayodendron.suaveolens,1.0695688102086545,-1.103748508762648,5.848038612192622,3.0388127656039914,-3.7984703188168236
Grewia.oligoneura,0.45181228559478587,-0.2916693058032005,0.4943413566772161,-0.07130782135744775,0.6932691521749164
Guarea.cedrata,0.38899574864029196,0.5973380879145684,0.3585068735622085,0.05133707093516701,1.5370013302960965
Hannoa.klaineana,0.04484311773267998,0.08707847813605754,0.08115460025363566,8.036879693345167e-4,0.23250362875931407
Irvingia.excelsa,0.02430390946040843,0.10750070376771677,0.009253394486199988,9.768161950595461e-4,0.02342439194955083
Loeseneriella.apiculata,0.0010546184370613897,0.004945083783150961,1.6400064016494777e-4,2.93532786606548e-6,2.391506555439431e-4
Macaranga.monandra,1.7189161809070657,15.411571073159537,-1.5065478589115289,-0.025258328364632578,-1.0249853503532178
Macaranga.spinosa,2.9550290228218707,16.129855255761864,-1.4710346809609487,-0.051343242068366754,-0.9931561516048848
Maesobotrya.cfr.,0.017521493096861445,0.10113903784961453,-0.005109139870914698,1.0534886209146471e-4,-0.0031676844818828006
Maesopsis.eminii,0.7578533920136609,3.9147814768021103,-0.37494280087710485,-0.033068670474156577,-0.16637383624788504
Morinda.lucida,0.5648728957587381,0.8895121881641411,0.5688640116004029,-0.03199701053934909,0.6393480478429946
Petersianthus.macrocarpus,3.210028826599746,6.863338015635627,1.1103690331215257,0.19699895332429307,13.32545756283941
Pseudospondias.longifolia,0.2077527395923872,0.6187436908821214,0.31667753323413245,0.1508016886115014,0.24446174477273694
Pterocarpus.casteelsii,0.3025093072859169,0.36809250688951045,0.46201798056661536,0.03155571618350492,0.978312197937024
Radlkofera.calodendron,0.0367162409019506,0.11308402174973571,0.021457123151431223,0.0013040543128813853,0.08813456805295806
Scottellia.klaineana,0.32564411482717037,-0.3978112360174562,1.1134626607357474,0.5962806227185496,-1.0850737083238495
Sterculia.bequaertii,0.07838742892918989,0.3403389216924795,0.02842348307682828,-8.160745340643496e-6,0.04441983344035843
Tabernaemontana.crassa,0.1554538617184252,0.18349601960947562,0.20564622038622296,0.018464891908377697,0.5674767782458461
Tessmannia.anomala,0.30773677237616487,0.749277375231191,0.16410949030740912,0.011727246502601412,0.5141903861283402
Tetrorchidium.didymostemon,0.9533196370519904,5.518540129231822,-0.28381109127236626,0.007226340633113326,0.03839027648759216
Tiliacora.insularis,0.00159553223343018,0.00748141725552909,2.481165685055507e-4,4.440857528570607e-6,3.618110267724321e-4
Treculia.africana,0.1950022592045939,0.42489872200193335,0.34306019824594053,-0.0032461310222799194,0.901914063851113
Trichilia.prieureana,0.4427996539506143,0.055210610033615805,0.5055678375184619,0.013257316318650078,1.7940257552070267
Trichilia.tessmannii,0.02865828014873029,0.11980556736909098,0.016194963242576865,0.002026728793996328,0.05044822059118172
Turraeanthus.africanus,0.28821010319077167,0.2369486382492752,0.4029319174644271,0.12013585757908929,2.572871128332142
Vernonia.amygdalina,0.05038816998588436,0.2266224454425628,0.016510024642092704,-6.633960547305158e-4,0.031341846883065134
Vernonia.conferta,0.48717352010219145,4.704215119276275,-0.6329331586987326,0.02969464053616502,-0.8609462506350051
Xylopia.chrysophylla,0.059334104765029386,0.056911903269813255,0.09785062408967123,0.006261427432737632,0.18444973665360348
Artabotrys.thomsonii,0.004882526951432416,0.00440250045319463,-4.0548094197455803e-4,-6.964480551462257e-4,0.002345638448607645
Barteria.nigritana,0.04276856860018133,0.05950837344331589,0.12386743421975815,9.02504345691152e-4,0.36277534352483465
Casearia.barteri,0.009679735934823127,0.007915182730574547,0.012817012103175646,0.006308798105083145,-0.008696444708934553
Celtis.mildbraedii,0.4697814462548892,0.660378995905485,0.19526079748891323,0.07681480529932638,2.5401380860838323
Dialium.corbisieri,0.12703629537980032,-0.21711261992933528,0.6088218920462792,-0.10955811348116454,0.2719377537877953
Discoglypremna.caloneura,0.3033836167721665,-0.12824466308050061,0.5130127809178885,-0.01723326695279006,0.7484149343650155
Drypetes.gossweileri,0.15562757634640567,0.21207990977044952,0.01730756504690912,0.08071542056143015,2.2083014072537726
Ficus.mucuso,0.18764040030071344,0.4792738790684437,0.17080545458947585,-0.019846587265516937,0.26907897156152594
Grewia.coriacea,0.11041373820893756,-0.12944690344344556,0.46841286115555975,0.24860076474427018,-0.41868823321036297
Harungana.madagascariensis,0.05144633359164823,0.2050659807467872,-0.0019101367151960964,-8.439713049292004e-4,0.08049163829177533
Lannea.welwitschii,0.2085925960532411,0.33174390919063135,0.24755495700637592,-0.018622821589724847,0.540335446152753
Mammea.africana,0.7253559045709065,0.20560184387174266,0.3913026723267832,-0.22544948931651604,2.6595683173963605
Nesogordonia.kabingaensis,0.17606801422900803,0.5150640619984086,0.17157981009702888,-0.010641891718485704,0.23492937302296793
Pterygota.bequaertii,0.8998438386521318,0.37448118294104316,1.2266134282025727,-0.15320489446201033,2.479006681794098
Sterculia.tragacantha,0.08019598071098387,0.21500116420486548,0.05324724151282111,-0.006176621740951886,0.2360357316652382
Trilepisium.madagascariense,1.254850682347441,2.5759140392098274,1.1283095106402277,-0.02724862086828602,4.337762042700336
Vitex.ferruginea,0.092038242800942055,-0.04548205354231474,0.11187305594773009,-0.022638214425943624,0.14160056192870182
Aoranthe.nalaensis,0.01839915304728054,0.008698398963217006,0.023933163301993743,-0.001565052988972766,0.040480436949962895
Autranella.congolensis,0.07590304161257799,0.332781446690442,0.03351324863166409,-9.472146880027902e-4,0.07109504082897765
Blighia.welwitschii,0.2502508266892971,0.5300855337699284,0.2524855329981158,0.13427495692331892,1.6917006743626228
Ceiba.pentandra,0.1969779662371124,-0.08116147588244942,0.3333523525393905,-0.028138506765045063,0.34139288331410605
Cuviera.latior,0.007657474909467779,0.034041029241575066,0.0034296081422416727,-1.1666922676970621e-4,0.006460587075011987
Dacryodes.yangambiensis,-0.006656129180380352,0.05111820728012817,0.013095472620116223,5.569585684322953e-4,0.025262530597660014
Drypetes.calvescens,0.0031041487428020847,0.013799381568103453,0.0013902773340961844,-4.729478553734478e-5,0.0026189603601398837
Erythrina.abyssinica,0.017226775293239266,0.04169057842423487,0.02102445827037199,-0.0018737134600390604,0.025322081354448044
Ficus.recurvata,0.0253438236903254,0.1336351165308162,0.004850974427456082,6.983031405377226e-5,0.013652487366256336
Garcinia.ovalifolia,0.005414515780999951,6.535228676488641e-4,6.756981855916694e-4,0.001526828846312554,0.038880005674767
Phyllocosmus.africanus,0.005952392004295274,0.06133607533845283,0.007722803080810384,-6.516207215428535e-4,0.015137048061096522
Rinorea.mildbraedii,0.0012207927690020244,0.005426990338044699,5.467652026365049e-4,-1.85999889114124e-5,0.0010299789523216015
Rytigynia.dubiosa,0.009779805045948877,0.023901814890486903,0.010238107225414059,1.3680246453497003e-4,0.023380432328557854
Rytigynia.verruculosa,0.0013332511565369131,0.005926920054275604,5.971327462605989e-4,-2.031340400876242e-5,0.0011248597339858376
Sorindeia.nitidula,0.008283562015150714,0.004952928985323389,0.015814425736363626,0.0016241174068224527,0.0413146275882031
Trema.guineensis,0.004323198033146311,0.012147292063851983,0.0046336250760568585,-3.9242347852141e-4,0.005833879734834264
Tricalysia.sp,0.0011771965659048004,0.005233184985497044,5.272394588527158e-4,-1.7935757508034147e-5,9.931969752887703e-4
Trichoscypha.lescrauwaeti,0.007505356383016444,0.041195824439624176,-0.002136235176472983,-7.00956425498369e-5,4.6273540875100085e-4
Uapaca.guineensis,0.5633116556638464,0.7044495650975489,2.9731819400858015,-0.3422585303989195,3.7941019026861538
Xylopia.staudtii,0.03356195315664584,0.010723026282960544,0.060753994997356335,0.0012233933102575552,0.0791678299620507
Allanblackia.floribunda,0.029340544233453517,-0.07395795577596549,0.960169372649631,0.28851176042501814,4.359093791457896
Antrocaryon.nannani,0.17423517304101102,0.457833909759032,0.1925596773165546,0.02000945653319673,0.9090937957364547
Combretum.racemosum,0.0015813043397065634,0.013767587874720445,-0.0013802879268555632,1.224159760373822e-4,-0.0011496143439466019
Entandrophragma.candollei,-0.9549316666006116,-0.007090628486533024,0.6878546422046906,0.041130924343360936,0.687618936301719
Funtumia.elastica,0.7035760194262798,0.7234183648484167,0.920293911115867,-0.08664138542806137,1.5926999895315448
