species,CA1,CA2,CA3,CA4,CA5
Fillaeopsis discophora,0.05175162408568605,0.014536159595575485,9.786207945914893e-5,4.259896285632779e-4,0.0010178353467082137
Garcinia punctata,0.22787881561791137,0.4642924002068386,0.24123924126676055,0.01042001117201846,0.4622508596727416
Symphonia globulifera,0.012138392463530906,0.2358284681517706,0.06897731405389805,5.32238255654921e-4,0.14185473564953022
Alstonia congensis,0.0041153136577338646,0.010002489498367378,0.0042547414670106275,0.001121961361189701,7.893703468120986e-7
Bikinia evrardii,0.001682824670441251,0.01996041878271675,0.005961988114513739,8.910793169609473e-6,0.013220176029313994
Cola gigantea,0.017712331997638203,9.966108933544127e-5,6.253794692468347e-5,0.00633694509351908,0.0030110741095710296
Diospyros NA,2.1158967943569042e-4,0.0034287068861889266,0.0011829712534641918,3.604760015163841e-7,0.0022321300751159956
Eriocoelum microspermum,0.0025544701911139906,0.056675249987169676,0.07215983655890393,0.06701042911875436,0.20036108154230983
Erythrophleum suaveolens,0.001342228701428421,0.009054096419440738,0.007552125381357808,0.0030334195002796513,0.021384277303931002
Gilbertiodendron dewevrei,0.12044760850339628,0.41220473822341075,0.5289566845221759,0.30426311658612054,2.690710258355382
Hallea stipulosa,2.460711514058654e-5,0.10190508271015468,0.04178597302253432,0.00298987873202723,0.03584255319984874
Irvingia gabonensis,0.052565117661524524,0.002604448018125257,0.013091540162810713,0.0017416822924369332,0.001097632028255583
Microdesmis puberula,1.5715968894941686e-4,0.023816098803320942,0.006690464098395952,2.330424764295878e-5,0.02289910705789824
Myrianthus arboreus,0.21164295050448168,0.04036854870176214,0.007010874751297842,0.010178898720222993,9.356697022537577e-5
Parinari excelsa,9.937188104242442e-4,5.224174095601116e-5,0.0015236828392466628,0.0015420311196430642,0.002800353243847934
Rinorea brachypetala,1.5859819573503883e-4,0.003456901414765819,9.33414392933362e-4,1.1849637788747523e-6,0.0022843114718078877
Entandrophragma angolense,0.03005281468095292,0.22176643911170282,0.054582481490467266,7.864733983392224e-4,0.10986876718688875
Baillonella toxisperma,5.6615787716853164e-5,0.001742605696039273,3.5669370998866855e-4,1.2430297507960203e-6,0.001168547887175418
Ganophyllum giganteum,0.005846944976467078,0.012627672039531176,0.005600890435881319,3.998812061765867e-6,0.009975307606701858
Rauvolfia vomitoria,0.21860165652550229,0.06073223497974946,0.037824695912961635,0.005979100612889203,2.7852324578791577e-4
Piptostigma fasciculatum,0.0013799838799729274,0.010727486208148439,0.004071207218154081,6.576956288163597e-4,0.001303791651321403
Afrostyrax lepidophyllus,0.017924120176518604,0.03536790548136636,0.011579897546751235,4.619942164525578e-5,0.04033712755122567
Coelocaryon preussii,0.020107388976221614,0.05522818363906641,0.11164416825637297,0.14136782800514636,0.38947007297118247
Cola ballayi,7.693389484759426e-4,0.005990512772829601,0.0013817953541062282,9.001107259368172e-6,0.0040787086621591724
Albizia gummifera,0.3400309397546806,0.13745365411330662,0.016855234990915305,0.13767167334682634,0.07467789513047231
Allophylus africanus,1.2057460816225428e-4,0.015675118176813167,0.1890976692424468,7.318077623398804e-6,0.002146279460258625
Alstonia boonei,0.13804321361665423,0.06711073019928568,0.010340403005938905,0.0036962561847207467,0.008279484800322657
Amphimas pterocarpoides,0.010963043062232083,0.008495819486919942,0.0016083188756361247,2.4435550964278227e-4,4.253535393392674e-5
Antiaris toxicaria,0.17885778890704124,0.033816869687640375,0.02601434281077835,0.006415755535597747,4.0947915949615416e-4
Baikiaea insignis,0.020204371707501563,0.023490909140473294,0.021883956825601895,0.003433143458400704,0.001332044086815337
Beilschmiedia variabilis,0.005995060035776277,0.007491056189273381,0.0017212524186037722,1.0215786829370948e-4,3.4612938823242366e-5
Bellucia aubletii,0.023919240917524395,0.020413665375129612,0.0034509665777186145,0.008597040726001835,0.0015124335727009844
Bosqueiopsis sp,0.008753404514956417,0.008618307174281088,0.0015110854100390829,0.003814402902922599,4.0085757430724923e-4
Bridelia atroviridis,0.03768152399719506,0.009844511619291537,0.0018754979686842247,0.004362039713526599,5.6114832781739156e-5
Campylostemon angolense,0.008753404514956417,0.008618307174281088,0.0015110854100390829,0.003814402902922599,4.0085757430724923e-4
Carapa procera,0.23128845653483204,2.0886857943737535e-4,0.014426281391348767,0.045059849783998754,0.14995112870116836
Celtis brieyi,0.026448930210675393,0.01984442420268566,0.003923309139693245,0.004200989391780489,2.1304502888789485e-4
Chionanthus macrocarpus,0.008753404514956417,0.008618307174281088,0.0015110854100390829,0.003814402902922599,4.0085757430724923e-4
Cleistopholis patens,0.10504952011541949,0.09610041600295094,0.005699704250370682,1.445832057829187,0.7208160341290295
Coelocaryon botryoides,0.14020446792212396,0.02518468809364034,0.027818985796443218,0.0065479987263560606,0.007540584767385933
Croton haumanianus,0.04398522505393024,0.0358553694903709,0.006582590246480316,0.007343514928647087,0.002007313599720978
Dichostemma glaucescens,0.08430575176288817,0.247734924890703,0.041587120469026045,0.05131181634608647,0.07654270841289273
Dracaena arborea,0.03269602886927856,0.005308558567456239,0.1600257105186882,0.016884311532412394,0.005937280757283381
Entandrophragma cylindricum,0.017616298467103473,0.0017828600949692376,5.8792211633248485e-5,0.004626810040538205,0.004046910530223044
Ficus exasperata,0.10317480707390514,0.07639851840832233,0.013908247743882123,0.013764393666282829,0.00654217245656166
Greenwayodendron suaveolens,2.850442572234844,1.357287981444319,7.1794635309302735e-6,0.038094572325995724,0.0937480814673346
Grewia oligoneura,0.10600512448098892,0.0022367714690492303,9.276459308799914e-5,0.04629293119012984,0.0020871078927424
Guarea cedrata,0.08209615681045941,0.020569423840716354,0.0022563014303307112,7.66217393584026e-4,9.481379712043611e-4
Hannoa klaineana,0.03994033138535136,0.004516879861323993,2.4415007268117005e-4,3.468674538190501e-4,0.007030683517995145
Irvingia excelsa,0.019384399904973978,0.018800354097528046,0.003729845511816163,0.0019049855212555052,4.915251583937604e-4
Loeseneriella apiculata,0.008753404514956417,0.008618307174281088,0.0015110854100390829,0.003814402902922599,4.0085757430724923e-4
Macaranga monandra,2.5939954141662867,2.1464002020444077,0.3472226888943187,0.9587109543126903,0.07402195324155747
Macaranga spinosa,5.516309390877383,4.861172857728109,0.8354740997208591,2.3151659176895665,0.26717568954199683
Maesobotrya cfr.,0.07478795950723363,0.06837659230891598,0.011672720942016926,0.03167909575540085,0.004538966505386466
Maesopsis eminii,1.3168628902782744,1.1186378718308945,0.1976221299659548,0.4731390901653228,0.06722486378345865
Morinda lucida,0.39629972542207004,0.45262551722687605,0.07340288317626319,0.004879144441282773,0.052840753499259804
Petersianthus macrocarpus,0.46669347220575197,0.03755794746157794,0.005673879694251257,0.001135087584858101,0.11434203182197765
Pseudospondias longifolia,0.05039537027729271,0.08980061497501401,0.01225916019711326,0.023998263424667717,0.00619914865600797
Pterocarpus casteelsii,0.04086219652349509,0.03980103621347075,0.008256356909118735,0.0010533303043728172,3.15531954850206e-4
Radlkofera calodendron,0.0420905367201221,0.021336291415946784,0.0044356236664339355,4.909520878364053e-4,6.6314477145810475e-6
Scottellia klaineana,0.6501777947118444,0.31258949375167283,0.0018522757603263744,0.012139252600466178,0.04023878520797166
Sterculia bequaertii,0.016162900425857687,0.012302119194237392,0.0013403364752626406,0.0014699442140447124,7.453832980587233e-5
Tabernaemontana crassa,0.1432401671536309,0.05507970918933464,0.009256191351604715,2.734422169607871e-4,0.0033797494097518002
Tessmannia anomala,0.027581008903586064,0.003149126546508887,7.749748884828368e-6,0.002046591032611368,5.852265539989297e-4
Tetrorchidium didymostemon,2.8180500191356432,2.4536218836734083,0.4241372484057574,1.0757677311821228,0.13800686491414596
Tiliacora insularis,0.008753404514956417,0.008618307174281088,0.0015110854100390829,0.003814402902922599,4.0085757430724923e-4
Treculia africana,0.06925062200332656,0.00574111399868797,0.03918944552559343,0.005298494395308471,7.683191198990887e-6
Trichilia prieureana,0.016527423402144123,0.3717295422083058,2.4317801689435936,4.2613785758942064e-4,0.0038684479745204024
Trichilia tessmannii,0.029320312635012207,0.02899748610926725,0.005208583643751283,0.005332881191323015,3.360357388507111e-4
Turraeanthus africanus,0.08271002123065513,0.005656798506616731,1.0272472522094841e-4,3.093379182622087e-5,0.04587904610862152
Vernonia amygdalina,0.24411122993989548,0.2005665066618055,0.035238301268268275,0.0724011112014154,0.014108351874305015
Vernonia conferta,2.942230636461008,3.043859642582135,0.528854997548025,1.8224289295837144,0.16921548009003953
Xylopia chrysophylla,0.004837685942130944,0.006191914920437986,0.0016212714203930202,3.1465930535486326e-4,1.5909495320173868e-4
Artabotrys thomsonii,0.007307963761780779,0.007809097725808867,0.0014372323503732032,2.7694798557329894e-8,3.130242234816994e-4
Barteria nigritana,0.09813083358287647,0.01656753521137351,0.001813607114992703,0.011539288642161567,0.00484612677127352
Casearia barteri,0.0031286026297471497,0.016550720509261558,0.0014406567573342576,5.539752020670804e-4,0.00111033897451663
Celtis mildbraedii,0.04540704165902677,4.5900631022345026e-4,0.001272004603316892,0.011525300855471475,0.0336748380238879
Dialium corbisieri,0.01704450681266329,0.026887721497930225,0.03694014774420958,0.005672598149245101,0.020629999757199938
Discoglypremna caloneura,0.07623491225188328,0.06944543799883586,0.0018385562023280112,3.7245657443557922,1.8203487147003385
Drypetes gossweileri,0.01757602148660537,0.013381171295948412,0.008296056495715255,0.016971885213116388,0.11500468695743704
Ficus mucuso,0.2509711301510886,0.18128259248294312,0.032359603600194575,0.0028546953734068657,0.016108544127472736
Grewia coriacea,0.2715051936861747,0.12595702489605284,9.39608898371639e-6,0.007070930911453039,0.015254723527205125
Harungana madagascariensis,0.07914039369261956,0.02528487764935209,0.004844754373924049,0.014781636178987981,0.0015547340256988605
Lannea welwitschii,0.09020791237071282,0.03493022770037769,0.009831033543423172,9.004895495680891e-4,0.0012235904348230353
Mammea africana,0.03394456370779753,0.008054257297815922,0.0047312630180615795,2.458794638640912e-4,0.006208026404060727
Nesogordonia kabingaensis,0.04043342906672808,0.03577830172767403,0.006543379234370311,1.3062020085687843e-4,0.002918761781704557
Pterygota bequaertii,0.16895964645068517,6.292777566747928e-4,1.1091997440606578e-4,0.02294175009294,0.0017972996146922969
Sterculia tragacantha,0.022949807519674802,0.0026735780115300684,1.3558285543169407e-4,3.091561935225045e-8,7.163055901810893e-5
Trilepisium madagascariense,0.2855399645406743,0.050540996883612035,0.01810179742557851,0.004662830904381285,0.008725118984769619
Vitex ferruginea,0.03761852165815382,0.03994641075308546,0.024070818702911046,1.706491747420413e-4,0.022826847177607492
Aoranthe nalaensis,0.012959205541826214,0.0067992813014542,0.002526491093976038,0.002084871450739347,7.607407130843662e-5
Autranella congolensis,0.004530484063075962,0.0011982941427080133,1.577769482431074e-4,2.480564081821913e-4,2.494279167003439e-4
Blighia welwitschii,0.050310477485268956,0.005512683301950935,6.762078115918084e-5,0.12050677763183443,0.006359508744323556
Ceiba pentandra,0.016227957045560314,0.007854431559759813,0.0012332019918000463,8.375297371894072e-4,5.739728780356361e-4
Cuviera latior,0.006070648195550721,0.004424773324974143,7.766818623462503e-4,0.0013544827139419027,3.971136580714248e-4
Dacryodes yangambiensis,0.013481242134768916,4.377815856061397e-4,2.638603489224764e-4,0.002668248345336287,6.929881290700313e-4
Drypetes calvescens,0.006070648195550721,0.004424773324974143,7.766818623462503e-4,0.0013544827139419027,3.971136580714248e-4
Erythrina abyssinica,0.014533849413611325,0.010001672681709543,0.0017771654437148726,1.076782858345047e-6,0.0010982395065575184
Ficus recurvata,0.015193154046389433,0.01195589017576287,0.001976728264579623,0.004884207640408519,0.0011204460012167066
Garcinia ovalifolia,0.004132395147076513,2.456304695293034e-4,1.1062722119290323e-6,2.724324347983495e-6,0.0019021004294911068
Phyllocosmus africanus,0.010084678230252248,9.615068978543978e-4,5.6098736776817084e-5,3.0532689584740854e-4,8.546357727361372e-4
Rinorea mildbraedii,0.006070648195550721,0.004424773324974143,7.766818623462503e-4,0.0013544827139419027,3.971136580714248e-4
Rytigynia dubiosa,0.0057287348001429554,0.004634736841066935,0.0012150078480965651,1.2257363901393157e-4,1.2407987485288504e-4
Rytigynia verruculosa,0.006070648195550721,0.004424773324974143,7.766818623462503e-4,0.0013544827139419027,3.971136580714248e-4
Sorindeia nitidula,0.003924857629804236,0.00355789792798228,8.51613094862223e-4,3.418717955239656e-6,8.59355056465632e-6
Trema guineensis,0.010276346002315001,0.007184320685188825,0.0012722508670753856,1.8625093137285517e-4,7.474398722113611e-4
Tricalysia sp,0.006070648195550721,0.004424773324974143,7.766818623462503e-4,0.0013544827139419027,3.971136580714248e-4
Trichoscypha lescrauwaeti,0.02943514191052581,0.022280090586374268,0.0036732780553276113,0.004369135856855064,0.001920971218368594
Uapaca guineensis,0.23068062627395716,11.671050130748952,7.635353507634149,15.895105694107464,39.00488070770613
Xylopia staudtii,0.003132031369564703,0.0045831197469518165,7.773099846808157e-4,9.028876049590535e-7,1.6824009626506144e-07
Allanblackia floribunda,0.009671109447550888,0.03130752542962541,0.0667073581199745,2.975750570115594e-4,0.023230987731541863
Antrocaryon nannani,0.01807323824986827,0.0029033174873371896,4.4152996352951547e-4,0.002284147410404804,7.049979813729833e-4
Combretum racemosum,0.009293408184823205,0.007764319198731369,0.0012255254429633347,0.003847968540675526,7.513272878834392e-4
Entandrophragma candollei,0.009055699219006074,0.004382200820951837,0.014724482682042538,0.024311613811514768,0.05244893625294952
Funtumia elastica,0.5369796399635276,0.27444439704221407,0.046665347764360376,0.23596650952061549,0.10994485701404978
Garcinia smeathmanii,7.008814118393747e-4,0.001898149736704971,0.01600808730445582,0.0026815086264296074,0.049418990815586705
Hymenocardia ulmoides,0.1823985705735768,0.003234597303744199,0.009740579014886074,0.0011365494519485306,0.004576825957184444
Memecylon aff.myriantum,0.009293408184823205,0.007764319198731369,0.0012255254429633347,0.003847968540675526,7.513272878834392e-4
Nauclea diderrichii,0.0013462076140212619,0.036996011890463046,0.003305507984174202,0.0037276639678824465,0.006333190868095795
Pavetta sp,0.009293408184823205,0.007764319198731369,0.0012255254429633347,0.003847968540675526,7.513272878834392e-4
Prioria oxyphylla,0.019571542467387754,0.01004263549175534,0.01658354064126606,0.016023837063682246,0.15885093504483783
Aphanocalyx cynometroides,0.00113373072161195,0.003911339258028566,0.004971006754674463,0.0035802659240041796,0.03518227869182155
Cavacoa quintasii,0.07193265250548965,0.18163128742693996,0.23201369620441525,0.1702316112252614,1.7614339033240907
Celtis tessmannii,0.01997762662801354,0.0011251304354633512,0.0037745051112586018,0.004830218019181663,0.07100265657112534
Chrysophyllum sp.,3.5462994829932754e-4,0.0013741565031636217,0.0016532424746203422,0.0012171216459284594,0.011996695110023695
Cleistanthus mildbraedii,0.03624436605648305,0.10631955204956621,0.14328366533647088,0.10914167498265737,0.9804699413927115
Cynometra hankei,0.022166774227982942,0.014377695993430029,0.005371581550854089,0.002114553468411524,0.07789427254956646
Dialium pentandrum,0.0012150196357086829,0.003648367328043266,0.004491491729423489,0.003317624697668221,0.03389823135535019
Dialium sp.,0.003319256510700465,0.0098602185217232,0.012256674383076384,0.009338769074933632,0.0917723618673934
Diospyros boala,0.004346342562907889,0.00699835596294597,0.0060483551438641515,0.007034474612444221,0.03143144629035999
Diospyros hoyleana,0.028493354041668455,0.029863627156672994,0.0014253878518618256,0.011646456288722224,0.0016346985152426367
Diospyros sp.,0.0038656560375446877,0.0031925458392653367,0.003904758480263992,0.007093744744598438,0.04184965973433039
Drypetes sp.,0.010959373926097644,0.025281685828793823,0.025891431425276553,0.023233647304559554,0.22318454848510982
Drypetes sp.1,0.0075161183112103175,0.028643777954598892,0.034729365807381465,0.02548815596257841,0.25111886114190923
Garcinia sp.,0.004107677593418309,0.009043522399627552,0.0074697612656255625,0.0023986436079847283,0.005227039761256162
Gilletiodendron mildbraedii,0.0015234892444722183,0.005180450901793037,0.006629890095739468,0.0047619035979472365,0.046775930067482104
Guarea thompsonii,0.015107168216036207,0.011119254367285166,0.009474087643176485,0.009823735713185086,0.06250396697529115
Inconnu NA,0.024472487510074886,0.040965579031413554,0.046050810946782164,0.041921379845061106,0.4163169361621372
Irvingia sp.,0.00113373072161195,0.003911339258028566,0.004971006754674463,0.0035802659240041796,0.03518227869182155
Isolona thonneri,0.01808883699486323,0.06012923385310238,0.07493301931520989,0.054647668672483114,0.5451699774895722
Monopetalanthus sp.,3.5462994829932754e-4,0.0013741565031636217,0.0016532424746203422,0.0012171216459284594,0.011996695110023695
Parkia bicolor,2.099886868351847e-6,6.980393967216481e-5,0.004914836602462009,0.07773750079293304,0.002566925712897135
Quassia undulata,0.022514187394373254,6.474665597555217e-4,0.005625281180170994,0.0016705322000114937,0.08629825525820077
Strombosia tetranda,3.5462994829932754e-4,0.0013741565031636217,0.0016532424746203422,0.0012171216459284594,0.011996695110023695
Tessmannia africana,0.012298999965433904,0.03767405301351117,0.042418655312739535,0.027818343872914403,0.29008044519406123
Trichilia monadelpha,0.016382259046397264,0.033598835226063134,0.04306146729056066,0.039074752152569114,0.3352503024373969
Chrysophyllum dawi,7.796558031898435e-4,0.002538570131750279,0.0033177674828219718,0.002363319037822907,0.023187875807828877
Dacryodes osika,0.007711424350847351,8.030863677551672e-5,9.278115874572055e-4,1.6500898814368416e-4,0.02079313412808403
Diospyros crassiflora,0.0076340805249924745,0.01102771086990081,0.010013227745368707,0.0063015415546514965,0.038150832330124666
Microdesmis yafungana,0.05581468060468581,0.10705864727490128,0.056416965310553104,0.08941828281385297,0.5756158344001117
Omphalocarpum lecomteanum,0.0011095729684286871,0.001291197973613247,0.0013259077767433028,5.591824651672192e-4,0.007557879035740878
Synsepalum sp.,3.8982790159492175e-4,0.0012692850658751395,0.0016588837414109859,0.0011816595189114536,0.011593937903914438
Xylopia phloiodora,0.0012259889662468786,0.00248346029078506,0.001968884579514013,0.002150531771549466,0.01850017880904153
sp.2 NA,0.0023389674095695306,0.007615710395250837,0.009953302448465916,0.0070899571134687206,0.06956362742348662
Aphanocalyx microphyllus,4.3218637148162333e-4,0.02095045250210706,0.006742407693668046,2.4571512306399733e-4,0.01827277146011014
Aphanocalyx sp.,5.157932141208895e-4,9.290064719036023e-4,0.0012082185329052308,8.993731761945574e-4,0.009967467247457382
Balanites wilsoniana,5.157932141208895e-4,9.290064719036023e-4,0.0012082185329052308,8.993731761945574e-4,0.009967467247457382
Celtis sp.,0.007155110851672877,0.001022856214618686,1.1588372473849893e-6,0.001690977534554017,0.003036204196602065
Chrysophyllum africanum,0.005541411086985432,4.126044771675037e-4,0.004348028601699873,0.023824597785922608,0.01372367715170663
Chytranthus carneus,6.221347139250537e-4,0.0034516697623564485,0.0027600962952531744,0.0013596836995307723,0.009791712821946916
Cola sp.,5.157932141208895e-4,9.290064719036023e-4,0.0012082185329052308,8.993731761945574e-4,0.009967467247457382
Combretum lokele,0.007568422883246925,0.002341450690813549,0.00308261804797592,0.002388497093693839,0.04235038913790367
Copaifera mildbraedii,0.0011968194825174715,0.002439931491644334,0.003183578509205473,0.0038130552064688868,0.022138682482195585
Craterispermum sp.,0.005673725355329785,0.010219071190939625,0.013290403861957538,0.009893104938140131,0.1096421397220312
Drypetes cf.,5.157932141208895e-4,9.290064719036023e-4,0.0012082185329052308,8.993731761945574e-4,0.009967467247457382
Drypetes leonensis,0.0022944145892231744,0.0033915983745095206,0.002994525564297676,0.003180932422484465,0.031025834173689718
Drypetes louisii,2.0163698825312486e-4,3.503116864089724e-4,0.0013604570856819585,0.0011703259942723414,0.007225397685740028
Gomphia mildbraedii,5.157932141208895e-4,9.290064719036023e-4,0.0012082185329052308,8.993731761945574e-4,0.009967467247457382
Monodora louisii,6.813669013924792e-4,5.765497411526924e-4,0.0034736820464679086,0.008997477284919663,0.014335431746250552
Pancovia harmsiana,0.019279094834582518,0.050439026044461745,0.03458420187324692,0.030358910278525747,0.274417799255999
Panda oleosa,0.05614098252390418,0.02797544683064064,0.01931945978143707,0.062481191198953456,0.13048954850412334
Prioria balsamifera,0.00448583132461053,0.00207991158115075,0.0027526355559027273,0.008421533029137436,0.03298108511400265
