plot_ref,NSCA_Genus1,NSCA_Genus2,NSCA_Genus3,NSCA_Genus4,NSCA_Genus5,WD,prop_helio,prop_npld,prop_shade
M2P16,1.1912815778310162,0.1497527436695517,0.6904303292021665,-2.213627451884898,-0.4725495605367018,0.621795535009695,25.8232868328363,37.9801263579718,36.1965868091919
M2P2,1.3497895713215209,-0.6340048010894594,0.33957621789803105,-1.8689726919957534,-2.295263553520149,0.694677733427073,6.63822747542727,42.4068565866676,50.9549159379051
M2P9,-2.0541661630965775,-0.2574881565421309,-3.245137114983782,-1.3006375387370137,-0.8520444905469718,0.641942972642423,28.381647057172895,19.9978430656672,51.62050987716
MAB01h,1.1376464987470682,-0.9271668037869374,0.10782354435111828,2.483424650001566,0.3243423767544788,0.65285603368442,1.00983459314163,21.2989256702205,77.6912397366378
MAB02h,0.6391284733545433,-0.7256566222639574,-0.3424764055448576,1.2738340334027214,0.25127588620772606,0.634551671275927,5.46358001965594,26.2283206364633,68.3080993438808
MAB03h,1.2381894869747225,-1.0981941316261492,-0.074681097750503,3.1462481056831804,0.16435851422048162,0.700518812557906,5.5780508815275,25.4264451135808,68.9955040048918
MAB04h,1.29336665831125,-0.9989488814505105,0.165998321608927,2.378088137899821,-0.14037218273471938,0.704608763066801,22.8512555924755,17.37821669309,59.77052771443449
MAB05h,1.0297226883021453,-0.8087137999076742,-0.12872628538939423,2.948331002112735,0.9747347043806364,0.710018821162178,13.6464545253348,21.0844439627338,65.2691015119314
MAB06h,1.1844566521958648,-0.9255114657994526,0.054500465584842915,2.4916016985306992,0.19854091912207028,0.713263417375382,1.61976287295725,18.8212320352178,79.5590050918249
MAB07h,0.9409255498266607,-0.9793800619389076,-0.3000290174225254,2.362060065468052,-0.14574807990981112,0.685098189538624,12.5170720606483,16.780908383956,70.7020195553957
MAB08h,1.1527763763582253,-1.2203444594455868,-0.1560650659391382,3.241705114212339,0.13046106774091984,0.701270426665411,1.06409500838337,17.1708279972792,81.7650769943374
MAB09h,1.1874034733532295,-0.894519710815713,0.1347535678229234,2.3071178943784516,0.1058021927667885,0.670076961576783,6.62288361844037,34.9483219894018,58.4287943921579
MAB10h,1.1521116483788116,-0.8104369113247811,0.1319370084570012,2.05164219968152,0.16383815114272857,0.681107526516997,14.807512643502,21.9197533318538,63.2727340246442
MAB11h,0.9436077109117523,-0.6598817488446115,0.05199505983475953,1.7827671984248816,0.6560143155974536,0.76645148713514,3.09743595763107,57.7090486318407,39.1935154105282
MAB12h,0.5884695428602665,-0.5441522731993275,-0.24816312010036612,0.6300741639705786,0.5189629289335509,0.64949393390028,47.5460317343373,11.1219139036402,41.3320543620225
MIX-L6A,0.9326846471113787,-0.5628995401728234,0.3354660757315303,-0.617953555832183,-1.0587166898254423,0.638520286467947,1.07039925606251,27.4317466899393,71.4978540539982
MIX-L7A,1.0278589466820287,-0.5983295442890401,0.14721093302944524,-0.6842884596010002,-1.4137118630256673,0.674928961559939,5.60923283314469,16.0918098603184,78.2989573065369
MIX2,0.791626886878369,-0.4192680785217105,0.2897284944519213,-0.5620088524681611,-0.8353901052715266,0.665028263164137,1.38247158661037,33.9385541169351,64.6789742964545
MIX6,0.7291745019435351,-0.4420253648929804,0.16484295751782171,-0.12782670486435385,-0.4212563324382023,0.646148763802375,4.10523084653285,29.957037838017,65.9377313154502
Model_OR_lidar_87_Principal,0.3398843647372356,-0.38983457611329597,0.3657645812332503,-0.07759246263497868,-0.5605148075024693,0.585487275390671,22.4990631726994,31.992504242986,45.5084325843146
Modele_2406_Principal,0.9881608460469514,-0.010242132241361692,0.17785864216275601,0.3710629144829105,-0.20616344906559508,0.634375789741125,8.6200916843072,18.4311546443041,72.9487536713887
Modele_4301_Principal,0.343995459529411,1.3845240145268263,-0.628059785308131,0.7452117650491816,-0.16322063902758183,0.636506334552029,18.1537937010639,28.9614394732582,52.88476682567791
Modele_4402_Principal,-0.08707015070087555,-0.42874964167549884,0.304504287050829,0.35861407264885065,-0.9757001668593968,0.651334988059448,8.61086574307945,16.013186450179,75.3759478067415
Modele_4503_Principal,0.5629981346915636,-0.1664492306433204,0.024892738241756356,-0.08351827464715941,0.4407031909910714,0.501207423722136,27.0440551100714,60.8537969253324,12.1021479645963
Modele_MA_lidar_205_principal,0.6997771752053698,-0.330925473645812,0.05194536532064805,0.35345127097465134,-0.11932369788334551,0.627546817211436,4.74602138430441,25.8279154559422,69.4260631597534
PARAP_Gungu_5,-2.2194204553944106,0.30849468124827534,-3.4784584011446436,-0.7864977595857175,-0.6552567695516178,0.544603720945961,30.0359639659303,29.6449806592037,40.319055374866
PARAP_Idiofa_6,0.9775275281404356,-0.1584536062493272,0.4971521911262298,-1.8844926868128977,3.714574007111176,0.645456062621043,12.6282517230371,59.4717856735481,27.8999626034148
PARAP_Luhudi_5,-0.17389564774130722,-0.14793198805392405,0.05366788690099553,-0.1787780775146948,0.5611686619199738,0.498633188375883,44.1915918072202,31.4997872542789,24.3086209385009
PARAP_Lukolela_53,1.337843110579365,-0.24368405229021503,0.06759890073067733,2.879851068991016,-0.3044203248780961,0.752455462105297,31.8341084824958,12.4511061599584,55.7147853575458
PARAP_Mampulu_28,0.7291600376744736,2.204140264058519,-0.17528336673159417,-0.022207056950010465,0.1465224176964064,0.546408294556489,27.4922056046323,47.4378379194386,25.0699564759291
PARAP_Mangai_16,-0.14627486942370324,-0.2537114908039306,-0.5379895982975103,-1.0905454756600548,-0.3922470265206594,0.686729289594707,6.24268485583863,4.44773771392283,89.3095774302385
PARAP_Maniema_178,0.7868129121257801,-0.3380360869589395,0.10534475450575372,0.3928876705435632,0.41011831922463327,0.620584389204391,13.9805265708763,45.6635256140319,40.3559478150918
PARAP_Mashambio_26,1.2154812675391355,0.21115251820429431,0.808770879795725,-3.487925776921222,6.959813671472013,0.690291256281189,1.40350236316918,74.6045316814602,23.9919659553706
PARAP_SwaKibula_234,0.21367594574941545,-0.15789583862685908,-0.058441136987117843,-0.43257027827810735,0.6869631542620519,0.534917369676759,29.7837836839732,39.9764119783038,30.239804337723
WWF-DIAF_07_01_Principal,-0.6311216320480969,0.20181240859600363,0.10668315708609079,-0.9200734405727997,2.075638012489524,0.503570346358142,28.5652866588026,61.736977360638,9.697735980559408
WWF-DIAF_08_02_Principal,0.44720106150886085,0.6254115064207916,-0.36835262374294825,1.007679357408342,0.4925288993726994,0.577135289106496,12.3048187219172,21.4996193331732,66.1955619449096
WWF-DIAF_11_05_Principal,1.0897718531373615,-0.7436502635841354,-0.06392316264925149,3.367348647734965,0.963000381597288,0.686660463415449,8.16214143916596,17.5986104498632,74.2392481109708
WWF-DIAF_13_07_Principal,1.1010784560178302,-0.287323930265982,0.316081717733385,-1.002617311121561,-0.14130293085752577,0.670209102228902,0.848968879889335,19.1576820445902,79.9933490755205
WWF-DIAF_14_08_Principal,0.906268702039232,-0.15139266030517384,-0.036983952397918816,0.98699964313578,0.10545293470717464,0.688332733627453,0.76849989380366,18.3443690473942,80.8871310588021
WWF-DIAF_15_09_Principal,0.7143667958573184,-0.08285856757006857,0.13813272156387243,-0.19287684960376267,0.4951345724927637,0.520670596553185,24.5525304082257,13.8571017217148,61.5903678700594
WWF-DIAF_16_10_Principal,-0.275364090184077,-0.3144884748967017,1.0642693017851348,0.1732581307750163,-0.173353624062134,0.599906104129332,25.5777644871974,44.5212338190299,29.9010016937727
WWF-DIAF_17_11_Principal,0.6541974706834071,-0.18685500089137358,-0.16080060041416933,0.920494957258426,0.4571445254877887,0.58530795949312,3.51703482968265,19.5727804922872,76.9101846780302
WWF-DIAF_supp1_Principal,0.6684379360495847,-0.2512786317604714,-0.42833114352089774,3.311319709006981,1.8113049176500786,0.705208027749587,27.590781440868895,12.35384863188,60.05536992725111
WWF-DIAF_supp2_Principal,-0.7404394865973571,-0.1856574408684995,1.260298795579235,-0.14048086729229764,0.056027022697567666,0.529590962064373,28.9278356988637,57.708459719979,13.3637045811573
