species,NSCA1,NSCA2,NSCA3,NSCA4,NSCA5
Drypetes.spinosodentata,6.026801122784921e-5,7.942430073599473e-5,4.7288675480892733e-4,3.145071068413297e-6,1.2059653973035852e-4
Entadopsis.mannii,2.1638384122061197e-7,3.8578220139007074e-7,7.144757891525769e-6,4.924819329238252e-8,2.3473091424048284e-7
Guarea.laurentii,1.0385211262356918e-4,4.1591896455678827e-4,0.018997972545323014,9.584446326783054e-7,0.007034232780301852
Leptoderris.congolensis,3.319576610441171e-5,3.6136052485264967e-7,1.0604313703085825e-4,7.788585289576105e-6,2.308528444494281e-5
Neuropeltis.acuminata,2.1638384122061197e-7,3.8578220139007074e-7,7.144757891525769e-6,4.924819329238252e-8,2.3473091424048284e-7
Newtonia.buchananii,2.1638384122061197e-7,3.8578220139007074e-7,7.144757891525769e-6,4.924819329238252e-8,2.3473091424048284e-7
Pavetta.molundensis,2.1638384122061197e-7,3.8578220139007074e-7,7.144757891525769e-6,4.924819329238252e-8,2.3473091424048284e-7
Phyllanthus.pynaertii,1.9951127486755164e-5,3.1708597588907295e-5,6.56530219706039e-4,6.338569264455387e-5,5.6382385676183925e-5
Placodiscus.sp,8.655353648824479e-7,1.543128805560283e-6,2.8579031566103076e-5,1.969927731695301e-7,9.389236569619313e-7
Pseudomussaenda.stenocarpa,2.3865616743615156e-6,7.3598491900279345e-6,2.3416730377394428e-4,1.7509170412050396e-7,6.546819908725274e-5
Zanha.golungensis,5.245411999023494e-7,1.1372006612667631e-6,3.093649129328471e-5,2.8902071843446134e-7,8.562750606606591e-7
Beilschmiedia.congolana,3.831294252203581e-7,1.305411219044631e-6,5.039499007231798e-5,1.0451821455043489e-8,8.85922407012243e-6
Beilschmiedia.oblongifolia,6.712317198533634e-8,1.982764430668388e-7,8.346842158349429e-6,9.965836538017777e-8,1.9435837895231776e-7
Chytranthus.macrobotrys,6.712317198533634e-8,1.982764430668388e-7,8.346842158349429e-6,9.965836538017777e-8,1.9435837895231776e-7
Dacryodes.sp,6.23401859036858e-5,9.830659102683296e-7,4.5082219332858613e-4,4.231525535152309e-5,8.713283738160726e-6
Leptaulus.zenkeri,6.041085478680283e-7,1.7844879876015443e-6,7.512157942514486e-5,8.969252884216016e-7,1.74922541057086e-6
Psychotria.sp,6.712317198533634e-8,1.982764430668388e-7,8.346842158349429e-6,9.965836538017777e-8,1.9435837895231776e-7
Acacia.pentagona,6.664385824663012e-7,1.1182277102220068e-6,3.2995148712829396e-5,6.752049804517525e-8,3.6202974021392234e-6
Dialium.tessmannii,5.180921578706322e-7,1.9447055911879437e-6,7.089143863669749e-5,1.8224870204683082e-7,2.57167432422934e-5
Syzygium.staudtii,8.141506766232788e-6,3.548238562603828e-6,3.3340929615525056e-4,4.947093679968931e-7,1.2036152669157036e-4
Paropsia.guineensis,0.005687455223436459,0.0010442049215580857,0.042158380015583606,0.001809806902652103,7.575580090999272e-4
Diogoa.zenkeri,0.044626029297568544,0.035944065444057885,1.0401697181700749,0.026315572805614765,0.0010721288253727852
Irvingia.grandifolia,1.493698940918946e-4,1.222449732463187e-4,0.003578166485048017,9.020287738266746e-5,0.0010220118781689989
Isolona.hexaloba,0.009604219171941632,0.004196552805932219,0.003909477362540474,4.737294629455711e-4,0.0020762840813898717
Trichilia.martineaui,1.7104121282826668e-4,3.9139853302248046e-5,0.001215159498540418,5.939688945808199e-5,2.0508388495897132e-5
Trichilia.rubescens,0.0670485809731366,0.014285322989777378,0.2957699584075412,0.02029100992673015,0.011255740839302385
Afzelia.bipindensis,4.555742119410639e-6,4.6559337782096535e-6,1.0544037820800776e-5,1.4852041299512877e-6,1.9395461193599233e-6
Anthocleista.liebrechtsiana,9.327084809225016e-4,0.02028971045612917,2.9343667915534037e-4,1.573524284460054e-5,1.0942735609458082e-5
Hymenocardia.NA,2.391604071841119e-4,0.008281140386253893,1.1510448920108474e-6,5.513806835762827e-7,3.530912261169538e-10
Garcinia.NA,3.2132314685672055e-5,4.039588396108199e-6,6.520018161865406e-5,1.7258010639241462e-6,7.655182055563098e-6
Annickia.affinis,0.004161848716493631,0.003260684888414438,0.06636534212922639,5.17681729013172e-4,0.006369555668512259
Baphia.laurifolia,6.247905711818775e-5,4.908245083929373e-5,0.0014232893581331812,4.8483754209283856e-5,1.0635695387213252e-5
Beilschmiedia.fulva,1.1922940140132522e-4,9.839854817460376e-5,0.0024265853730509454,1.2906416116684416e-5,2.7019182593096547e-4
Celtis.zenkeri,9.762352674716836e-7,7.669132943639645e-7,2.2238896220830956e-5,7.575586595200603e-7,1.6618274042520706e-7
Corynanthe.macroceras,0.003363084609090101,0.0025153532706998815,0.05700681335891461,0.0010726795603743222,0.0013558876295672216
Coula.edulis,0.059866495433798045,0.04813016441290854,1.0459240932811886,0.00548428594788404,0.13007174409471997
Cyrtogonone.argentea,2.2600029707982685e-4,1.883643427751002e-4,0.006621321499668655,3.307788769284006e-4,3.1887539728729436e-4
Dacryodes.igaganga,0.0056620042521142305,0.004454369620879859,0.09410044829377116,5.00465525104019e-4,0.013034546923016657
Dialium.angolense,0.10416610613993081,0.07933868597366539,1.469226696188338,0.006165079307329776,0.2262613918074486
Dialium.guineense,4.9346812976129e-4,4.071329322421756e-4,0.009473356380661603,4.676048338918836e-5,0.001270387651040891
Diospyros.cinnabarina,0.0017371188166902308,0.001246074278795156,0.022718556368617273,1.2369831230632947e-4,0.0024159285856106987
Diospyros.dendo,0.005699031146942716,0.004358168594236732,0.08900514915496206,0.002950314657725716,1.4375249612887477e-5
Diospyros.fragrans,0.0030650965920323604,0.0025803730587309727,0.06345007961265368,1.3396588370685248e-4,0.011701979958769823
Diospyros.iturensis,0.03125257604223485,0.024265614051644617,0.44925937695824547,0.0025930715109539772,0.061537301952917525
Diospyros.suaveolens,0.0022621275241716406,0.0017289362100755227,0.04368011181910765,0.0014988541421260804,8.80680807016941e-6
Eriocoelum.petiolare,0.0017676384175075396,0.001238364449300428,0.020855068803678115,1.8820335053490965e-4,0.0018279092844201645
Funtumia.africana,3.5877330260557916e-4,2.527839844004789e-4,0.002844074081340733,1.8430056081728967e-4,7.536826863986487e-5
Guibourtia.ehie,0.002750928678474129,0.0018114242261750737,0.02602950705465132,6.028063056597806e-4,4.112747595183755e-4
Klaineanthus.gabonii,0.010751352115393012,0.00788144285122728,0.135534959470418,8.870425373223986e-4,0.016044783673966327
Lychnodiscus.grandifolius,1.7174515240218284e-5,1.3655320534883082e-5,4.268129097809681e-4,1.6779575506042934e-5,6.017395987025022e-7
Meiocarpidium.oliverianum,0.16298077649055998,0.11403494356721496,1.8750674181283813,0.027012340756403762,0.12610640517226496
Octolobus.spectabilis,9.762352674716836e-7,7.669132943639645e-7,2.2238896220830956e-5,7.575586595200603e-7,1.6618274042520706e-7
Pinacopodium.congolense,7.150218982466268e-5,5.844947252364048e-5,0.0015813748612927558,2.9876030461453645e-5,5.206124573500845e-5
Stemonocoleus.micranthus,9.762352674716836e-7,7.669132943639645e-7,2.2238896220830956e-5,7.575586595200603e-7,1.6618274042520706e-7
Syzygium.guineense,8.22567578751602e-5,1.9309317860861405e-5,9.179983284992138e-4,5.144817044816759e-6,7.836676309738682e-5
Trichoscypha.acuminata,7.650732317078261e-4,4.412234177096826e-4,0.012646008893020363,9.90502829509097e-6,0.002608156140400963
Trichoscypha.patens,6.516947242922892e-6,6.8600127155051095e-6,3.1206752236581506e-4,2.6157331185059902e-6,1.2284907553942126e-5
Uvariastrum.pierreanum,2.0803436909731598e-4,1.593080336949316e-4,0.0032814148022769695,6.523056837733039e-5,2.743990971142376e-5
Xylopia.quintasii,6.659009217822463e-5,4.5005823355772295e-5,9.336414933448264e-4,3.089884837933913e-5,9.37570952004353e-7
Berlinia.bracteosa,2.7605603413004827e-6,1.9370928430422403e-6,3.332767546322861e-5,1.5215064778082112e-6,1.3517314789426265e-6
Croton.sylvaticus,4.940882035812999e-5,3.816871618274117e-5,9.069584111196225e-4,5.0297330363499154e-5,8.0528159221354e-5
Dacryodes.buettneri,0.0011945523942772025,7.440559368604208e-4,0.01604754722876627,5.4935078561211276e-5,1.8406113925636e-4
Diospyros.piscatoria,4.6385155984573925e-4,3.0333086395548705e-4,0.00423048767422611,8.791997293972311e-5,7.480343747641005e-5
Diospyros.zenkeri,2.5127553635421137e-5,2.1606720092761277e-5,5.376578294851161e-4,4.06439739592037e-6,3.592270817961778e-5
Duboscia.macrocarpa,8.299649757695088e-7,5.245103673197801e-7,3.0559803107380117e-6,1.2387533917633103e-7,2.2256929759472253e-9
Hypodaphnis.zenkeri,8.299649757695088e-7,5.245103673197801e-7,3.0559803107380117e-6,1.2387533917633103e-7,2.2256929759472253e-9
Neochevalierodendron.stephanii,0.0016029093790840008,0.0013146505711881232,0.022036598722116225,1.0520755139404114e-4,0.003359383622381486
Oncoba.glauca,3.678458968279069e-5,3.215220721107277e-5,3.269734061127225e-4,3.339981930326439e-5,3.3052728132523874e-5
Plagiocladus.diandrus,8.299649757695088e-7,5.245103673197801e-7,3.0559803107380117e-6,1.2387533917633103e-7,2.2256929759472253e-9
Quassia.gabonensis,5.896371677184709e-4,4.1939631713996256e-4,0.006484611652593262,7.683076278453652e-5,5.574745450695618e-4
Scytopetalum.klaineanum,0.004367154698473229,0.003436443395426507,0.06665514990626628,2.053144606717791e-4,0.011829745763257644
Shirakiopsis.elliptica,5.0405722023238015e-6,3.4573403516533185e-5,7.8062209716718e-4,1.3008951663640339e-5,2.3297853118111648e-4
Afrostyrax.kamerunensis,0.0025492202562530223,0.0017795880796446556,0.024958617027681346,2.5819819926589703e-4,0.0022335699077924306
Augouardia.letestui,0.014237894015071065,0.01584527753779073,0.6140623760175051,2.586673907920217e-4,0.20238043845360118
Carapa.parviflora,1.2714033709411999e-6,1.105410437268061e-6,2.7318592833597183e-5,4.18958053110662e-10,9.22954519550482e-6
Centroplacus.glaucinus,0.0013812663486816464,0.0011584739942833494,0.02557946308499945,2.4576963856192915e-5,0.006095545679164792
