plot_ref,NSCA1,NSCA2,NSCA3,NSCA4,NSCA5,WD,prop_helio,prop_npld,prop_shade
M2P2,2.337111678339462,-1.3272287484776564,-3.463554358261436,0.6721674209878209,0.4650709796157837,0.694677733427073,6.63822747542727,42.4068565866676,50.9549159379051
M2P9,1.4456038811263412,-0.8602892390913759,-1.3755218543249446,0.1283700899142908,-0.09331401531131894,0.641942972642423,28.381647057172895,19.9978430656672,51.62050987716
MAB01h,0.8467536900903312,-0.6469698031751442,2.4798043280320674,-0.3966057756152592,0.16659197838182235,0.65285603368442,1.00983459314163,21.2989256702205,77.6912397366378
MAB02h,0.7807459396700751,-0.5350420507338292,0.9192551581217346,-0.16037745934830278,-0.019279410706472103,0.634551671275927,5.46358001965594,26.2283206364633,68.3080993438808
MAB03h,0.9663212515940253,-0.7767346118648052,2.748463426335388,-0.009326875342863875,1.2415130185601952,0.700518812557906,5.5780508815275,25.4264451135808,68.9955040048918
MAB04h,1.1901075560700942,-0.8323013797051632,1.7553592377029419,-0.14861060369697682,0.565363362725276,0.704608763066801,22.8512555924755,17.37821669309,59.77052771443449
MAB05h,0.6046733008396225,-0.6961814527259536,4.193828042941568,0.20974160620007998,1.987624225056131,0.710018821162178,13.6464545253348,21.0844439627338,65.2691015119314
MAB06h,0.8416082021900134,-0.6905551695395933,2.253265083228555,-0.0974672899055473,0.7915843476479676,0.713263417375382,1.61976287295725,18.8212320352178,79.5590050918249
MAB07h,1.1714980870609375,-0.7349604380165929,1.44335586122889,-0.1574237961716648,0.1386700719440502,0.685098189538624,12.5170720606483,16.780908383956,70.7020195553957
MAB08h,1.0029558136330334,-0.7719168620763317,2.452735742713567,-0.2846531707597539,0.4031617087478133,0.701270426665411,1.06409500838337,17.1708279972792,81.7650769943374
MAB09h,0.7557792901708447,-0.5698793480996945,1.6545103276809434,-0.188774218324548,0.3122732813771439,0.670076961576783,6.62288361844037,34.9483219894018,58.4287943921579
MAB10h,1.0273845242988837,-0.7127643531177794,1.8718463877302185,-0.21979668705436942,0.3613102064922017,0.681107526516997,14.807512643502,21.9197533318538,63.2727340246442
MAB11h,0.6431507283417461,-0.4931780647833085,2.1164760222114616,-0.4016891730630473,-0.4558439031761849,0.76645148713514,3.09743595763107,57.7090486318407,39.1935154105282
MAB12h,0.3681722384179533,-0.2959073714051165,1.3078562442761126,-0.2750510547731429,-0.360936529293348,0.64949393390028,47.5460317343373,11.1219139036402,41.3320543620225
MIX-L6A,0.9124620521665681,-0.7730381164010184,-0.6763659711731794,-0.2758782943651011,-0.07357219602836215,0.638520286467947,1.07039925606251,27.4317466899393,71.4978540539982
MIX-L7A,1.1441656144946657,-0.851675468715837,-0.46598077184458964,-0.20208452348490347,-0.0538308554447675,0.674928961559939,5.60923283314469,16.0918098603184,78.2989573065369
MIX2,0.6733276705574923,-0.6608339059239334,0.17144333738770973,-0.49893636991318874,-0.0915055488861159,0.665028263164137,1.38247158661037,33.9385541169351,64.6789742964545
MIX6,0.5147317887866579,-0.5704905911474959,0.4993277575808002,-0.3864976183791054,-0.07169210473360814,0.646148763802375,4.10523084653285,29.957037838017,65.9377313154502
Model_OR_lidar_87_Principal,-0.1672044706568722,-0.3449945878644577,0.25465306388098186,-0.4786048428973262,-0.09019049927303238,0.585487275390671,22.4990631726994,31.992504242986,45.5084325843146
Modele_2406_Principal,0.687039404060832,-0.4116773113376548,0.6477446911336457,-0.15190573044557035,0.2752409536777662,0.634375789741125,8.6200916843072,18.4311546443041,72.9487536713887
Modele_4301_Principal,0.7935604172845037,1.727205632045672,1.2320990383663855,-0.11953377332525805,0.1171736131628396,0.636506334552029,18.1537937010639,28.9614394732582,52.88476682567791
Modele_4402_Principal,-0.3193272104347067,-0.14454869878881982,-1.3525474647674072,-0.13402415144822738,0.12417070538871232,0.651334988059448,8.61086574307945,16.013186450179,75.3759478067415
Modele_4503_Principal,0.37362975429094025,-0.279187447395006,0.7438076786425791,-0.19795915962661986,-0.22350492318021892,0.501207423722136,27.0440551100714,60.8537969253324,12.1021479645963
Modele_MA_lidar_205_principal,0.37279405562360485,-0.34138842720048446,0.5566929489039436,-0.2365383699997152,-0.07532945220486625,0.627546817211436,4.74602138430441,25.8279154559422,69.4260631597534
PARAP_Gungu_5,0.5556405762985895,0.5879293848518082,0.998626391116089,-0.24144231917547782,-0.2477445911872374,0.544603720945961,30.0359639659303,29.6449806592037,40.319055374866
PARAP_Idiofa_6,0.579111860140657,-0.3621887999858294,0.003740717159636711,-0.05119887762539512,-0.2926258078430742,0.645456062621043,12.6282517230371,59.4717856735481,27.8999626034148
PARAP_Luhudi_5,-0.6362246031023256,-0.15758705439287726,0.8938757497840158,-0.526612457867663,-0.3097973175334815,0.498633188375883,44.1915918072202,31.4997872542789,24.3086209385009
PARAP_Lukolela_53,0.6560173960343472,0.04420329937400556,-0.041754444607514436,0.4652758433616698,-0.0201084965943911,0.752455462105297,31.8341084824958,12.4511061599584,55.7147853575458
PARAP_Mampulu_28,0.3847777923829466,-0.14968183227108348,1.1934911889655304,-0.005287462342856817,0.23917154814455088,0.546408294556489,27.4922056046323,47.4378379194386,25.0699564759291
PARAP_Mangai_16,-0.19491513285797163,-0.4762252187428857,-1.3519043295097268,0.8916699502054379,-0.03860872378328911,0.686729289594707,6.24268485583863,4.44773771392283,89.3095774302385
PARAP_Maniema_178,0.3911886041957886,-0.26610547621391656,0.8068031789652785,-0.2156688636226773,-0.25863051125814646,0.620584389204391,13.9805265708763,45.6635256140319,40.3559478150918
PARAP_Mashambio_26,0.8123784520700362,-0.5509674616583923,2.645519137678067,-1.3530648879228582,-11.618546675943444,0.690291256281189,1.40350236316918,74.6045316814602,23.9919659553706
PARAP_SwaKibula_234,-0.14235847795794024,-0.20046732717431226,0.7248818420702425,-0.0780595476555617,-0.3272812085883057,0.534917369676759,29.7837836839732,39.9764119783038,30.239804337723
WWF-DIAF_07_01_Principal,-1.0314239603719388,0.30244300759056203,0.430321942943946,-0.7685994134818159,-0.15765891031768114,0.503570346358142,28.5652866588026,61.736977360638,9.697735980559408
WWF-DIAF_08_02_Principal,0.40789668086992575,-0.39038704486540654,2.7487473994440563,-0.09304292720847188,1.5328975177071937,0.577135289106496,12.3048187219172,21.4996193331732,66.1955619449096
WWF-DIAF_11_05_Principal,0.2898073370165666,-0.6116430845776842,4.538316631382322,0.4494359803886697,3.355691429356781,0.686660463415449,8.16214143916596,17.5986104498632,74.2392481109708
WWF-DIAF_13_07_Principal,1.3435354624699603,-0.5519905808775007,-1.6931130023857204,0.2762033092274457,0.10451248698197727,0.670209102228902,0.848968879889335,19.1576820445902,79.9933490755205
WWF-DIAF_14_08_Principal,0.5693538335382478,-0.2054469551795261,1.6556392438923844,-0.08863638685018521,0.837330670639618,0.688332733627453,0.76849989380366,18.3443690473942,80.8871310588021
WWF-DIAF_15_09_Principal,0.38710510357398054,-0.03181046776651088,0.5199550850496498,-0.13656241415860065,-0.16771721648864676,0.520670596553185,24.5525304082257,13.8571017217148,61.5903678700594
WWF-DIAF_16_10_Principal,-0.9448242334183787,-0.06749922348561017,0.3273536173171677,-1.381551410730221,0.03566609945187203,0.599906104129332,25.5777644871974,44.5212338190299,29.9010016937727
WWF-DIAF_17_11_Principal,0.4288113566749364,-0.2601490195034595,2.42107032179009,-0.15185353922224049,0.9351926829682158,0.58530795949312,3.51703482968265,19.5727804922872,76.9101846780302
WWF-DIAF_supp1_Principal,0.04145389316201308,-0.4483653379952646,6.544761264421454,0.9098600523653053,4.882914528060202,0.705208027749587,27.590781440868895,12.35384863188,60.05536992725111
WWF-DIAF_supp2_Principal,-1.4001883091400318,-0.10949694412911037,0.193786008118373,-1.838958853011279,-0.08195590210916931,0.529590962064373,28.9278356988637,57.708459719979,13.3637045811573
