plot_ref,NSCA_DBH1,NSCA_DBH2,NSCA_DBH3,NSCA_DBH4,NSCA_DBH5,WD,prop_helio,prop_npld,prop_shade
PARAP_Maniema_178,1.0038878371925375,-0.8551047933799473,-0.6455249988211077,-0.14886668510824966,-0.13114103808146677,0.620584389204391,13.9805265708763,45.6635256140319,40.3559478150918
PARAP_Mashambio_26,0.8967061727351814,-0.7156084244013342,0.6340095617892948,-0.19298708048930643,0.8530770293373566,0.690291256281189,1.40350236316918,74.6045316814602,23.9919659553706
PARAP_SwaKibula_234,0.8482101816308342,0.6641507335322725,0.6875582227527967,-0.08680404927599741,0.6339036815861079,0.534917369676759,29.7837836839732,39.9764119783038,30.239804337723
WWF-DIAF_07_01_Principal,1.107004656049332,2.0426761115240684,0.3286173597129745,-0.06401940313593978,0.6442228175060791,0.503570346358142,28.5652866588026,61.736977360638,9.697735980559408
WWF-DIAF_08_02_Principal,-0.02938848801931226,-0.20176763543296872,1.0694642113110766,-0.029275340935355665,0.7800957703435611,0.577135289106496,12.3048187219172,21.4996193331732,66.1955619449096
WWF-DIAF_11_05_Principal,0.9248318591693631,-0.3488049172690668,0.7540229010154222,-0.0727186854886337,0.8815310896251198,0.686660463415449,8.16214143916596,17.5986104498632,74.2392481109708
WWF-DIAF_13_07_Principal,0.8285515883589689,-0.6579257067890806,0.17327490487180436,0.032801731496160745,0.7735492798492241,0.670209102228902,0.848968879889335,19.1576820445902,79.9933490755205
WWF-DIAF_14_08_Principal,0.7609726356084904,-0.4232980540821434,1.2981902293638192,-0.07268487363539078,0.6320672784156361,0.688332733627453,0.76849989380366,18.3443690473942,80.8871310588021
WWF-DIAF_15_09_Principal,0.8256272246785252,-0.3294669081644571,0.8558556852134618,-0.06585553294970459,0.7378973077004916,0.520670596553185,24.5525304082257,13.8571017217148,61.5903678700594
WWF-DIAF_16_10_Principal,1.1210933824391258,2.213717836498689,-0.20996486102838355,-0.07106716399727322,0.6441694359284375,0.599906104129332,25.5777644871974,44.5212338190299,29.9010016937727
WWF-DIAF_17_11_Principal,-1.2805829924027665,-0.5257630526576168,5.055562677723804,-18.023764185712654,-2.6283591924435123,0.58530795949312,3.51703482968265,19.5727804922872,76.9101846780302
WWF-DIAF_supp1_Principal,1.1268113963401258,-0.3899590271310128,1.3960432460486591,0.4672371703925253,-0.7801796309849841,0.705208027749587,27.590781440868895,12.35384863188,60.05536992725111
WWF-DIAF_supp2_Principal,1.0591280628761555,1.497437334962387,0.8389615239332826,-0.021788774458536397,2.0374664109504264,0.529590962064373,28.9278356988637,57.708459719979,13.3637045811573
