plot_ref,NSCA_DBH1,NSCA_DBH2,NSCA_DBH3,NSCA_DBH4,NSCA_DBH5,WD,prop_helio,prop_npld,prop_shade
123,1.3050561581063955,-1.8261469792248266,-3.4150750442501083,-0.3397883957699983,-0.8566010345113196,0.74903564436882,4.17922468616042,36.5936750260878,59.2271002877518
148,1.627733643541935,-1.8524865505604011,-4.499319780536527,-0.4002689227331876,-2.0170232378636648,0.690298572170951,5.10495216309423,40.9384439789642,53.9566038579416
162,1.9846002203517124,-2.5292473333685948,-6.250100590629635,-0.34499058909251673,-3.2859257476535677,0.67639888660562,6.08360364517652,59.4069972558612,34.5093990989623
166,1.3626652873937681,-1.4924926076545806,-2.896340560272854,-0.28445107224262967,-1.4232019865971175,0.631734285939406,6.31935357088283,70.2338004747143,23.4468459544029
180,0.7699966269204579,-1.0528613908133722,-0.6593327964887874,0.040001449503699486,1.619138368745418,0.631656607537616,11.4305326111561,18.0304736142975,70.5389937745464
184,1.5069176753017473,-1.980598668734109,-3.9505302686975394,-0.32031267447545303,-1.577748262133636,0.687912246838358,6.65235741791403,52.4020501266875,40.9455924553984
189,1.2797390506431001,-1.3571413597564939,-2.5642683911701125,-0.09408476478770468,-0.39353937223862473,0.700126455914726,5.04011141385232,51.9136329661374,43.0462556200103
199,1.6979596919967563,-2.3945905311205142,-4.969368736541028,-0.2529450244165707,-2.1650166645657527,0.73090606449878,3.57860349892662,42.1205317122439,54.3008647888294
41,1.5242245962935947,-2.1903924586471493,-3.9727062656886805,-0.19631960383067124,-1.1497189643143957,0.698174916972418,12.923905899202,22.3906945054655,64.6853995953326
53,1.1760618913230538,-0.6174924922140134,-2.1093705255335387,-0.016321948280239033,-0.15070894362420942,0.712967096210527,8.49382211905145,20.2006392107181,71.3055386702304
Betamba_1,1.192521754163589,4.101189624628969,0.11101879955491258,0.0018165739386569093,0.13775747802028354,0.482952918220068,56.989957687883,25.4653426759621,17.5446996361549
Betamba_2,1.3341063509026936,3.6729847504888733,-0.6056966107277164,-0.09443934297845272,-0.38911161881793416,0.466485920244863,71.6403823957078,21.130688826075,7.22892877821729
Betamba_3,1.1203841116490647,3.652996757259579,0.3004041260715886,-0.009342501786308839,0.48153293894461746,0.467313882724366,59.2422807891143,20.8660541043471,19.8916651065386
Betamba_4,1.5913828851380822,10.162073283712648,-0.8315893954007747,0.06742529121854282,-0.5893646062175079,0.388442956479716,77.63430647319421,10.1202110848414,12.2454824419644
GIL1,-19.90050294924481,0.4448824636656637,-0.9523795525891999,0.6635853877092045,-0.8458621612425694,0.670021289085385,4.14034045757843,3.03437993387475,92.8252796085468
GIL2,-16.23832569328032,0.28708860040283907,-0.6355995231199751,0.5221397517248864,-0.4729334659221854,0.675164591028605,7.45068633807007,7.91580839892068,84.6335052630093
GIL3,-14.991455806789741,0.4712293998269207,-0.6117741429629716,0.5134338998327336,-0.14222814919894827,0.673235427502365,12.506417563066,9.50562594041764,77.9879564965164
JEU-L6B,0.6239663331785208,-0.7756520695779789,0.01565619589514632,0.15355031040695333,3.0966833559961313,0.644903399399444,7.21575646626561,25.9071657831103,66.8770777506241
JEU2,2.2270984933045006,18.25307820240851,-2.4360030555715286,0.09321207367676546,-2.9556640574770774,0.2818604059494,97.6346271923248,1.83132709092735,0.534045716747891
JEU3,1.3790923907289998,7.68859660849792,-0.4782361885935837,0.007665698318344924,-0.8300344358251373,0.312681517932898,92.4641907267643,5.10725957256789,2.42854970066782
JEU4,2.1502339881683667,17.171543978987977,-2.2598910166274817,0.1273420889075291,-1.9629173703299543,0.344466343333328,83.0275596934624,8.66234002158358,8.31010028495403
Lokofa_1,0.9252729906939576,-0.1913376258416891,0.7488168342898396,-0.08961949898717432,1.2552236095270162,0.525331345059469,24.7704373200959,47.1172737086163,28.1122889712879
Lokofa_2,0.6299626999590301,-0.1049823396924758,0.9346342977070484,0.16479193001374992,3.286806048509265,0.567394442339608,25.7434342954975,25.9304492079196,48.3261164965829
Lokofa_3,0.8719396141701372,0.19085348519890027,0.8955403582643005,-0.006026373170914845,1.0572200428856535,0.544942022335511,23.0115739093268,36.2922325831278,40.6961935075454
Lokofa_4,0.8516252812100248,0.058474811762349234,0.9785987622901272,0.02615865737981116,1.0573236298896533,0.573872343671599,19.5443613304945,26.0400824894556,54.4155561800499
M2P1,1.3239983128407395,-2.014987979349482,-3.521277788169799,-0.5124306377125603,-0.7322624071656119,0.694475282880927,15.4810355436667,32.5609955939101,51.95796886242329
M2P10,1.1604316564559611,-1.2198098334218375,-1.6465297995890142,-0.2384625490447417,-0.07764452982379201,0.704236641780394,6.69558386349674,27.4414822287035,65.8629339077998
M2P11,1.28488286121649,-1.6961296675598256,-2.4646797134767846,-0.25469179907705614,-0.6524660276465556,0.657500079134871,7.58767264786432,22.0652340462622,70.3470933058735
M2P12,1.4528218444083358,-2.1412735451843865,-3.936773050395099,-0.5568336411870545,-1.3440511269148374,0.653928564254394,9.10336361635011,51.6709196846034,39.2257166990465
M2P13,1.4027409567376983,-1.9449250322456317,-3.0861076410018633,-0.2738186236531956,-1.5356956921343967,0.657192921473554,5.92087902883632,23.9533902764028,70.1257306947609
M2P14,0.8517130163707785,-0.1858228433291364,1.8891210816471333,-0.17839765012122064,2.0729623477051615,0.54369969160711,11.4963812559484,86.5458981191331,1.95772062491853
M2P15,0.9957061551313946,-0.6251183262894247,0.8354460420543763,-0.025528948936803738,0.6112564916350759,0.574557256480786,44.1765276822745,42.3730346174872,13.4504377002383
M2P16,1.3968937568664108,-0.01291861613964327,-2.2223175146172207,-0.14135318739370195,-1.2092815314794632,0.621795535009695,25.8232868328363,37.9801263579718,36.1965868091919
M2P2,1.4958992650668566,-2.1499102306231936,-3.9934851993264746,-0.3582889835831437,-1.066433797889016,0.694677733427073,6.63822747542727,42.4068565866676,50.9549159379051
M2P9,1.168938684629022,-1.8293904939951706,-2.737616649988755,-0.3528221132615416,0.014516451398272866,0.641942972642423,28.381647057172895,19.9978430656672,51.62050987716
MAB01h,1.0086601040014773,-0.9231942279803566,1.809424726888231,0.9176697372320098,-1.6576639371731712,0.65285603368442,1.00983459314163,21.2989256702205,77.6912397366378
MAB02h,0.9581917441753462,-0.8951103917512189,1.3804087304530224,0.6723722553543658,-1.1631198102987539,0.634551671275927,5.46358001965594,26.2283206364633,68.3080993438808
MAB03h,1.1042717317176738,-1.1114107294012256,4.37336482669232,2.208881327143677,-3.5444739317717575,0.700518812557906,5.5780508815275,25.4264451135808,68.9955040048918
MAB04h,1.1743315311188485,-1.2213730302268713,4.1705249262860224,2.1747386459546925,-3.675165194364039,0.704608763066801,22.8512555924755,17.37821669309,59.77052771443449
MAB05h,1.1054437518112892,-1.0644621889474952,4.4297350732989225,2.117558947204218,-3.39101011980178,0.710018821162178,13.6464545253348,21.0844439627338,65.2691015119314
MAB06h,0.8946186398213324,-1.087343262043693,4.204255960327843,2.1497836283440477,-1.8167611911399684,0.713263417375382,1.61976287295725,18.8212320352178,79.5590050918249
MAB07h,1.1439777622758696,-1.2280776198265013,1.9325832697561336,1.2976985685816695,-2.5074923189324885,0.685098189538624,12.5170720606483,16.780908383956,70.7020195553957
MAB08h,1.1731455150583987,-1.2781408203364448,5.179006329763619,2.69967661134495,-4.389499969454816,0.701270426665411,1.06409500838337,17.1708279972792,81.7650769943374
MAB09h,1.0637024674668019,-0.9831785200969843,3.7988237855910545,1.8215329618940366,-2.8756957786161577,0.670076961576783,6.62288361844037,34.9483219894018,58.4287943921579
MAB10h,1.0407104286012911,-1.0577557696675153,3.5572363352553853,1.7795978676920352,-2.4874922343950496,0.681107526516997,14.807512643502,21.9197533318538,63.2727340246442
MAB11h,1.043710004160715,-0.9783076113898723,2.8009108203655524,1.226215084344145,-2.138939693215276,0.76645148713514,3.09743595763107,57.7090486318407,39.1935154105282
MAB12h,0.8379594248504129,-0.5345111846347024,0.7415636243072546,0.07246852837463538,0.1062682712093837,0.64949393390028,47.5460317343373,11.1219139036402,41.3320543620225
MIX-L6A,0.8330098395252356,-0.40912449316649074,-0.04146387199660849,0.09815373216844338,3.656770782452375,0.638520286467947,1.07039925606251,27.4317466899393,71.4978540539982
MIX-L7A,0.588494345793659,-0.8239485860655273,0.05090435050035301,0.259533635042583,4.444585670165068,0.674928961559939,5.60923283314469,16.0918098603184,78.2989573065369
MIX2,0.5277366918201626,-0.2692797472263512,0.5563599297421497,0.231652821994494,3.9167573725237803,0.665028263164137,1.38247158661037,33.9385541169351,64.6789742964545
MIX6,0.5301040320874186,-0.2835203677542459,0.5303540501481164,0.2776407061566865,4.102650983028546,0.646148763802375,4.10523084653285,29.957037838017,65.9377313154502
Model_OR_lidar_87_Principal,1.106830656471435,1.7677093099653232,0.2928045806088451,-0.03239580090423421,1.752167953073587,0.585487275390671,22.4990631726994,31.992504242986,45.5084325843146
Modele_2406_Principal,-1.1620775723400267,-0.4199697304046706,0.6783537795369575,0.1378747919011408,1.1393487097952781,0.634375789741125,8.6200916843072,18.4311546443041,72.9487536713887
Modele_4301_Principal,-3.2446087968938735,-0.21841018069944407,0.6424238325115822,0.030342463382796156,0.5119245896020429,0.636506334552029,18.1537937010639,28.9614394732582,52.88476682567791
Modele_4402_Principal,0.8438178929888102,0.02352579769112766,0.29923760881711037,-0.1535982641239822,1.6137109530955434,0.651334988059448,8.61086574307945,16.013186450179,75.3759478067415
Modele_4503_Principal,0.835493436661834,-0.43725206073978434,0.8466257923406179,-0.10170935319219666,0.7638456956190885,0.501207423722136,27.0440551100714,60.8537969253324,12.1021479645963
Modele_MA_lidar_205_principal,0.7409391209248684,-0.20751291126076238,1.1465649527178337,0.046510824889901374,2.6470931668539786,0.627546817211436,4.74602138430441,25.8279154559422,69.4260631597534
PARAP_Gungu_5,0.7408045266319178,-0.3343947808371252,1.2036568183511036,-0.12074194488933337,1.0263601946896732,0.544603720945961,30.0359639659303,29.6449806592037,40.319055374866
PARAP_Idiofa_6,0.8383582087701256,-0.487041846031933,0.3944087355733537,-0.07155441439971562,0.3288528904556843,0.645456062621043,12.6282517230371,59.4717856735481,27.8999626034148
PARAP_Luhudi_5,0.9419300884318642,1.52885283582169,0.7327549276254786,-0.061002068095536315,0.7360468530119065,0.498633188375883,44.1915918072202,31.4997872542789,24.3086209385009
PARAP_Lukolela_53,0.9208866455874152,-0.499266685289311,1.215355065444659,0.30630071257386826,-0.17385185521422725,0.752455462105297,31.8341084824958,12.4511061599584,55.7147853575458
PARAP_Mampulu_28,0.766076400824263,-0.2960253267929044,1.2786252195666719,-0.16062524409513626,1.0216766153883372,0.546408294556489,27.4922056046323,47.4378379194386,25.0699564759291
PARAP_Mangai_16,0.22421320572969988,-0.11866874246037236,0.9843516628852715,0.24358374226179658,5.096212643397365,0.686729289594707,6.24268485583863,4.44773771392283,89.3095774302385
