respons;predictors;buffer;height_aboveground;xmin;RMSE;rRMSE;Rsquared;MAE;P_Value;model
WD.BA;proportion + lambda;50;9;44;;;;;;
WD.BA;proportion + lambda;50;9;45;;;;;;
WD.BA;proportion + lambda;50;9;46;;;;;;
WD.BA;proportion + lambda;50;9;47;;;;;;
WD.BA;proportion + lambda;50;9;48;;;;;;
WD.BA;proportion + lambda;50;9;49;;;;;;
WD.BA;proportion + lambda;50;9;50;;;;;;
WD.BA;proportion + lambda;50;9;51;;;;;;
WD.BA;proportion + lambda;50;9;52;;;;;;
WD.BA;proportion + lambda;50;9;53;;;;;;
WD.BA;proportion + lambda;50;9;54;;;;;;
WD.BA;proportion + lambda;50;9;55;;;;;;
WD.BA;proportion + lambda;50;9;56;;;;;;
WD.BA;proportion + lambda;50;9;57;;;;;;
WD.BA;proportion + lambda;50;9;58;;;;;;
WD.BA;proportion + lambda;50;9;59;;;;;;
WD.BA;proportion + lambda;50;9;60;;;;;;
WD.BA;proportion + lambda;50;9;61;;;;;;
WD.BA;proportion + lambda;50;9;62;;;;;;
WD.BA;proportion + lambda;50;9;63;;;;;;
WD.BA;proportion + lambda;50;9;64;;;;;;
WD.BA;proportion + lambda;50;9;65;;;;;;
WD.BA;proportion + lambda;50;9;66;;;;;;
WD.BA;proportion + lambda;50;9;67;;;;;;
WD.BA;proportion + lambda;50;9;68;;;;;;
WD.BA;proportion + lambda;50;9;69;;;;;;
WD.BA;proportion + lambda;50;9;70;;;;;;
WD.BA;proportion + lambda;50;9;71;;;;;;
WD.BA;proportion + lambda;50;9;72;;;;;;
WD.BA;proportion + lambda;50;9;73;;;;;;
WD.BA;proportion + lambda;50;9;74;;;;;;
WD.BA;proportion + lambda;50;9;75;;;;;;
WD.BA;proportion + lambda;50;9;76;;;;;;
WD.BA;proportion + lambda;50;9;77;;;;;;
WD.BA;proportion + lambda;50;9;78;;;;;;
WD.BA;proportion + lambda;50;9;79;;;;;;
WD.BA;proportion + lambda;50;9;80;;;;;;
WD.BA;proportion + lambda;50;9;81;;;;;;
WD.BA;proportion + lambda;50;9;82;;;;;;
WD.BA;proportion + lambda;50;9;83;;;;;;
WD.BA;proportion + lambda;50;9;84;;;;;;
WD.BA;proportion + lambda;50;9;85;;;;;;
WD.BA;proportion + lambda;50;9;86;;;;;;
WD.BA;proportion + lambda;50;9;87;;;;;;
WD.BA;proportion + lambda;50;9;88;;;;;;
WD.BA;proportion + lambda;50;9;89;;;;;;
WD.BA;proportion + lambda;50;9;90;;;;;;
WD.BA;proportion + lambda;50;9;91;;;;;;
WD.BA;proportion + lambda;50;9;92;;;;;;
WD.BA;proportion + lambda;50;9;93;;;;;;
WD.BA;proportion + lambda;50;9;94;;;;;;
WD.BA;proportion + lambda;50;9;95;;;;;;
WD.BA;proportion + lambda;50;9;96;;;;;;
WD.BA;proportion + lambda;50;9;97;;;;;;
WD.BA;proportion + lambda;50;9;98;;;;;;
WD.BA;proportion + lambda;50;9;99;;;;;;
WD.BA;proportion + lambda;50;9;100;;;;;;
WD.BA;proportion + lambda;50;9;101;;;;;;
WD.BA;proportion + lambda;50;9;102;;;;;;
WD.BA;proportion + lambda;50;9;103;;;;;;
WD.BA;proportion + lambda;50;9;104;;;;;;
WD.BA;proportion + lambda;50;9;105;;;;;;
WD.BA;proportion + lambda;50;9;106;;;;;;
WD.BA;proportion + lambda;50;9;107;;;;;;
WD.BA;proportion + lambda;50;9;108;;;;;;
WD.BA;proportion + lambda;50;9;109;;;;;;
WD.BA;proportion + lambda;50;9;110;;;;;;
WD.BA;proportion + lambda;50;9;111;;;;;;
WD.BA;proportion + lambda;50;9;112;;;;;;
WD.BA;proportion + lambda;50;9;113;;;;;;
WD.BA;proportion + lambda;50;9;114;;;;;;
WD.BA;proportion + lambda;50;9;115;;;;;;
WD.BA;proportion + lambda;50;9;116;;;;;;
WD.BA;proportion + lambda;50;9;117;;;;;;
WD.BA;proportion + lambda;50;9;118;;;;;;
WD.BA;proportion + lambda;50;9;119;;;;;;
WD.BA;proportion + lambda;50;9;120;;;;;;
WD.BA;proportion + lambda;50;10;1;0,0485919334218704;0,0718816612057114;0,0428549371087688;0,0384907034018847;0,609505875486147;(Intercept)=0.646411590299536 + lambda=0.0268872608075161 + proportion=-0.159121421513714
WD.BA;proportion + lambda;50;10;2;0,0472790214531057;0,0699394809571438;0,0152333044541541;0,0367438299516196;0,519167598405085;(Intercept)=0.958680733401576 + lambda=-0.200397328301465 + proportion=-0.287141578631078
WD.BA;proportion + lambda;50;10;3;0,0468688655346167;0,0693327405642811;0,00428455077522543;0,0357487791455757;0,453211003486469;(Intercept)=1.13933374708232 + lambda=-0.339398310262753 + proportion=-0.339048442791281
WD.BA;proportion + lambda;50;10;4;0,0472227022231298;0,0698561683675141;0,00313450611089981;0,0363947418280739;0,345970810849666;(Intercept)=1.38606430175242 + lambda=-0.533272049651001 + proportion=-0.396753366661231
WD.BA;proportion + lambda;50;10;5;0,0466531462739033;0,0690136287750974;0,000998018415062638;0,0360529743367964;0,263837461402797;(Intercept)=1.57761911352859 + lambda=-0.685003929131267 + proportion=-0.455016580531297
WD.BA;proportion + lambda;50;10;6;0,0467219967660092;0,069115478761276;0,000401586972979547;0,0353191134108694;0,265695171730965;(Intercept)=1.58130845629972 + lambda=-0.694650554455715 + proportion=-0.441927605269047
WD.BA;proportion + lambda;50;10;7;0,0464135920062374;0,0686592580494208;0,00363429992031666;0,034546877129329;0,216356905852457;(Intercept)=1.72252728035097 + lambda=-0.809388779007379 + proportion=-0.47751569754149
WD.BA;proportion + lambda;50;10;8;0,0480575587250389;0,0710911649605618;0,0214320142337577;0,0373051051095353;0,489723228256961;(Intercept)=1.14887934987747 + lambda=-0.364559486469903 + proportion=-0.302655390276143
WD.BA;proportion + lambda;50;10;9;0,0482242746600268;0,0713377865191722;0,0390300476114789;0,0377767406982799;0,535188275537362;(Intercept)=1.06385172788815 + lambda=-0.29963877683293 + proportion=-0.271255969718921
WD.BA;proportion + lambda;50;10;10;0,0479851744978974;0,0709840875482092;0,0330396245487589;0,0378058244934561;0,527632542210029;(Intercept)=1.12464844260279 + lambda=-0.349340562181811 + proportion=-0.280311666537705
WD.BA;proportion + lambda;50;10;11;0,0478510564773548;0,0707856878255531;0,0177038709712875;0,0374101706584927;0,436814867623249;(Intercept)=1.32099758839823 + lambda=-0.506846595296565 + proportion=-0.326450700485464
WD.BA;proportion + lambda;50;10;12;0,0478591672161149;0,0707976859769875;0,0276708393852984;0,0375410393353289;0,493326640013806;(Intercept)=1.23180771684284 + lambda=-0.436949659321901 + proportion=-0.310602829227847
WD.BA;proportion + lambda;50;10;13;0,048007457215937;0,0710170501960414;0,0338779782347615;0,0376437176055027;0,522782687833241;(Intercept)=1.21170402981974 + lambda=-0.422284905015307 + proportion=-0.302517581370698
WD.BA;proportion + lambda;50;10;14;0,0481284853977751;0,0711960862242581;0,04952399632616;0,0377982090633301;0,607816617690217;(Intercept)=0.920396647749509 + lambda=-0.190123217869233 + proportion=-0.226636237387733
WD.BA;proportion + lambda;50;10;15;0,0481585064491161;0,0712404961270871;0,0526257143684026;0,0380809473347229;0,635531473647668;(Intercept)=0.761462301344426 + lambda=-0.0625406733999083 + proportion=-0.191738147619948
WD.BA;proportion + lambda;50;10;16;0,0482217420687718;0,0713340400770418;0,0510972864844269;0,0381838386203313;0,635386146280776;(Intercept)=0.742682265921132 + lambda=-0.0474967100359059 + proportion=-0.188284228685294
WD.BA;proportion + lambda;50;10;17;0,0480926202002693;0,0711430311224205;0,0418537632480801;0,03802995639801;0,608549049562407;(Intercept)=0.907222937569295 + lambda=-0.180759281429563 + proportion=-0.222562080561681
WD.BA;proportion + lambda;50;10;18;0,0481801010529332;0,0712724408530147;0,0392415542339022;0,0380504344168256;0,591252524371074;(Intercept)=0.969989175535876 + lambda=-0.231820997261003 + proportion=-0.237039970995925
WD.BA;proportion + lambda;50;10;19;0,0477669893368881;0,0706613279723015;0,00702862097326494;0,0375228430295091;0,417022046077705;(Intercept)=1.37679619016333 + lambda=-0.562884881153226 + proportion=-0.315662110511785
WD.BA;proportion + lambda;50;10;20;0,047724319095802;0,0705982062235393;0,00522810717903118;0,0374097095746725;0,400425909745868;(Intercept)=1.41120807302232 + lambda=-0.591490023703623 + proportion=-0.321178635448858
WD.BA;proportion + lambda;50;10;21;0,0473381882651851;0,0700270059523646;2,52171832632361e-06;0,0367634165626515;0,291861763377475;(Intercept)=1.64323571791455 + lambda=-0.780842320424846 + proportion=-0.37392848570193
WD.BA;proportion + lambda;50;10;22;;;;;;
WD.BA;proportion + lambda;50;10;23;;;;;;
WD.BA;proportion + lambda;50;10;24;;;;;;
WD.BA;proportion + lambda;50;10;25;;;;;;
WD.BA;proportion + lambda;50;10;26;;;;;;
WD.BA;proportion + lambda;50;10;27;;;;;;
WD.BA;proportion + lambda;50;10;28;;;;;;
WD.BA;proportion + lambda;50;10;29;;;;;;
WD.BA;proportion + lambda;50;10;30;;;;;;
WD.BA;proportion + lambda;50;10;31;;;;;;
WD.BA;proportion + lambda;50;10;32;;;;;;
WD.BA;proportion + lambda;50;10;33;;;;;;
WD.BA;proportion + lambda;50;10;34;;;;;;
WD.BA;proportion + lambda;50;10;35;;;;;;
WD.BA;proportion + lambda;50;10;36;;;;;;
WD.BA;proportion + lambda;50;10;37;;;;;;
WD.BA;proportion + lambda;50;10;38;;;;;;
WD.BA;proportion + lambda;50;10;39;;;;;;
WD.BA;proportion + lambda;50;10;40;;;;;;
WD.BA;proportion + lambda;50;10;41;;;;;;
WD.BA;proportion + lambda;50;10;42;;;;;;
WD.BA;proportion + lambda;50;10;43;;;;;;
WD.BA;proportion + lambda;50;10;44;;;;;;
WD.BA;proportion + lambda;50;10;45;;;;;;
WD.BA;proportion + lambda;50;10;46;;;;;;
WD.BA;proportion + lambda;50;10;47;;;;;;
WD.BA;proportion + lambda;50;10;48;;;;;;
WD.BA;proportion + lambda;50;10;49;;;;;;
WD.BA;proportion + lambda;50;10;50;;;;;;
WD.BA;proportion + lambda;50;10;51;;;;;;
WD.BA;proportion + lambda;50;10;52;;;;;;
WD.BA;proportion + lambda;50;10;53;;;;;;
WD.BA;proportion + lambda;50;10;54;;;;;;
WD.BA;proportion + lambda;50;10;55;;;;;;
WD.BA;proportion + lambda;50;10;56;;;;;;
WD.BA;proportion + lambda;50;10;57;;;;;;
WD.BA;proportion + lambda;50;10;58;;;;;;
WD.BA;proportion + lambda;50;10;59;;;;;;
WD.BA;proportion + lambda;50;10;60;;;;;;
WD.BA;proportion + lambda;50;10;61;;;;;;
WD.BA;proportion + lambda;50;10;62;;;;;;
WD.BA;proportion + lambda;50;10;63;;;;;;
WD.BA;proportion + lambda;50;10;64;;;;;;
WD.BA;proportion + lambda;50;10;65;;;;;;
WD.BA;proportion + lambda;50;10;66;;;;;;
WD.BA;proportion + lambda;50;10;67;;;;;;
WD.BA;proportion + lambda;50;10;68;;;;;;
WD.BA;proportion + lambda;50;10;69;;;;;;
WD.BA;proportion + lambda;50;10;70;;;;;;
WD.BA;proportion + lambda;50;10;71;;;;;;
WD.BA;proportion + lambda;50;10;72;;;;;;
WD.BA;proportion + lambda;50;10;73;;;;;;
WD.BA;proportion + lambda;50;10;74;;;;;;
WD.BA;proportion + lambda;50;10;75;;;;;;
WD.BA;proportion + lambda;50;10;76;;;;;;
WD.BA;proportion + lambda;50;10;77;;;;;;
WD.BA;proportion + lambda;50;10;78;;;;;;
WD.BA;proportion + lambda;50;10;79;;;;;;
WD.BA;proportion + lambda;50;10;80;;;;;;
WD.BA;proportion + lambda;50;10;81;;;;;;
WD.BA;proportion + lambda;50;10;82;;;;;;
WD.BA;proportion + lambda;50;10;83;;;;;;
WD.BA;proportion + lambda;50;10;84;;;;;;
WD.BA;proportion + lambda;50;10;85;;;;;;
WD.BA;proportion + lambda;50;10;86;;;;;;
WD.BA;proportion + lambda;50;10;87;;;;;;
WD.BA;proportion + lambda;50;10;88;;;;;;
WD.BA;proportion + lambda;50;10;89;;;;;;
WD.BA;proportion + lambda;50;10;90;;;;;;
WD.BA;proportion + lambda;50;10;91;;;;;;
WD.BA;proportion + lambda;50;10;92;;;;;;
WD.BA;proportion + lambda;50;10;93;;;;;;
WD.BA;proportion + lambda;50;10;94;;;;;;
WD.BA;proportion + lambda;50;10;95;;;;;;
WD.BA;proportion + lambda;50;10;96;;;;;;
WD.BA;proportion + lambda;50;10;97;;;;;;
WD.BA;proportion + lambda;50;10;98;;;;;;
WD.BA;proportion + lambda;50;10;99;;;;;;
WD.BA;proportion + lambda;50;10;100;;;;;;
WD.BA;proportion + lambda;50;10;101;;;;;;
WD.BA;proportion + lambda;50;10;102;;;;;;
WD.BA;proportion + lambda;50;10;103;;;;;;
WD.BA;proportion + lambda;50;10;104;;;;;;
WD.BA;proportion + lambda;50;10;105;;;;;;
WD.BA;proportion + lambda;50;10;106;;;;;;
WD.BA;proportion + lambda;50;10;107;;;;;;
WD.BA;proportion + lambda;50;10;108;;;;;;
WD.BA;proportion + lambda;50;10;109;;;;;;
WD.BA;proportion + lambda;50;10;110;;;;;;
WD.BA;proportion + lambda;50;10;111;;;;;;
WD.BA;proportion + lambda;50;10;112;;;;;;
WD.BA;proportion + lambda;50;10;113;;;;;;
WD.BA;proportion + lambda;50;10;114;;;;;;
WD.BA;proportion + lambda;50;10;115;;;;;;
WD.BA;proportion + lambda;50;10;116;;;;;;
WD.BA;proportion + lambda;50;10;117;;;;;;
WD.BA;proportion + lambda;50;10;118;;;;;;
WD.BA;proportion + lambda;50;10;119;;;;;;
WD.BA;proportion + lambda;50;10;120;;;;;;
WD.BA;proportion + lambda;50;11;1;0,0456323886126612;0,0675036300734299;0,0177405366975025;0,0367740908316393;0,154628875504798;(Intercept)=1.1519623254143 + lambda=-0.317712843148008 + proportion=-0.410458090351928
WD.BA;proportion + lambda;50;11;2;0,0442597753890455;0,0654731342326941;0,0517186564946003;0,0340737072536869;0,0891529101432338;(Intercept)=1.46885418846146 + lambda=-0.571520543023657 + proportion=-0.440318014892787
WD.BA;proportion + lambda;50;11;3;0,0445665433325474;0,0659269336152403;0,0423505400030516;0,0348063044038847;0,1200188091933;(Intercept)=1.60468076213487 + lambda=-0.691195303703268 + proportion=-0.41398146523833
WD.BA;proportion + lambda;50;11;4;0,0440076938244016;0,0651002319760865;0,0597056313450625;0,0337833032871119;0,0887409467773868;(Intercept)=1.81793846242844 + lambda=-0.864958715689001 + proportion=-0.434031708398147
WD.BA;proportion + lambda;50;11;5;0,0434955396552001;0,06434260638099;0,0789878685921544;0,0343436191343759;0,0579451754657133;(Intercept)=2.20293582621893 + lambda=-1.17159642561634 + proportion=-0.517661957665939
WD.BA;proportion + lambda;50;11;6;0,043661018063465;0,0645873972761472;0,0708190582457602;0,0332087052752108;0,0661540911851116;(Intercept)=2.15894951055627 + lambda=-1.14622308576111 + proportion=-0.49982893406587
WD.BA;proportion + lambda;50;11;7;0,0450208834807962;0,0665990353882864;0,0239873279549091;0,0347596279937016;0,164524180770489;(Intercept)=1.62637863069782 + lambda=-0.73583763222312 + proportion=-0.396016795929202
WD.BA;proportion + lambda;50;11;8;0,0446608795360996;0,06606648441196;0,033178330520898;0,0338676639260613;0,141154955777504;(Intercept)=1.76591293642713 + lambda=-0.849747495129298 + proportion=-0.417506812614713
WD.BA;proportion + lambda;50;11;9;0,0470639824359295;0,0696213754468223;0,000939583191503212;0,0365931261829893;0,351998945209886;(Intercept)=1.24349982316562 + lambda=-0.441186079628442 + proportion=-0.299733286919331
WD.BA;proportion + lambda;50;11;10;0,0475557016445155;0,0703487717669699;0,0115003050629017;0,0376470651921686;0,432828830907611;(Intercept)=1.05592089189458 + lambda=-0.293908664930408 + proportion=-0.257878189262681
WD.BA;proportion + lambda;50;11;11;0,0469514582060332;0,0694549192471768;0,00202796866997625;0,0368293784111637;0,362592117749513;(Intercept)=1.27779797704314 + lambda=-0.472586187513875 + proportion=-0.294361253616792
WD.BA;proportion + lambda;50;11;12;0,0468272573235462;0,0692711898680868;0,00146028378923265;0,0369144149566539;0,362621263770115;(Intercept)=1.31790315921961 + lambda=-0.506529579024223 + proportion=-0.29954158495128
WD.BA;proportion + lambda;50;11;13;0,0463940708387429;0,0686303805413785;0,000119586103426582;0,0362111992103806;0,31323735805508;(Intercept)=1.49402085561288 + lambda=-0.649778121988478 + proportion=-0.328570493534379
WD.BA;proportion + lambda;50;11;14;0,046389798510629;0,0686240605203294;5,88496766705278e-05;0,0363556559859314;0,324546416599355;(Intercept)=1.45712392513559 + lambda=-0.620935925628576 + proportion=-0.328199462469189
WD.BA;proportion + lambda;50;11;15;0,0455680428492916;0,0674084438966957;0,0114658391589869;0,0355615066175679;0,208776055500839;(Intercept)=1.81778206421204 + lambda=-0.914326518844524 + proportion=-0.385072452522097
WD.BA;proportion + lambda;50;11;16;0,0457314748852617;0,0676502076095689;0,00862807798914862;0,0356538283193318;0,222202443029414;(Intercept)=1.78963086486545 + lambda=-0.89226432384846 + proportion=-0.386564710024076
WD.BA;proportion + lambda;50;11;17;0,0464038949438776;0,0686449132620836;0,000144806960033591;0,0363404005352322;0,316806289531825;(Intercept)=1.50292485071973 + lambda=-0.661921306186535 + proportion=-0.33367264835223
WD.BA;proportion + lambda;50;11;18;0,0466357501661476;0,06898789485105;8,65253075757311e-06;0,0367527108392769;0,324454155344468;(Intercept)=1.49365636530366 + lambda=-0.655492309579483 + proportion=-0.329867220726043
WD.BA;proportion + lambda;50;11;19;0,0465667119621124;0,0688857671841053;0,00106773694634732;0,0371785874432383;0,280120205287386;(Intercept)=1.60970625593525 + lambda=-0.751742648177377 + proportion=-0.338536142470029
WD.BA;proportion + lambda;50;11;20;0,0469071308928814;0,069389346204868;0,000430642250317171;0,0371732553816268;0,352648642371741;(Intercept)=1.4139669202018 + lambda=-0.592786738989555 + proportion=-0.310184360226174
WD.BA;proportion + lambda;50;11;21;0,0463401204383203;0,0685505721424941;0,00428101282452277;0,0365229044157871;0,23579439331172;(Intercept)=1.73416861365382 + lambda=-0.855763843444441 + proportion=-0.352661375043508
WD.BA;proportion + lambda;50;11;22;0,0462509584971182;0,0684186755909763;0,00390412709107241;0,0366110110631;0,254172706395054;(Intercept)=1.70695163555223 + lambda=-0.834213053061068 + proportion=-0.347513313763658
WD.BA;proportion + lambda;50;11;23;0,0457577068284652;0,0676890123148222;0,0118148262395743;0,0361678610075311;0,19722300296978;(Intercept)=1.88413038694407 + lambda=-0.981017389278781 + proportion=-0.370348358249837
WD.BA;proportion + lambda;50;11;24;0,0450840321531113;0,0666924507177307;0,0274669787091881;0,0356514150432682;0,141807411048035;(Intercept)=2.05389191819227 + lambda=-1.12047648990441 + proportion=-0.405015210748485
WD.BA;proportion + lambda;50;11;25;0,045577061850645;0,067421785633771;0,0140315485082383;0,0358144002975314;0,192026962421442;(Intercept)=1.97419758981245 + lambda=-1.05592839534784 + proportion=-0.391691641128575
WD.BA;proportion + lambda;50;11;26;0,0463963293172837;0,0686337214907476;0,00135249678784869;0,0369782763688868;0,293668050229205;(Intercept)=1.62805091232767 + lambda=-0.773759945413749 + proportion=-0.340103479389936
WD.BA;proportion + lambda;50;11;27;0,0466876800450349;0,0690647143084737;7,75930203486861e-05;0,0368982816707349;0,355301663099742;(Intercept)=1.46825070128387 + lambda=-0.643591144438479 + proportion=-0.30748163931738
WD.BA;proportion + lambda;50;11;28;0,0465389284098837;0,0688446671959436;0,000707924684955373;0,0367729377558023;0,292173464748302;(Intercept)=1.61827184831061 + lambda=-0.767310901681743 + proportion=-0.334371814495176
WD.BA;proportion + lambda;50;11;29;0,0461727242871588;0,0683029443455003;0,00568669755092083;0,036790121244761;0,233141414345822;(Intercept)=1.80999416023401 + lambda=-0.925726865868876 + proportion=-0.364496118287015
WD.BA;proportion + lambda;50;11;30;0,045658175115737;0,0675417758426398;0,0149956312806161;0,0361192247359828;0,182263185520731;(Intercept)=2.01976358123429 + lambda=-1.09893724357046 + proportion=-0.397541056032928
WD.BA;proportion + lambda;50;11;31;0,045598074487053;0,0674528694599321;0,0186923529363278;0,0360648845703891;0,161101012467253;(Intercept)=2.1017377591972 + lambda=-1.16653333379085 + proportion=-0.422312901698433
WD.BA;proportion + lambda;50;11;32;0,0458509166527494;0,0678268968676361;0,0145716748239919;0,0359677522999351;0,172541531464121;(Intercept)=2.07999642429432 + lambda=-1.14927411694355 + proportion=-0.421307790487097
WD.BA;proportion + lambda;50;11;33;0,0454551054537624;0,0672413765044104;0,0242559273960665;0,0352109057481674;0,136961957091543;(Intercept)=2.18495497471598 + lambda=-1.23691555598013 + proportion=-0.450530906604872
WD.BA;proportion + lambda;50;11;34;0,0453660576330216;0,0671096487703846;0,0265534216456556;0,0349687825647282;0,130877837516887;(Intercept)=2.23610225203433 + lambda=-1.2803340290389 + proportion=-0.452068453052856
WD.BA;proportion + lambda;50;11;35;;;;;;
WD.BA;proportion + lambda;50;11;36;;;;;;
WD.BA;proportion + lambda;50;11;37;;;;;;
WD.BA;proportion + lambda;50;11;38;;;;;;
WD.BA;proportion + lambda;50;11;39;;;;;;
WD.BA;proportion + lambda;50;11;40;;;;;;
WD.BA;proportion + lambda;50;11;41;;;;;;
WD.BA;proportion + lambda;50;11;42;;;;;;
WD.BA;proportion + lambda;50;11;43;;;;;;
WD.BA;proportion + lambda;50;11;44;;;;;;
WD.BA;proportion + lambda;50;11;45;;;;;;
WD.BA;proportion + lambda;50;11;46;;;;;;
WD.BA;proportion + lambda;50;11;47;;;;;;
WD.BA;proportion + lambda;50;11;48;;;;;;
WD.BA;proportion + lambda;50;11;49;;;;;;
WD.BA;proportion + lambda;50;11;50;;;;;;
WD.BA;proportion + lambda;50;11;51;;;;;;
WD.BA;proportion + lambda;50;11;52;;;;;;
WD.BA;proportion + lambda;50;11;53;;;;;;
WD.BA;proportion + lambda;50;11;54;;;;;;
WD.BA;proportion + lambda;50;11;55;;;;;;
WD.BA;proportion + lambda;50;11;56;;;;;;
WD.BA;proportion + lambda;50;11;57;;;;;;
WD.BA;proportion + lambda;50;11;58;;;;;;
WD.BA;proportion + lambda;50;11;59;;;;;;
WD.BA;proportion + lambda;50;11;60;;;;;;
WD.BA;proportion + lambda;50;11;61;;;;;;
WD.BA;proportion + lambda;50;11;62;;;;;;
WD.BA;proportion + lambda;50;11;63;;;;;;
WD.BA;proportion + lambda;50;11;64;;;;;;
WD.BA;proportion + lambda;50;11;65;;;;;;
WD.BA;proportion + lambda;50;11;66;;;;;;
WD.BA;proportion + lambda;50;11;67;;;;;;
WD.BA;proportion + lambda;50;11;68;;;;;;
WD.BA;proportion + lambda;50;11;69;;;;;;
WD.BA;proportion + lambda;50;11;70;;;;;;
WD.BA;proportion + lambda;50;11;71;;;;;;
WD.BA;proportion + lambda;50;11;72;;;;;;
WD.BA;proportion + lambda;50;11;73;;;;;;
WD.BA;proportion + lambda;50;11;74;;;;;;
WD.BA;proportion + lambda;50;11;75;;;;;;
WD.BA;proportion + lambda;50;11;76;;;;;;
WD.BA;proportion + lambda;50;11;77;;;;;;
WD.BA;proportion + lambda;50;11;78;;;;;;
WD.BA;proportion + lambda;50;11;79;;;;;;
WD.BA;proportion + lambda;50;11;80;;;;;;
WD.BA;proportion + lambda;50;11;81;;;;;;
WD.BA;proportion + lambda;50;11;82;;;;;;
WD.BA;proportion + lambda;50;11;83;;;;;;
WD.BA;proportion + lambda;50;11;84;;;;;;
WD.BA;proportion + lambda;50;11;85;;;;;;
WD.BA;proportion + lambda;50;11;86;;;;;;
WD.BA;proportion + lambda;50;11;87;;;;;;
WD.BA;proportion + lambda;50;11;88;;;;;;
WD.BA;proportion + lambda;50;11;89;;;;;;
WD.BA;proportion + lambda;50;11;90;;;;;;
WD.BA;proportion + lambda;50;11;91;;;;;;
WD.BA;proportion + lambda;50;11;92;;;;;;
WD.BA;proportion + lambda;50;11;93;;;;;;
WD.BA;proportion + lambda;50;11;94;;;;;;
WD.BA;proportion + lambda;50;11;95;;;;;;
WD.BA;proportion + lambda;50;11;96;;;;;;
WD.BA;proportion + lambda;50;11;97;;;;;;
WD.BA;proportion + lambda;50;11;98;;;;;;
WD.BA;proportion + lambda;50;11;99;;;;;;
WD.BA;proportion + lambda;50;11;100;;;;;;
WD.BA;proportion + lambda;50;11;101;;;;;;
WD.BA;proportion + lambda;50;11;102;;;;;;
WD.BA;proportion + lambda;50;11;103;;;;;;
WD.BA;proportion + lambda;50;11;104;;;;;;
WD.BA;proportion + lambda;50;11;105;;;;;;
WD.BA;proportion + lambda;50;11;106;;;;;;
WD.BA;proportion + lambda;50;11;107;;;;;;
WD.BA;proportion + lambda;50;11;108;;;;;;
WD.BA;proportion + lambda;50;11;109;;;;;;
WD.BA;proportion + lambda;50;11;110;;;;;;
WD.BA;proportion + lambda;50;11;111;;;;;;
WD.BA;proportion + lambda;50;11;112;;;;;;
WD.BA;proportion + lambda;50;11;113;;;;;;
WD.BA;proportion + lambda;50;11;114;;;;;;
WD.BA;proportion + lambda;50;11;115;;;;;;
WD.BA;proportion + lambda;50;11;116;;;;;;
WD.BA;proportion + lambda;50;11;117;;;;;;
WD.BA;proportion + lambda;50;11;118;;;;;;
WD.BA;proportion + lambda;50;11;119;;;;;;
WD.BA;proportion + lambda;50;11;120;;;;;;
WD.BA;proportion + lambda;50;12;1;0,0408927162921365;0,0604922704509971;0,179427582754344;0,0348152933626718;0,00894555146915464;(Intercept)=1.34676182736648 + lambda=-0.445707333559744 + proportion=-0.500019119879493
WD.BA;proportion + lambda;50;12;2;0,0409858167787744;0,0606299932614992;0,182629234814347;0,0335209274038366;0,00678826184640805;(Intercept)=1.77284782775684 + lambda=-0.791224641659089 + proportion=-0.52476156217872
WD.BA;proportion + lambda;50;12;3;0,0433518247062757;0,0641300099983951;0,0873703446459665;0,0340832556593861;0,044985817173848;(Intercept)=1.528727801076 + lambda=-0.629956464624153 + proportion=-0.42804130502088
WD.BA;proportion + lambda;50;12;4;0,042865044818488;0,0634099203762778;0,104146753779133;0,0332134831876152;0,0339772351196259;(Intercept)=1.67966698454038 + lambda=-0.754281500480646 + proportion=-0.461757751322163
WD.BA;proportion + lambda;50;12;5;0,0420656464767181;0,0622273767579238;0,132318765150254;0,0327343353470213;0,0210263008507929;(Intercept)=1.97382371273888 + lambda=-0.98971809500118 + proportion=-0.505791569684709
WD.BA;proportion + lambda;50;12;6;0,0395919831459078;0,0585681062378858;0,226533187480713;0,030213972445778;0,00438168161902057;(Intercept)=2.33086544611432 + lambda=-1.27592814509437 + proportion=-0.566475504239093
WD.BA;proportion + lambda;50;12;7;0,0418538935038374;0,0619141322668317;0,161840988544484;0,0327819521711439;0,00783413550529077;(Intercept)=2.34778297410677 + lambda=-1.30076143987752 + proportion=-0.531175579569215
WD.BA;proportion + lambda;50;12;8;0,0412661512861703;0,0610446898719419;0,179271843131414;0,0326154187891558;0,00585697102489987;(Intercept)=2.44089263684399 + lambda=-1.37928093739526 + proportion=-0.570914840450449
WD.BA;proportion + lambda;50;12;9;0,0415517381926242;0,0614671563145978;0,157945521523141;0,0325533071072495;0,00944116817721946;(Intercept)=2.42749265896836 + lambda=-1.37670709120795 + proportion=-0.543645731967399
WD.BA;proportion + lambda;50;12;10;0,0429489361712193;0,0635340201881286;0,106576411817841;0,0325079683664206;0,0231299148821307;(Intercept)=2.38359680684776 + lambda=-1.34849527304338 + proportion=-0.515904312588848
WD.BA;proportion + lambda;50;12;11;0,0420236881225427;0,0621653080978151;0,138551933051195;0,0328568602462802;0,0143033056429871;(Intercept)=2.78216239958011 + lambda=-1.67401139371237 + proportion=-0.557868830590845
