WD_quartile;n;WD_mean;prop_at_20m_mean;prop_at_20m_sd;prop_at_25m_mean;prop_at_25m_sd;h75_mean;h75_sd;h90_mean;h90_sd;h50_mean;h50_sd;h25_mean;h25_sd;prop_at_30m_mean;prop_at_30m_sd;h10_mean;h10_sd
Q1;19;0,479219649919961;0,593780052899826;0,245960438759054;0,802341222452832;0,198550170322422;23,0737388255816;5,99769200488649;26,6071691915934;6,21155274376239;18,7104656829832;6,09678633197517;13,7495539799767;4,66441971540463;0,895531380233595;0,158975290958835;9,37804543371866;4,26139412208412
Q2;19;0,618525744404045;0,344732584720799;0,290587186764365;0,533029461379485;0,269929165836499;28,3569349497018;6,11913484694976;31,7157955893136;6,36803626169145;24,0795005947620;5,81767180035492;19,1725571408149;5,39857383967571;0,754109724882304;0,200176667477410;14,17999194057730;5,29074154412906
Q3;19;0,669730406271728;0,185256760680141;0,159393246384162;0,346422074188606;0,228285053104464;32,5639803535444;4,54225576771383;35,8218954480066;4,63421010806825;28,1443851906532;4,61554777434335;23,1217240051977;5,29928410379414;0,579833016452289;0,239222530797125;17,70298509498062;6,33017686214169
Q4;19;0,710911453471103;0,214473854369484;0,169175133406876;0,412029646972766;0,246042657780431;32,9029782339292;7,73874899314050;36,5817549093600;8,29178808297016;28,0912288680015;7,29558923227215;22,3147440805492;6,53770699408507;0,632761169922373;0,279825256937982;16,53124505445193;6,69640198860558
