plot_name;WD_BA;prop_at_20m;predicted;residual;residual_std
JEU2;0,281860405949400;0,710400000000000;0,536565807928829;-0,254705401979429;-3,23998920612392
JEU4;0,344466343333328;0,552700000000000;0,571405148902197;-0,226938805568869;-2,88678322006368
Betamba_3;0,467313882724366;0,130800000000000;0,664611984391506;-0,197298101667140;-2,50973758240864
JEU3;0,312681517932898;0,962645914396887;0,480839229483603;-0,168157711550705;-2,13905620421347
WWF-DIAF_supp1_Principal;0,705208027749587;0,682626262626263;0,542701627246955;0,162506400502632;2,06716849922602
