lhs;rhs;est;std.all;pvalue
PCA1;CA1;-2,06929027281849587;-0,5332346884790696;0,00000003917042201706522064342
PCA1;CA2;-0,13736069370646231;-0,0329408543500233;0,73428670309433363705409192335
WD_BA;CA1;-0,06630906050510607;-0,6085404580270651;0,00000000000000000000000000000
WD_BA;CA2;0,05218200558082418;0,4456693373297930;0,00000000000000222044604925031
WD_BA;PCA1;0,00757889635456224;0,2699141003228723;0,00004839839490022868062624184
