plot_ref;site;sp;dbh;h
Modele_4402_Principal;DRC;Anonidium mannii;36;26,2
Modele_4402_Principal;DRC;Heisteria parvifolia;35,7;
Modele_4402_Principal;DRC;Mammea africana;35,4;32,9
Modele_4402_Principal;DRC;Polyalthia suaveolens;34,8;28,2
Modele_4402_Principal;DRC;Dacryodes sp;34,5;26,1
Modele_4402_Principal;DRC;Mammea africana;34,1;
Modele_4402_Principal;DRC;Dialium sp;33,2;
Modele_4402_Principal;DRC;Mammea africana;32,9;24,2
Modele_4402_Principal;DRC;Mammea africana;32,8;
Modele_4402_Principal;DRC;Polyalthia suaveolens;32,3;35,2
Modele_4402_Principal;DRC;Fagara macrophylla;32,2;
Modele_4402_Principal;DRC;Trichilia welwitschii;31,6;24,2
Modele_4402_Principal;DRC;Musanga cecropioides;31;
Modele_4402_Principal;DRC;Homalium sp;30,7;25,7
Modele_4402_Principal;DRC;Mammea africana;30,4;
Modele_4402_Principal;DRC;synsepalum stipulatum;30,4;20,8
Modele_4402_Principal;DRC;Polyalthia suaveolens;30,3;27,2
Modele_4402_Principal;DRC;Homalium sp;30;
Modele_4402_Principal;DRC;Mammea africana;30;31,4
Modele_4402_Principal;DRC;synsepalum stipulatum;30;
Modele_4402_Principal;DRC;Polyalthia suaveolens;29,9;
Modele_4402_Principal;DRC;Polyalthia suaveolens;29,6;
Modele_4402_Principal;DRC;Mammea africana;29;
Modele_4402_Principal;DRC;Musanga cecropioides;29;
Modele_4402_Principal;DRC;Polyalthia suaveolens;28,3;
Modele_4402_Principal;DRC;Mammea africana;27,8;
Modele_4402_Principal;DRC;Musanga cecropioides;27,7;22,5
Modele_4402_Principal;DRC;Polyalthia suaveolens;27,4;
Modele_4402_Principal;DRC;Polyalthia suaveolens;27,2;
Modele_4402_Principal;DRC;Polyalthia suaveolens;27,1;
Modele_4402_Principal;DRC;Polyalthia suaveolens;27,1;
Modele_4402_Principal;DRC;Chrysophyllum lacourtianum;26,5;
Modele_4402_Principal;DRC;Polyalthia suaveolens;26,4;
Modele_4402_Principal;DRC;synsepalum stipulatum;25,9;
Modele_4402_Principal;DRC;Xylopia aethiopica;25,2;
Modele_4402_Principal;DRC;Polyalthia suaveolens;25,2;
Modele_4402_Principal;DRC;Musanga cecropioides;25;23,3
Modele_4402_Principal;DRC;Staudtia stipitata;24,9;34,6
Modele_4402_Principal;DRC;Polyalthia suaveolens;24,9;
Modele_4402_Principal;DRC;Polyalthia suaveolens;24,9;
Modele_4402_Principal;DRC;Xylopia sp;24,9;
Modele_4402_Principal;DRC;Polyalthia suaveolens;24,8;
Modele_4402_Principal;DRC;Musanga cecropioides;24,3;
Modele_4402_Principal;DRC;Polyalthia suaveolens;24,3;
Modele_4402_Principal;DRC;Polyalthia suaveolens;24,3;
Modele_4402_Principal;DRC;Xylopia aethiopica;24,2;
Modele_4402_Principal;DRC;Synsepalum stipulatum;23,6;19,8
Modele_4402_Principal;DRC;Fernandao adolfi-fredericii;23,6;
Modele_4402_Principal;DRC;Cola griseiflora;22,9;20,5
Modele_4402_Principal;DRC;Garcinia cola;22,9;
Modele_4402_Principal;DRC;Chaetocarpus africanus;22,9;
Modele_4402_Principal;DRC;Dacryodes sp;22,7;22,1
Modele_4402_Principal;DRC;synsepalum stipulatum;22,6;
Modele_4402_Principal;DRC;Dialium pachyphyllum;22,5;
Modele_4402_Principal;DRC;synsepalum stipulatum;22,4;
Modele_4402_Principal;DRC;Garcinia cola;22,3;20,3
Modele_4402_Principal;DRC;synsepalum stipulatum;22,3;
Modele_4402_Principal;DRC;synsepalum stipulatum;22,3;
Modele_4402_Principal;DRC;Musanga cecropioides;22,1;
Modele_4402_Principal;DRC;synsepalum stipulatum;22;
Modele_4402_Principal;DRC;Musanga cecropioides;21,7;21,6
Modele_4402_Principal;DRC;Polyalthia suaveolens;21,7;
Modele_4402_Principal;DRC;Polyalthia suaveolens;21,7;
Modele_4402_Principal;DRC;Dialium corbisieri;21,3;
Modele_4402_Principal;DRC;Polyalthia suaveolens;21,1;
Modele_4402_Principal;DRC;Polyalthia suaveolens;21;
Modele_4402_Principal;DRC;Polyalthia suaveolens;21;
Modele_4402_Principal;DRC;Polyalthia suaveolens;20,8;
Modele_4402_Principal;DRC;Polyalthia suaveolens;20,8;
Modele_4402_Principal;DRC;synsepalum stipulatum;20,5;
Modele_4402_Principal;DRC;Polyalthia suaveolens;20,4;
Modele_4402_Principal;DRC;Musanga cecropioides;20,4;
Modele_4402_Principal;DRC;Polyalthia suaveolens;20,4;
Modele_4402_Principal;DRC;Panda oleosa;20,4;
Modele_4402_Principal;DRC;Chaetocarpus africanus;20,2;
Modele_4402_Principal;DRC;Dialium corbisieri;20,2;
Modele_4402_Principal;DRC;synsepalum stipulatum;20,1;
Modele_4402_Principal;DRC;Musanga cecropioides;19,7;
Modele_4402_Principal;DRC;Blighia welwitschii;19,7;
Modele_4402_Principal;DRC;Diospyros sp;19,7;
Modele_4402_Principal;DRC;Chaetocarpus africanus;19,6;
Modele_4402_Principal;DRC;Diospyros sp;19,5;
Modele_4402_Principal;DRC;Polyalthia suaveolens;19,5;
Modele_4402_Principal;DRC;Dialium pachyphyllum;19,4;
Modele_4402_Principal;DRC;Garcinia punctata;19,4;
Modele_4402_Principal;DRC;synsepalum stipulatum;19,2;
Modele_4402_Principal;DRC;Polyalthia suaveolens;19,1;
Modele_4402_Principal;DRC;Polyalthia suaveolens;19,1;
Modele_4402_Principal;DRC;Cola griseiflora;18,7;
Modele_4402_Principal;DRC;Diospyros sp;18,5;
Modele_4402_Principal;DRC;Musanga cecropioides;18,5;
Modele_4402_Principal;DRC;synsepalum stipulatum;18,5;
Modele_4402_Principal;DRC;Polyalthia suaveolens;18,3;
Modele_4402_Principal;DRC;synsepalum stipulatum;18,3;
Modele_4402_Principal;DRC;Pentaclethra eetveldeana;18,2;
