metric;correlation;p_value;method;target_variable;metric_label
transition_thickness;0,177082013412166533;0,12594206623948286938308;Pearson;prop_g_npld;Épaisseur zone de transition
transition_thickness;0,181146479281225820;0,11734576988740673397782;Spearman;prop_g_npld;Épaisseur zone de transition
upper_thickness;-0,028322512345922014;0,80810878493906346253794;Pearson;prop_g_npld;Épaisseur zone supérieure
upper_thickness;0,007192523287916127;0,95082996818647846914985;Spearman;prop_g_npld;Épaisseur zone supérieure
basal_auc_norm;0,125215426613339564;0,28114092223391279334876;Pearson;prop_g_npld;basal_auc_norm
basal_auc_norm;0,069965823650034162;0,54812256154622707171598;Spearman;prop_g_npld;basal_auc_norm
basal_auc;0,124619713050735118;0,28345423420141613313206;Pearson;prop_g_npld;basal_auc
basal_auc;0,028571428571428571;0,80645497813965927313973;Spearman;prop_g_npld;basal_auc
transition_auc_norm;-0,093065959413547325;0,42393017233460728032668;Pearson;prop_g_npld;transition_auc_norm
transition_auc_norm;-0,078113465481886538;0,50240062051835276957235;Spearman;prop_g_npld;transition_auc_norm
transition_auc;0,119529434346237418;0,30373521155467725352040;Pearson;prop_g_npld;transition_auc
transition_auc;0,152453861927546119;0,18859891249526619660948;Spearman;prop_g_npld;transition_auc
upper_auc_norm;-0,064520260427583076;0,57976361604054171827727;Pearson;prop_g_npld;upper_auc_norm
upper_auc_norm;-0,003062200956937799;0,97905532740503187216774;Spearman;prop_g_npld;upper_auc_norm
upper_auc;-0,177577033106606857;0,12487011819880426688467;Pearson;prop_g_npld;upper_auc
upper_auc;-0,196664388243335597;0,08861709422011007641906;Spearman;prop_g_npld;upper_auc
slope_basal;-0,041985877383787062;0,71875960560934171184044;Pearson;prop_g_npld;slope_basal
slope_basal;0,030922761449077237;0,79087542177493230788343;Spearman;prop_g_npld;slope_basal
slope_transition;-0,116445730806676098;0,31646970518541500672072;Pearson;prop_g_npld;slope_transition
slope_transition;-0,184962406015037606;0,10969263705745192771790;Spearman;prop_g_npld;slope_transition
slope_upper;0,100793349973134813;0,38630243217100446173617;Pearson;prop_g_npld;slope_upper
slope_upper;-0,042050580997949422;0,71834427923446841912636;Spearman;prop_g_npld;slope_upper
height_max_d1;0,010171627328749591;0,93050712966411508464404;Pearson;prop_g_npld;Hauteur à pente maximale
height_max_d1;-0,003172389381110715;0,97830184558031862973593;Spearman;prop_g_npld;Hauteur à pente maximale
max_d1;-0,046126912073333783;0,69234752775825969539625;Pearson;prop_g_npld;Pente maximale
max_d1;-0,099849624060150383;0,39078765701253492803602;Spearman;prop_g_npld;Pente maximale
height_max_d2;0,107129598309150545;0,35699281613386990574810;Pearson;prop_g_npld;Hauteur à accélération max
height_max_d2;0,078066773819994745;0,50265688909539130158066;Spearman;prop_g_npld;Hauteur à accélération max
max_d2;-0,087430983588421538;0,45264466661317470652648;Pearson;prop_g_npld;Accélération maximale
max_d2;-0,163991797676008189;0,15690527250820451854452;Spearman;prop_g_npld;Accélération maximale
height_min_d2;-0,044422792138565433;0,70317444400572182150455;Pearson;prop_g_npld;Hauteur à décélération max
height_min_d2;-0,013899913784696684;0,90513744259318229534728;Spearman;prop_g_npld;Hauteur à décélération max
min_d2;0,041666416880514846;0,72081138314052850546432;Pearson;prop_g_npld;Décélération maximale
min_d2;0,053451811346548188;0,64653053982778496688866;Spearman;prop_g_npld;Décélération maximale
prop_at_5m;-0,302260942451746617;0,00796003269352522045688;Pearson;prop_g_shade;prop_at_5m
prop_at_5m;-0,453938329763023674;0,00003812460042593048790;Spearman;prop_g_shade;prop_at_5m
prop_at_10m;-0,341551760970091656;0,00253111017988931312483;Pearson;prop_g_shade;Proportion de trouées à 10m
prop_at_10m;-0,479032665989768680;0,00001200029854409566297;Spearman;prop_g_shade;Proportion de trouées à 10m
prop_at_15m;-0,378228171147259040;0,00075511724644637841491;Pearson;prop_g_shade;Proportion de trouées à 15m
prop_at_15m;-0,441329058992257717;0,00006591802333273734144;Spearman;prop_g_shade;Proportion de trouées à 15m
prop_at_20m;-0,505314617406746658;0,00000323103421384997044;Pearson;prop_g_shade;Proportion de trouées à 20m
prop_at_20m;-0,481203007518796966;0,00001081174257822682975;Spearman;prop_g_shade;Proportion de trouées à 20m
prop_at_25m;-0,525982192555824568;0,00000106355287755138809;Pearson;prop_g_shade;prop_at_25m
prop_at_25m;-0,476872705907967875;0,00001330353777610431253;Spearman;prop_g_shade;prop_at_25m
prop_at_30m;-0,385423743826908582;0,00058555621208712606198;Pearson;prop_g_shade;Proportion de trouées à 30m
prop_at_30m;-0,398003831994579726;0,00037013059595013850320;Spearman;prop_g_shade;Proportion de trouées à 30m
prop_at_35m;-0,211901724607475861;0,06611711635463903002918;Pearson;prop_g_shade;prop_at_35m
prop_at_35m;-0,347071494618410581;0,00212886260051111698977;Spearman;prop_g_shade;prop_at_35m
prop_at_40m;-0,054188344452584185;0,64199188089735026441218;Pearson;prop_g_shade;prop_at_40m
prop_at_40m;-0,175935664114493601;0,12845139084081252933700;Spearman;prop_g_shade;prop_at_40m
h10;0,444456886045456356;0,00005766134012752483439;Pearson;prop_g_shade;Hauteur à 10% de trouées
h10;0,444620642515379305;0,00005725669495014213285;Spearman;prop_g_shade;Hauteur à 10% de trouées
h25;0,437675639807651784;0,00007694433115083705837;Pearson;prop_g_shade;Hauteur à 25% de trouées
h25;0,447764866712235143;0,00004998024921966345336;Spearman;prop_g_shade;Hauteur à 25% de trouées
h50;0,389293330435366403;0,00050948200197681802696;Pearson;prop_g_shade;Hauteur à 50% de trouées
h50;0,417115516062884439;0,00017793429739990765967;Spearman;prop_g_shade;Hauteur à 50% de trouées
h75;0,390310044458960226;0,00049105035988825952980;Pearson;prop_g_shade;Hauteur à 75% de trouées
h75;0,392727272727272758;0,00044964866289608803988;Spearman;prop_g_shade;Hauteur à 75% de trouées
h90;0,381824974882252033;0,00066545751875231155554;Pearson;prop_g_shade;Hauteur à 90% de trouées
h90;0,388462064251537897;0,00052501867353855330694;Spearman;prop_g_shade;Hauteur à 90% de trouées
h100;0,356748975879775776;0,00167963677672452039828;Pearson;prop_g_shade;h100
h100;0,320640828376257958;0,00503709097648676572268;Spearman;prop_g_shade;h100
auc_norm;-0,328076486029246883;0,00381287430177377172080;Pearson;prop_g_shade;auc_norm
auc_norm;-0,288694463431305504;0,01143330457129047503240;Spearman;prop_g_shade;auc_norm
auc;-0,070010331366613804;0,54786743688890715553441;Pearson;prop_g_shade;Aire sous la courbe
auc;-0,083444976076555030;0,47358921853808921831330;Spearman;prop_g_shade;Aire sous la courbe
auc_0_25_norm;-0,281757878048645938;0,01367163637137106500796;Pearson;prop_g_shade;auc_0_25_norm
auc_0_25_norm;-0,267751196172248795;0,01936728251472235456943;Spearman;prop_g_shade;auc_0_25_norm
auc_0_25;0,022131076638942582;0,84949726581486717513769;Pearson;prop_g_shade;auc_0_25
auc_0_25;0,060259740259740256;0,60508908545130279943436;Spearman;prop_g_shade;auc_0_25
auc_25_75_norm;0,103463384617276152;0,37378040273140888949399;Pearson;prop_g_shade;auc_25_75_norm
auc_25_75_norm;0,101818181818181822;0,38146676672191537349477;Spearman;prop_g_shade;auc_25_75_norm
auc_25_75;0,004027230400820828;0,97245703349278023175373;Pearson;prop_g_shade;auc_25_75
auc_25_75;-0,022064251537935748;0,84994641645923008077546;Spearman;prop_g_shade;auc_25_75
auc_75_100_norm;0,024721773482084455;0,83212268425382840408844;Pearson;prop_g_shade;auc_75_100_norm
auc_75_100_norm;0,034203691045796306;0,76927384215483041174366;Spearman;prop_g_shade;auc_75_100_norm
auc_75_100;-0,081951453229842930;0,48156929125103720146228;Pearson;prop_g_shade;auc_75_100
auc_75_100;-0,038687628161312368;0,74003612555275544160338;Spearman;prop_g_shade;auc_75_100
basal_thickness;0,438164188914511699;0,00007537690430801900223;Pearson;prop_g_shade;Épaisseur zone basale
basal_thickness;0,447442209645100841;0,00005068535067390945271;Spearman;prop_g_shade;Épaisseur zone basale
transition_thickness;-0,009180984081012044;0,93726081493328172733470;Pearson;prop_g_shade;Épaisseur zone de transition
transition_thickness;-0,038933424005068176;0,73844356578951586556059;Spearman;prop_g_shade;Épaisseur zone de transition
upper_thickness;-0,389672989355931310;0,00050252665841622496268;Pearson;prop_g_shade;Épaisseur zone supérieure
upper_thickness;-0,392744589116971465;0,00044936394467388868874;Spearman;prop_g_shade;Épaisseur zone supérieure
basal_auc_norm;-0,281757878048645938;0,01367163637137106500796;Pearson;prop_g_shade;basal_auc_norm
basal_auc_norm;-0,267751196172248795;0,01936728251472235456943;Spearman;prop_g_shade;basal_auc_norm
basal_auc;0,022131076638942582;0,84949726581486717513769;Pearson;prop_g_shade;basal_auc
basal_auc;0,060259740259740256;0,60508908545130279943436;Spearman;prop_g_shade;basal_auc
transition_auc_norm;0,103463384617276152;0,37378040273140888949399;Pearson;prop_g_shade;transition_auc_norm
transition_auc_norm;0,101818181818181822;0,38146676672191537349477;Spearman;prop_g_shade;transition_auc_norm
transition_auc;0,004027230400820828;0,97245703349278023175373;Pearson;prop_g_shade;transition_auc
transition_auc;-0,022064251537935748;0,84994641645923008077546;Spearman;prop_g_shade;transition_auc
upper_auc_norm;0,024721773482084455;0,83212268425382840408844;Pearson;prop_g_shade;upper_auc_norm
upper_auc_norm;0,034203691045796306;0,76927384215483041174366;Spearman;prop_g_shade;upper_auc_norm
upper_auc;-0,081951453229842930;0,48156929125103720146228;Pearson;prop_g_shade;upper_auc
upper_auc;-0,038687628161312368;0,74003612555275544160338;Spearman;prop_g_shade;upper_auc
slope_basal;-0,102358731287060689;0,37893091181816951351635;Pearson;prop_g_shade;slope_basal
slope_basal;-0,348872180451127778;0,00201064926370046010914;Spearman;prop_g_shade;slope_basal
slope_transition;-0,157215135119021715;0,17500175892811042910324;Pearson;prop_g_shade;slope_transition
slope_transition;0,038441558441558436;0,74163155401776714725770;Spearman;prop_g_shade;slope_transition
slope_upper;0,119004459334580939;0,30587925933102660946972;Pearson;prop_g_shade;slope_upper
slope_upper;0,266438824333561197;0,01999245976239566457977;Spearman;prop_g_shade;slope_upper
height_max_d1;0,328660497195881529;0,00374715389784295669490;Pearson;prop_g_shade;Hauteur à pente maximale
height_max_d1;0,364729060182612475;0,00119824213095277788861;Spearman;prop_g_shade;Hauteur à pente maximale
max_d1;-0,318263686421076719;0,00508143748325044081193;Pearson;prop_g_shade;Pente maximale
max_d1;-0,186028708133971293;0,10762471912510190863443;Spearman;prop_g_shade;Pente maximale
height_max_d2;0,234637896293824977;0,04133021194769714162787;Pearson;prop_g_shade;Hauteur à accélération max
height_max_d2;0,279165688466557871;0,01460047509410558608245;Spearman;prop_g_shade;Hauteur à accélération max
max_d2;-0,316680684011587554;0,00531782271379545312673;Pearson;prop_g_shade;Accélération maximale
max_d2;-0,234039644565960353;0,04186592372692572727733;Spearman;prop_g_shade;Accélération maximale
height_min_d2;0,378912932450696682;0,00073724474390454957772;Pearson;prop_g_shade;Hauteur à décélération max
height_min_d2;0,410033775631047592;0,00023461315378950695206;Spearman;prop_g_shade;Hauteur à décélération max
min_d2;0,353986263156246261;0,00170640278791809913046;Pearson;prop_g_shade;Décélération maximale
min_d2;0,185755297334244701;0,10815204900415523181501;Spearman;prop_g_shade;Décélération maximale
prop_at_5m;0,182821415062167369;0,11393749379265627474922;Pearson;prop_ind_helio;prop_at_5m
prop_at_5m;0,491520442415672498;0,00000652075172631895524;Spearman;prop_ind_helio;prop_at_5m
prop_at_10m;0,230574382489982632;0,04508334620277285043066;Pearson;prop_ind_helio;Proportion de trouées à 10m
prop_at_10m;0,544501329481820950;0,00000036845920533309272;Spearman;prop_ind_helio;Proportion de trouées à 10m
prop_at_15m;0,330187594106997218;0,00358004668149385476064;Pearson;prop_ind_helio;Proportion de trouées à 15m
prop_at_15m;0,555014046588813703;0,00000019611561883525217;Spearman;prop_ind_helio;Proportion de trouées à 15m
prop_at_20m;0,521241481061250234;0,00000138126131966071173;Pearson;prop_ind_helio;Proportion de trouées à 20m
prop_at_20m;0,574135338345864610;0,00000005881667866765618;Spearman;prop_ind_helio;Proportion de trouées à 20m
prop_at_25m;0,498131406525575138;0,00000467519149307636181;Pearson;prop_ind_helio;prop_at_25m
prop_at_25m;0,537638671500403009;0,00000054979430913808820;Spearman;prop_ind_helio;prop_at_25m
prop_at_30m;0,360656362986617463;0,00137206033190629913578;Pearson;prop_ind_helio;Proportion de trouées à 30m
prop_at_30m;0,424063443941734286;0,00013484243476858848881;Spearman;prop_ind_helio;Proportion de trouées à 30m
prop_at_35m;0,292372299150075399;0,01038127110957305816730;Pearson;prop_ind_helio;prop_at_35m
prop_at_35m;0,396158693738560941;0,00039634123207678615243;Spearman;prop_ind_helio;prop_at_35m
prop_at_40m;0,210221561896498960;0,06834547120510549300665;Pearson;prop_ind_helio;prop_at_40m
prop_at_40m;0,300335640968030948;0,00838827664998144546804;Spearman;prop_ind_helio;prop_at_40m
h10;-0,374061807399813318;0,00087261956142032715347;Pearson;prop_ind_helio;Hauteur à 10% de trouées
h10;-0,556582365003417623;0,00000017817356615343081;Spearman;prop_ind_helio;Hauteur à 10% de trouées
h25;-0,394764661024885777;0,00041725829477956072810;Pearson;prop_ind_helio;Hauteur à 25% de trouées
h25;-0,550184552289815443;0,00000026272102237675762;Spearman;prop_ind_helio;Hauteur à 25% de trouées
h50;-0,415141630768082137;0,00019230940866436498039;Pearson;prop_ind_helio;Hauteur à 50% de trouées
h50;-0,513356117566643899;0,00000211510884598164478;Spearman;prop_ind_helio;Hauteur à 50% de trouées
h75;-0,442212891999419488;0,00006348025698774974711;Pearson;prop_ind_helio;Hauteur à 75% de trouées
h75;-0,497634996582364986;0,00000479462217070336300;Spearman;prop_ind_helio;Hauteur à 75% de trouées
h90;-0,432877747381608446;0,00009402386033193768037;Pearson;prop_ind_helio;Hauteur à 90% de trouées
h90;-0,473028024606971964;0,00001595588717405426458;Spearman;prop_ind_helio;Hauteur à 90% de trouées
h100;-0,313030979832215728;0,00624784694253623183041;Pearson;prop_ind_helio;h100
h100;-0,322848902323224385;0,00472708350356759038347;Spearman;prop_ind_helio;h100
auc_norm;0,339734884448647190;0,00267768713652876463177;Pearson;prop_ind_helio;auc_norm
auc_norm;0,457799043062200928;0,00003210018230765086946;Spearman;prop_ind_helio;auc_norm
auc;0,083318547993922992;0,47426196715769586287337;Pearson;prop_ind_helio;Aire sous la courbe
auc;0,163909774436090228;0,15711565920416956099182;Spearman;prop_ind_helio;Aire sous la courbe
auc_0_25_norm;0,230486894664812231;0,04516714772132460198328;Pearson;prop_ind_helio;auc_0_25_norm
auc_0_25_norm;0,307723855092276122;0,00684756051296223338526;Spearman;prop_ind_helio;auc_0_25_norm
auc_0_25;-0,075834095746741437;0,51498957358400310191371;Pearson;prop_ind_helio;auc_0_25
auc_0_25;-0,106985645933014351;0,35764306466580408905287;Spearman;prop_ind_helio;auc_0_25
auc_25_75_norm;-0,121642988021130882;0,29520244522914462770302;Pearson;prop_ind_helio;auc_25_75_norm
auc_25_75_norm;-0,105454545454545454;0,36460433476309561662276;Spearman;prop_ind_helio;auc_25_75_norm
auc_25_75;-0,164370890795991903;0,15593562944263197889150;Pearson;prop_ind_helio;auc_25_75
auc_25_75;-0,041695146958304848;0,72062677955338627633353;Spearman;prop_ind_helio;auc_25_75
auc_75_100_norm;0,030174067001980887;0,79582759210618725376207;Pearson;prop_ind_helio;auc_75_100_norm
auc_75_100_norm;0,002870813397129186;0,98036410190529654773428;Spearman;prop_ind_helio;auc_75_100_norm
auc_75_100;0,166073388405886396;0,15163584765421403433017;Pearson;prop_ind_helio;auc_75_100
auc_75_100;0,170143540669856458;0,14171570394881954912947;Spearman;prop_ind_helio;auc_75_100
basal_thickness;-0,395520042986602871;0,00040580192402565797710;Pearson;prop_ind_helio;Épaisseur zone basale
basal_thickness;-0,551080989233139751;0,00000024892907571879451;Spearman;prop_ind_helio;Épaisseur zone basale
transition_thickness;-0,180960556431983527;0,11772888135994291625153;Pearson;prop_ind_helio;Épaisseur zone de transition
transition_thickness;-0,008936212961444472;0,93893023585371704342606;Spearman;prop_ind_helio;Épaisseur zone de transition
upper_thickness;0,442999303108906395;0,00006138173437280596142;Pearson;prop_ind_helio;Épaisseur zone supérieure
upper_thickness;0,496708000824245821;0,00000502534519668494052;Spearman;prop_ind_helio;Épaisseur zone supérieure
basal_auc_norm;0,230486894664812231;0,04516714772132460198328;Pearson;prop_ind_helio;basal_auc_norm
basal_auc_norm;0,307723855092276122;0,00684756051296223338526;Spearman;prop_ind_helio;basal_auc_norm
basal_auc;-0,075834095746741437;0,51498957358400310191371;Pearson;prop_ind_helio;basal_auc
basal_auc;-0,106985645933014351;0,35764306466580408905287;Spearman;prop_ind_helio;basal_auc
transition_auc_norm;-0,121642988021130882;0,29520244522914462770302;Pearson;prop_ind_helio;transition_auc_norm
transition_auc_norm;-0,105454545454545454;0,36460433476309561662276;Spearman;prop_ind_helio;transition_auc_norm
transition_auc;-0,164370890795991903;0,15593562944263197889150;Pearson;prop_ind_helio;transition_auc
transition_auc;-0,041695146958304848;0,72062677955338627633353;Spearman;prop_ind_helio;transition_auc
upper_auc_norm;0,030174067001980887;0,79582759210618725376207;Pearson;prop_ind_helio;upper_auc_norm
upper_auc_norm;0,002870813397129186;0,98036410190529654773428;Spearman;prop_ind_helio;upper_auc_norm
upper_auc;0,166073388405886396;0,15163584765421403433017;Pearson;prop_ind_helio;upper_auc
upper_auc;0,170143540669856458;0,14171570394881954912947;Spearman;prop_ind_helio;upper_auc
slope_basal;0,110271515764605046;0,34298256777246105553303;Pearson;prop_ind_helio;slope_basal
slope_basal;0,506712235133287670;0,00000300397467750481501;Spearman;prop_ind_helio;slope_basal
slope_transition;0,313797485210738358;0,00577345691658963551529;Pearson;prop_ind_helio;slope_transition
slope_transition;0,004319890635680109;0,97045634246336387462861;Spearman;prop_ind_helio;slope_transition
slope_upper;-0,240322405262662492;0,03651803104328017052227;Pearson;prop_ind_helio;slope_upper
slope_upper;-0,334518113465481881;0,00314169254389114150847;Spearman;prop_ind_helio;slope_upper
height_max_d1;-0,334119597265141066;0,00317992816899202637021;Pearson;prop_ind_helio;Hauteur à pente maximale
height_max_d1;-0,399912499310189518;0,00034469583962131947067;Spearman;prop_ind_helio;Hauteur à pente maximale
max_d1;0,428701477536578113;0,00011167788671486834180;Pearson;prop_ind_helio;Pente maximale
max_d1;0,234531784005468202;0,04142481441506313394330;Spearman;prop_ind_helio;Pente maximale
height_max_d2;-0,291809617261717669;0,01053654336782371657433;Pearson;prop_ind_helio;Hauteur à accélération max
height_max_d2;-0,390675967144758995;0,00048456714287927295844;Spearman;prop_ind_helio;Hauteur à accélération max
max_d2;0,429777813318008794;0,00010685638122751009893;Pearson;prop_ind_helio;Accélération maximale
max_d2;0,308380041011619921;0,00672360524859687454236;Spearman;prop_ind_helio;Accélération maximale
height_min_d2;-0,380212808918174605;0,00070437225841235887817;Pearson;prop_ind_helio;Hauteur à décélération max
height_min_d2;-0,497906951063239345;0,00000472884310811991915;Spearman;prop_ind_helio;Hauteur à décélération max
min_d2;-0,486422592160960399;0,00000838860779406576166;Pearson;prop_ind_helio;Décélération maximale
min_d2;-0,208721804511278169;0,07038527989461650091751;Spearman;prop_ind_helio;Décélération maximale
prop_at_5m;0,191493532550577800;0,09749751576456716639640;Pearson;prop_ind_npld;prop_at_5m
prop_at_5m;0,160007656051874142;0,16736809969672269970964;Spearman;prop_ind_npld;prop_at_5m
prop_at_10m;0,211480346431168226;0,06667039296710605689178;Pearson;prop_ind_npld;Proportion de trouées à 10m
prop_at_10m;0,193398451121750442;0,09414829246296352316392;Spearman;prop_ind_npld;Proportion de trouées à 10m
prop_at_15m;0,167917898098132318;0,14707790806479889567093;Pearson;prop_ind_npld;Proportion de trouées à 15m
prop_at_15m;0,156050280593396568;0,17826013993013620217987;Spearman;prop_ind_npld;Proportion de trouées à 15m
prop_at_20m;0,135827055291751403;0,24203343625629641922004;Pearson;prop_ind_npld;Proportion de trouées à 20m
prop_at_20m;0,099904306220095690;0,39052692774624753191404;Spearman;prop_ind_npld;Proportion de trouées à 20m
prop_at_25m;0,217801153153446031;0,05875313639320405012523;Pearson;prop_ind_npld;prop_at_25m
prop_at_25m;0,108380781826057648;0,35137184879172478346732;Spearman;prop_ind_npld;prop_at_25m
prop_at_30m;0,200157887102891341;0,08298784236807836556249;Pearson;prop_ind_npld;Proportion de trouées à 30m
prop_at_30m;0,150697294271530668;0,19380316255574053796451;Spearman;prop_ind_npld;Proportion de trouées à 30m
prop_at_35m;0,109422027226654478;0,34673615694011683530107;Pearson;prop_ind_npld;prop_at_35m
prop_at_35m;0,149802484835892535;0,19649360339059790403482;Spearman;prop_ind_npld;prop_at_35m
prop_at_40m;0,002383913684936011;0,98369391638401182387241;Pearson;prop_ind_npld;prop_at_40m
prop_at_40m;0,039663970302133304;0,73371672114512342943726;Spearman;prop_ind_npld;prop_at_40m
h10;-0,217065230487488520;0,05963361537426683373075;Pearson;prop_ind_npld;Hauteur à 10% de trouées
h10;-0,178892686261107298;0,12205499022337185088816;Spearman;prop_ind_npld;Hauteur à 10% de trouées
h25;-0,198008294487474562;0,08641693682326039016584;Pearson;prop_ind_npld;Hauteur à 25% de trouées
h25;-0,129159261790840724;0,26614312008731483283341;Spearman;prop_ind_npld;Hauteur à 25% de trouées
h50;-0,138898668839281231;0,23144970823294302997297;Pearson;prop_ind_npld;Hauteur à 50% de trouées
h50;-0,074449760765550238;0,52271283037725313480593;Spearman;prop_ind_npld;Hauteur à 50% de trouées
h75;-0,142988414463234598;0,21786390325935894862752;Pearson;prop_ind_npld;Hauteur à 75% de trouées
h75;-0,084128503075871483;0,46996095572751861446648;Spearman;prop_ind_npld;Hauteur à 75% de trouées
h90;-0,156406080032680167;0,17726022616954476007756;Pearson;prop_ind_npld;Hauteur à 90% de trouées
h90;-0,102282980177717017;0,37928566597826829376316;Spearman;prop_ind_npld;Hauteur à 90% de trouées
h100;-0,258203225155188176;0,02531110877959222640876;Pearson;prop_ind_npld;h100
h100;-0,152827208406810688;0,19053532924928176517376;Spearman;prop_ind_npld;h100
auc_norm;0,034027952588405352;0,77042662627347857640103;Pearson;prop_ind_npld;auc_norm
auc_norm;-0,045030758714969241;0,69930489865114719982842;Spearman;prop_ind_npld;auc_norm
auc;-0,104208171121594570;0,37033186625510405853845;Pearson;prop_ind_npld;Aire sous la courbe
auc;-0,114313055365686950;0,32547465406853004488141;Spearman;prop_ind_npld;Aire sous la courbe
auc_0_25_norm;0,075221896016238937;0,51839788287340993200303;Pearson;prop_ind_npld;auc_0_25_norm
auc_0_25_norm;0,039507860560492138;0,73472597262739003376453;Spearman;prop_ind_npld;auc_0_25_norm
auc_0_25;0,001147503088732997;0,99215061274571247906806;Pearson;prop_ind_npld;auc_0_25
auc_0_25;-0,000109364319890636;0,99925189191361551976911;Spearman;prop_ind_npld;auc_0_25
auc_25_75_norm;-0,085941169281049529;0,46041232371686680036049;Pearson;prop_ind_npld;auc_25_75_norm
auc_25_75_norm;-0,072836637047163366;0,53178543752479168205127;Spearman;prop_ind_npld;auc_25_75_norm
auc_25_75;0,042608854398011119;0,71476417187818275245093;Pearson;prop_ind_npld;auc_25_75
auc_25_75;0,085714285714285701;0,46160163287522282260511;Spearman;prop_ind_npld;auc_25_75
auc_75_100_norm;-0,066885504600830856;0,56591772159725217683501;Pearson;prop_ind_npld;auc_75_100_norm
auc_75_100_norm;-0,072207792207792207;0,53534326745398963520728;Spearman;prop_ind_npld;auc_75_100_norm
auc_75_100;-0,132396275932465224;0,25424365309860796902086;Pearson;prop_ind_npld;auc_75_100
auc_75_100;-0,205468215994531772;0,07497869791845493403493;Spearman;prop_ind_npld;auc_75_100
basal_thickness;-0,197908356041131689;0,08657904786635826910324;Pearson;prop_ind_npld;Épaisseur zone basale
basal_thickness;-0,125258110704108194;0,28097565207196661951627;Spearman;prop_ind_npld;Épaisseur zone basale
transition_thickness;0,077188645008678461;0,50748910483407971838687;Pearson;prop_ind_npld;Épaisseur zone de transition
transition_thickness;0,093234944726372407;0,42308550798520472291386;Spearman;prop_ind_npld;Épaisseur zone de transition
upper_thickness;0,140786936062480744;0,22510554294345305748060;Pearson;prop_ind_npld;Épaisseur zone supérieure
upper_thickness;0,081729489908507008;0,48276135437195100141849;Spearman;prop_ind_npld;Épaisseur zone supérieure
basal_auc_norm;0,075221896016238937;0,51839788287340993200303;Pearson;prop_ind_npld;basal_auc_norm
basal_auc_norm;0,039507860560492138;0,73472597262739003376453;Spearman;prop_ind_npld;basal_auc_norm
basal_auc;0,001147503088732997;0,99215061274571247906806;Pearson;prop_ind_npld;basal_auc
basal_auc;-0,000109364319890636;0,99925189191361551976911;Spearman;prop_ind_npld;basal_auc
transition_auc_norm;-0,085941169281049529;0,46041232371686680036049;Pearson;prop_ind_npld;transition_auc_norm
transition_auc_norm;-0,072836637047163366;0,53178543752479168205127;Spearman;prop_ind_npld;transition_auc_norm
transition_auc;0,042608854398011119;0,71476417187818275245093;Pearson;prop_ind_npld;transition_auc
transition_auc;0,085714285714285701;0,46160163287522282260511;Spearman;prop_ind_npld;transition_auc
upper_auc_norm;-0,066885504600830856;0,56591772159725217683501;Pearson;prop_ind_npld;upper_auc_norm
upper_auc_norm;-0,072207792207792207;0,53534326745398963520728;Spearman;prop_ind_npld;upper_auc_norm
upper_auc;-0,132396275932465224;0,25424365309860796902086;Pearson;prop_ind_npld;upper_auc
upper_auc;-0,205468215994531772;0,07497869791845493403493;Spearman;prop_ind_npld;upper_auc
slope_basal;0,043563841038385655;0,70865428111663808508069;Pearson;prop_ind_npld;slope_basal
slope_basal;0,053889268626110730;0,64383327663652745176393;Spearman;prop_ind_npld;slope_basal
slope_transition;-0,017896176442010508;0,87804986148201591422691;Pearson;prop_ind_npld;slope_transition
slope_transition;-0,120218728639781267;0,30093495647736512310644;Spearman;prop_ind_npld;slope_transition
slope_upper;-0,044990605451849811;0,69956022895831160290925;Pearson;prop_ind_npld;slope_upper
slope_upper;-0,125987696514012287;0,27816073102195071342635;Spearman;prop_ind_npld;slope_upper
height_max_d1;-0,119607281032581808;0,30341811306391164304586;Pearson;prop_ind_npld;Hauteur à pente maximale
height_max_d1;-0,052111965221607472;0,65481995968572226374249;Spearman;prop_ind_npld;Hauteur à pente maximale
max_d1;0,091786014810455591;0,43035920696609608615546;Pearson;prop_ind_npld;Pente maximale
max_d1;-0,039425837320574163;0,73525643394887008064131;Spearman;prop_ind_npld;Pente maximale
height_max_d2;-0,024553312330018683;0,83325012900251782532735;Pearson;prop_ind_npld;Hauteur à accélération max
height_max_d2;0,016639648898354710;0,88655333022953308752534;Spearman;prop_ind_npld;Hauteur à accélération max
max_d2;0,001779180481285722;0,98782995277255303268049;Pearson;prop_ind_npld;Accélération maximale
max_d2;-0,170143540669856458;0,14171570394882029853001;Spearman;prop_ind_npld;Accélération maximale
height_min_d2;-0,150660934091651350;0,19391196834833265838505;Pearson;prop_ind_npld;Hauteur à décélération max
height_min_d2;-0,065723608092207550;0,57269989893743555864347;Spearman;prop_ind_npld;Hauteur à décélération max
min_d2;-0,080004933721823546;0,49207641442411165222381;Pearson;prop_ind_npld;Décélération maximale
min_d2;0,002870813397129186;0,98036410190529654773428;Spearman;prop_ind_npld;Décélération maximale
prop_at_5m;-0,280065813060875579;0,01427194638523540670683;Pearson;prop_ind_shade;prop_at_5m
prop_at_5m;-0,503496408470136103;0,00000355059577656769659;Spearman;prop_ind_shade;prop_at_5m
prop_at_10m;-0,335373254821773825;0,00306102836666726245071;Pearson;prop_ind_shade;Proportion de trouées à 10m
prop_at_10m;-0,519566094107107412;0,00000151350593496349100;Spearman;prop_ind_shade;Proportion de trouées à 10m
