metric;correlation;p_value;method;target_variable;metric_label
prop_at_15m;-0,400083259943929903;0,00034250019048487096319;Pearson;prop_ind_shade;Proportion de trouées à 15m
prop_at_15m;-0,496189310943313366;0,00000515894554722407919;Spearman;prop_ind_shade;Proportion de trouées à 15m
prop_at_20m;-0,554773858124460451;0,00000019901001434081202;Pearson;prop_ind_shade;Proportion de trouées à 20m
prop_at_20m;-0,539084073820915832;0,00000050572244396372050;Spearman;prop_ind_shade;Proportion de trouées à 20m
prop_at_25m;-0,582467831017522197;0,00000003396213858433281;Pearson;prop_ind_shade;prop_at_25m
prop_at_25m;-0,538390556339004678;0,00000052643490280008300;Spearman;prop_ind_shade;prop_at_25m
prop_at_30m;-0,446952332481990455;0,00005177354704260780043;Pearson;prop_ind_shade;Proportion de trouées à 30m
prop_at_30m;-0,466065085023402048;0,00002205554546959896800;Spearman;prop_ind_shade;Proportion de trouées à 30m
prop_at_35m;-0,330930385200779442;0,00350119087531471952224;Pearson;prop_ind_shade;prop_at_35m
prop_at_35m;-0,446042495418579432;0,00005385237181153109976;Spearman;prop_ind_shade;prop_at_35m
prop_at_40m;-0,192609505819773374;0,09552428275976149185666;Pearson;prop_ind_shade;prop_at_40m
prop_at_40m;-0,314607729443497741;0,00564205412872212635350;Spearman;prop_ind_shade;prop_at_40m
h10;0,469191352518487148;0,00001908841435808889765;Pearson;prop_ind_shade;Hauteur à 10% de trouées
h10;0,516691729323308202;0,00000176855080395983173;Spearman;prop_ind_shade;Hauteur à 10% de trouées
h25;0,476695871126437354;0,00001341588949482341000;Pearson;prop_ind_shade;Hauteur à 25% de trouées
h25;0,503431305536568674;0,00000356257057994648488;Spearman;prop_ind_shade;Hauteur à 25% de trouées
h50;0,460103142536275100;0,00002893989797137286988;Pearson;prop_ind_shade;Hauteur à 50% de trouées
h50;0,478851674641148306;0,00001210474265184334681;Spearman;prop_ind_shade;Hauteur à 50% de trouées
h75;0,487154274079052485;0,00000809275751283956114;Pearson;prop_ind_shade;Hauteur à 75% de trouées
h75;0,481066302118933642;0,00001088323278875460913;Spearman;prop_ind_shade;Hauteur à 75% de trouées
h90;0,486637417954617624;0,00000830071124762630614;Pearson;prop_ind_shade;Hauteur à 90% de trouées
h90;0,478277511961722468;0,00001244172274449127419;Spearman;prop_ind_shade;Hauteur à 90% de trouées
h100;0,436573852706712173;0,00009013152958256499727;Pearson;prop_ind_shade;h100
h100;0,407467994226324237;0,00028528094258047645903;Spearman;prop_ind_shade;h100
auc_norm;-0,329203758342127617;0,00368692657444670817551;Pearson;prop_ind_shade;auc_norm
auc_norm;-0,301517429938482517;0,00812308376853202764034;Spearman;prop_ind_shade;auc_norm
auc;-0,013852248748563991;0,90546124346558798379192;Pearson;prop_ind_shade;Aire sous la courbe
auc;-0,006233766233766234;0,95737770965898660868731;Spearman;prop_ind_shade;Aire sous la courbe
auc_0_25_norm;-0,254323630862709593;0,02662396510864169230093;Pearson;prop_ind_shade;auc_0_25_norm
auc_0_25_norm;-0,281558441558441563;0,01374123728986586558121;Spearman;prop_ind_shade;auc_0_25_norm
auc_0_25;0,068287913863727970;0,55778230348356527823483;Pearson;prop_ind_shade;auc_0_25
auc_0_25;0,060451127819548874;0,60394107709516930970750;Spearman;prop_ind_shade;auc_0_25
auc_25_75_norm;0,161701779236383542;0,16285808406490576150105;Pearson;prop_ind_shade;auc_25_75_norm
auc_25_75_norm;0,160027341079972657;0,16731517274853333065998;Spearman;prop_ind_shade;auc_25_75_norm
auc_25_75;0,124172662114518287;0,28519852177480248256458;Pearson;prop_ind_shade;auc_25_75
auc_25_75;0,061818181818181821;0,59576905231587207190103;Spearman;prop_ind_shade;auc_25_75
auc_75_100_norm;0,012303166096588334;0,91599264319003825818299;Pearson;prop_ind_shade;auc_75_100_norm
auc_75_100_norm;0,056760082023239913;0,62624767704733497186709;Spearman;prop_ind_shade;auc_75_100_norm
auc_75_100;-0,072365886586248943;0,53444770862166901537194;Pearson;prop_ind_shade;auc_75_100
auc_75_100;0,008612440191387559;0,94113887723215994274284;Spearman;prop_ind_shade;auc_75_100
basal_thickness;0,477323490717333099;0,00001302109600495607325;Pearson;prop_ind_shade;Épaisseur zone basale
basal_thickness;0,502659704298287435;0,00000370741452511599262;Spearman;prop_ind_shade;Épaisseur zone basale
transition_thickness;0,118712024869328386;0,30707784164230483847646;Pearson;prop_ind_shade;Épaisseur zone de transition
transition_thickness;0,038960793723173674;0,73826629984804648110241;Spearman;prop_ind_shade;Épaisseur zone de transition
upper_thickness;-0,486561297607878973;0,00000833175700519912664;Pearson;prop_ind_shade;Épaisseur zone supérieure
upper_thickness;-0,480695748409512458;0,00001107924321622163444;Spearman;prop_ind_shade;Épaisseur zone supérieure
basal_auc_norm;-0,254323630862709593;0,02662396510864169230093;Pearson;prop_ind_shade;basal_auc_norm
basal_auc_norm;-0,281558441558441563;0,01374123728986586558121;Spearman;prop_ind_shade;basal_auc_norm
basal_auc;0,068287913863727970;0,55778230348356527823483;Pearson;prop_ind_shade;basal_auc
basal_auc;0,060451127819548874;0,60394107709516930970750;Spearman;prop_ind_shade;basal_auc
transition_auc_norm;0,161701779236383542;0,16285808406490576150105;Pearson;prop_ind_shade;transition_auc_norm
transition_auc_norm;0,160027341079972657;0,16731517274853333065998;Spearman;prop_ind_shade;transition_auc_norm
transition_auc;0,124172662114518287;0,28519852177480248256458;Pearson;prop_ind_shade;transition_auc
transition_auc;0,061818181818181821;0,59576905231587207190103;Spearman;prop_ind_shade;transition_auc
upper_auc_norm;0,012303166096588334;0,91599264319003825818299;Pearson;prop_ind_shade;upper_auc_norm
upper_auc_norm;0,056760082023239913;0,62624767704733497186709;Spearman;prop_ind_shade;upper_auc_norm
upper_auc;-0,072365886586248943;0,53444770862166901537194;Pearson;prop_ind_shade;upper_auc
upper_auc;0,008612440191387559;0,94113887723215994274284;Spearman;prop_ind_shade;upper_auc
slope_basal;-0,126177369145153456;0,27743201799526767681314;Pearson;prop_ind_shade;slope_basal
slope_basal;-0,401640464798359520;0,00032306077674872205096;Spearman;prop_ind_shade;slope_basal
slope_transition;-0,274758809144916682;0,01630481809272544754807;Pearson;prop_ind_shade;slope_transition
slope_transition;-0,029090909090909091;0,80300627162710114248512;Spearman;prop_ind_shade;slope_transition
slope_upper;0,245304253234802733;0,03269405997205342834233;Pearson;prop_ind_shade;slope_upper
slope_upper;0,379439507860560465;0,00072376363512196271489;Spearman;prop_ind_shade;slope_upper
height_max_d1;0,374951307004141754;0,00084622273062189912532;Pearson;prop_ind_shade;Hauteur à pente maximale
height_max_d1;0,397027265864437928;0,00038379837738457381379;Spearman;prop_ind_shade;Hauteur à pente maximale
max_d1;-0,444439423722587434;0,00005770464598849340529;Pearson;prop_ind_shade;Pente maximale
max_d1;-0,271688311688311701;0,01759116294881173797604;Spearman;prop_ind_shade;Pente maximale
height_max_d2;0,279986354140682125;0,01430068808339567815180;Pearson;prop_ind_shade;Hauteur à accélération max
height_max_d2;0,328715169273253949;0,00374105342470367656718;Spearman;prop_ind_shade;Hauteur à accélération max
max_d2;-0,391932781198505775;0,00046289049920654598211;Pearson;prop_ind_shade;Accélération maximale
max_d2;-0,239535201640464795;0,03715514262159905906069;Spearman;prop_ind_shade;Accélération maximale
height_min_d2;0,435325574466076282;0,00008491472612014084232;Pearson;prop_ind_shade;Hauteur à décélération max
height_min_d2;0,485949741764199084;0,00000858515399249186563;Spearman;prop_ind_shade;Hauteur à décélération max
min_d2;0,489935008632655378;0,00000705515530620134999;Pearson;prop_ind_shade;Décélération maximale
min_d2;0,302282980177716987;0,00795524398166234068819;Spearman;prop_ind_shade;Décélération maximale
