plot_name,prop_at_5m,prop_at_10m,prop_at_15m,prop_at_20m,prop_at_25m,prop_at_30m,prop_at_35m,prop_at_40m,h10,h25,h50,h75,h90,h100,auc_norm,auc_0_25_norm,auc_25_75_norm,auc_75_100_norm,transition_thickness,slope_basal,slope_transition,slope_upper,height_max_d1,max_d1,max_d2,min_d2,WD_BA,prop_g_helio,prop_g_npld,prop_g_shade,NSCA_Genus_DBH1,NSCA_Genus_DBH2,CA1,CA2
Betamba_1,0.0228,0.0528,0.126,0.2864,0.628,0.7936,0.9868,1,13.7111111111111,19.2416666666667,22.9574468085106,28.7721518987342,32.2417582417582,36,0.370782857142857,0.0740612151667428,0.456597947957366,0.86761646234676,9.19095477386935,0.0118142768899396,0.056190876413877,0.00418735585427191,21.9020100502513,0.0736942482725753,0.0137846931794273,-0.0135480735421644,0.482952918220068,56.989957687883,25.4653426759621,17.5446996361549,1.0448817970359023,3.4345273713669697,1.2811734428107062,-1.1983010182766507
Betamba_2,0.1136,0.178,0.2884,0.6112,0.7304,0.8232,0.9128,0.9932,4.39285714285714,13.40625,18.5693779904306,26.135593220339,34.3725490196078,42,0.55389756097561,0.126678085642317,0.519146972912246,0.852146581196581,12.4522613065327,0.0169918774173148,0.0470719942555482,0.00644828400950369,18.3442211055276,0.0795351024403104,0.0190698020464208,-0.0226578841160019,0.466485920244863,71.6403823957078,21.130688826075,7.22892877821729,1.2313838976780087,3.9498278940506752,1.3941173114582548,-1.2698286284865006
Betamba_3,0.0044,0.012,0.0252,0.1308,0.3396,0.4368,0.6712,0.9412,19.1630434782609,22.0606060606061,31.8631578947368,36.0851063829787,38.448275862069,44,0.335390697674419,0.0382515107913669,0.424628319235013,0.834704838709677,13.9346733668342,0.00692002155147438,0.0302871837244764,0.00500976677142914,35.8366834170854,0.0713398755071552,0.0112268968258911,-0.0181992544934289,0.467313882724366,59.2422807891143,20.8660541043471,19.8916651065386,0.9423927982571572,2.9894120837725873,1.0669325408935495,-0.8586189265809215
Betamba_4,0.02999999999999999,0.0776,0.1784,0.6896,0.918,0.9684,1,1,12.5714285714286,16.1601731601732,18.3131313131313,21.1052631578947,24.4444444444444,35,0.489047058823529,0.0689438035408338,0.459041190563951,0.882348484848485,4.44723618090452,0.0129346640713479,0.111720073486818,0.00311905333380092,18.0477386934673,0.119586491478711,0.0283797274556619,-0.0274424272823656,0.388442956479716,77.63430647319421,10.1202110848414,12.2454824419644,1.38941513077453,7.194998412382647,1.3201003149223562,-1.1373827425866
GIL1,7e-4,0.0032,0.0143,0.0343,0.1009,0.24,0.6829,0.9905,24.9407894736842,30.1788908765653,33.1635338345865,35.7365532381998,37.6907051282051,43,0.258407142857143,0.044833780884066,0.348203952323377,0.910490599969775,5.33668341708543,0.00629507968859559,0.0963781429414415,0.00377612079611268,33.464824120603,0.103857594906278,0.0225945407363562,-0.0195243168606292,0.670021289085385,4.14034045757843,3.03437993387475,92.8252796085468,-13.287048914449231,0.887719318194787,0.25787374815623915,0.4784901946461544
GIL2,0.0038,0.0097,0.0254,0.0863,0.2211,0.5319,0.9708,1,20.5684647302905,25.8233618233618,29.6114494518879,32.1892430278884,33.8255114320096,38,0.26265945945946,0.0452497130724205,0.43690730483979,0.825021597531711,6.22613065326634,0.0079628701292872,0.0808215044493909,0.00246616170606478,31.3894472361809,0.100639444363566,0.0157887833903726,-0.0269496007060673,0.675164591028605,7.45068633807007,7.91580839892068,84.6335052630093,-10.820807087809747,0.5964014990270804,0.27036837351725995,0.4598694175814469
GIL3,0.00146398594573492,0.00331836814366582,0.0091743119266055,0.0534842865508491,0.193734140152255,0.422115947686902,0.832520007807925,0.999219207495608,21.940614334471,26.3856132075472,31.0294759825328,33.7397043294615,36.431512605042,41,0.277834032793285,0.0382101578631181,0.363251408016096,0.893821794061705,7.11557788944724,0.00692003535351543,0.0680907139283811,0.00422992393043932,32.2788944723618,0.0909870199730036,0.0142341941042291,-0.0167734140891477,0.673235427502365,12.506417563066,9.50562594041764,77.9879564965164,-10.02476177661681,0.7311831867889897,0.310997745284901,0.3934271379513178
JEU-L6B,9.5147478591817e-4,0.00466222645099905,0.0176022835394862,0.088011417697431,0.237297811607992,0.422169362511893,0.750142721217888,0.998667935299714,20.4158415841584,25.4926199261993,31.2674698795181,34.9977511244378,37.1369661266569,41,0.27837773549001,0.0445424373881211,0.373347346294037,0.920793473170537,9.19095477386935,0.00820473028523183,0.0550336658583671,0.0040550732079588,31.9824120603015,0.069675056180593,0.0109008940208674,-0.0205928081671521,0.644903399399444,7.21575646626561,25.9071657831103,66.8770777506241,0.3598825678448469,-0.6905158502588584,0.22120090565864176,0.2815107842926397
JEU2,0.0052,0.0307,0.1578,0.7104,0.9894,0.9999,1,1,13.5933333333333,16.3260643821392,18.5269741985927,20.3055555555556,22.0548523206751,31,0.430698333333334,0.043080205298462,0.378377519733838,0.908228571428572,3.85427135678392,0.011401003738871,0.128994705747866,0.00137108066090042,19.2336683417085,0.136803026274299,0.0270679812292914,-0.0374210206487168,0.2818604059494,97.6346271923248,1.83132709092735,0.534045716747891,2.0966936935880685,13.267740395285228,1.7800756095732888,-1.6996638027859157
JEU3,0.118579766536965,0.299416342412451,0.605447470817121,0.9626459143968871,0.986770428015564,0.989494163424125,0.994747081712062,1,4.1906779661017,8.24691358024691,13.8299120234604,16.5730223123732,18.4344703770198,40,0.702461837773122,0.116754386546378,0.368554928045673,0.959590343072442,8.00502512562814,0.0291125719353047,0.0596338357827819,0.00156862082964941,15.9723618090452,0.0937888854322088,0.0145568639237493,-0.0229354585808111,0.312681517932898,92.4641907267643,5.10725957256789,2.42854970066782,1.8267608323261944,11.050943879127276,2.03185780141915,-2.0514094537490233
JEU4,0.034,0.0965,0.2049,0.5527,0.903,0.9492,0.9995,1,10.2713178294574,16.2356687898089,19.4932692307692,21.7140169332079,24.8739495798319,36,0.49244,0.0866552048494983,0.334982361829491,0.916303760042144,5.04020100502513,0.0146445019736669,0.0955200112293429,0.00320184497804998,20.1231155778894,0.11160970418807,0.0220289331332276,-0.0298936195468306,0.344466343333328,83.0275596934624,8.66234002158358,8.31010028495403,1.901363051721581,11.584472578619804,1.4792923684086567,-1.331987379069906
Lokofa_1,0.3886,0.5703,0.6644,0.7634,0.8623,0.9296,0.9781,0.9963,3.20091324200913,3.88584474885845,7.62595419847328,19.1184210526316,27.5472972972973,44,0.743263953488372,0.0102742879746835,0.57227351605918,0.895931887890006,15.1206030150754,0.0641758868095731,0.0258446821605383,0.0048835575982438,3.81658291457286,0.12886934998369,0.0449166205156907,-0.0404593176370823,0.525331345059469,24.7704373200959,47.1172737086163,28.1122889712879,0.5873932727753272,-0.31126966823463936,0.5886385914599684,-0.2840475038531534
Lokofa_2,0.04549999999999999,0.1094,0.2685,0.4287,0.6125,0.8375,0.985,1,9.5607476635514,14.38127090301,22.0288713910761,28.2257383966245,31.2739273927393,40,0.484738461538462,0.0816813296675831,0.45930260610839,0.886378301379681,13.3417085427136,0.0178615613647084,0.036135326577572,0.0038324111124401,29.6105527638191,0.0491096247810035,0.00597379823354834,-0.00952359191546918,0.567394442339608,25.7434342954975,25.9304492079196,48.3261164965829,0.4298835011536362,-0.25068869050334386,0.26316540797343513,-0.225215740089523
Lokofa_3,0.2326,0.5299,0.6987,0.841,0.9517,0.9892,1,1,3.80829596412556,5.20863309352518,9.36518046709129,16.7181208053691,22.6610169491525,33,0.6736765625,0.0625737606837607,0.480759885977019,0.905497444352844,11.2663316582915,0.0607156772231278,0.0401625903176358,0.00337717444282568,4.70603015075377,0.0938510029114641,0.0330901891426151,-0.0166283970410916,0.544942022335511,23.0115739093268,36.2922325831278,40.6961935075454,0.6171595739193747,-0.16241091258183052,0.15416551896262448,-0.3896265130445989
Lokofa_4,0.0627,0.1681,0.3021,0.5357,0.7628,0.8899,0.9282,0.9707,6.53992395437262,13.234693877551,18.9963768115942,24.7142857142857,30.9901960784314,44,0.57196511627907,0.104575562969141,0.422475822222222,0.905696296296296,10.9698492462312,0.0214483813837707,0.0447468433000433,0.00526281263630425,17.751256281407,0.0520554788957564,0.00927605786484439,-0.00853763490754114,0.573872343671599,19.5443613304945,26.0400824894556,54.4155561800499,0.5742902298028764,-0.2345463380246048,0.1558103545423843,-0.24972457487622332
M2P1,0.0024,0.02999999999999999,0.0668,0.164,0.43120000000000003,0.8285,0.9829,0.9968,17.2835051546392,22.1398865784499,25.7166666666667,28.7461773700306,31.2821100917431,41,0.4026325,0.0591299293570598,0.369443319556939,0.931276740703768,6.22613065326633,0.00962423688619108,0.0817712999508271,0.00337829662630188,26.0527638190955,0.0910238778212519,0.0135225764660643,-0.0134795694356897,0.694475282880927,15.4810355436667,32.5609955939101,51.95796886242329,0.8970713463672768,-0.7121191004023514,-0.2447272294911013,0.6457360505997821
M2P10,0,0.0167,0.0806,0.224,0.49,0.8976,0.9803,0.9883,15.979797979798,20.6666666666667,25.1132502831257,27.6346782988004,30.0603015075377,49,0.519697916666667,0.0497440677966102,0.376606719182013,0.953032689363005,6.52261306532664,0.0111614696620458,0.0712055163238462,0.00323437241100275,26.3492462311558,0.0989852977914582,0.0167964117330804,-0.0197650764678117,0.704236641780394,6.69558386349674,27.4414822287035,65.8629339077998,0.6782982418961465,-0.7652007846446275,-0.2436020705720918,0.69562880566513
M2P11,0.0143,0.0931,0.2993,0.4948,0.7545,0.9078,0.9894,1,10.280487804878,13.9776876267748,20.1111111111111,24.9006622516556,29.7243816254417,38,0.492472972972973,0.0528907783682401,0.42578602987927,0.91042388776542,10.6733668341709,0.0168912538830132,0.044807245932344,0.00432187542191738,22.4949748743719,0.0557826815809949,0.00911675138258644,-0.00751910598599049,0.657500079134871,7.58767264786432,22.0652340462622,70.3470933058735,0.7628029086824987,-0.9531504358344828,-0.28474925256855615,0.6776441722423423
M2P12,0.1224,0.167,0.2295,0.3116,0.4385,0.6695,0.9259,0.9983,2.99358974358974,16.2105263157895,26.3313953488372,31.6218809980806,34.3774038461538,41,0.4479225,0.150474740484429,0.401149031181788,0.900740329512894,15.1206030150754,0.0124134513656597,0.0328413794750911,0.00400528458340698,32.8718592964824,0.0548577392845105,0.00751321186876197,-0.0138074079896803,0.653928564254394,9.10336361635011,51.6709196846034,39.2257166990465,0.943391917616234,-0.9580175735766536,-0.2972080499520448,0.6533637746917937
M2P13,0.00237623762376238,0.01485148514851489,0.13029702970297,0.352376237623762,0.754851485148515,0.988316831683168,1,1,14.2731591448931,17.9583333333333,22.0973154362416,24.9447576099211,27.119926199262,34,0.384842484248425,0.0388459386479189,0.371753506507737,0.938715570884777,6.52261306532664,0.0124967586658477,0.0732484024671057,0.00230504642619283,23.3844221105528,0.0882447342988325,0.0123374879450303,-0.0185073192420339,0.657192921473554,5.92087902883632,23.9533902764028,70.1257306947609,0.8688740221041508,-1.208935564895397,-0.2599946877094459,0.6988283676873559
M2P14,0.0147544166181324,0.0774606872451951,0.210153368278004,0.512813046010483,0.925839642787808,1,1,1,11.194776119403,15.9162946428571,19.8374384236453,22.6345951629863,24.6511140235911,29,0.365022741769975,0.0620267110225911,0.4021127457725,0.883595309326628,6.52261306532664,0.0156362917824991,0.0757595655292703,0.0016701438667953,21.605527638191,0.0901672269171558,0.010222639522494,-0.0194710158516132,0.54369969160711,11.4963812559484,86.5458981191331,1.95772062491853,0.6039354378458595,-0.8533204822285337,0.3296111660734739,2.7299146916668287
M2P15,0.00106775383420695,0.04436031838477969,0.509803921568627,0.9905843525529021,1,1,1,1,11.4775510204082,13.2003875968992,14.9386018237082,16.4049556213018,17.8456621004566,22,0.347052352294053,0.0344701678157216,0.322444241486752,0.855089766479768,2.66834170854271,0.0134673773430257,0.165312601306377,0.00108046144204722,15.0829145728643,0.163084852862065,0.0356263401330652,-0.0424152540524287,0.574557256480786,44.1765276822745,42.3730346174872,13.4504377002383,0.6192003786576356,-0.6663447431145033,-0.08386817413017401,1.4297353692284098
M2P16,0.0156280333915745,0.09988351776354108,0.25160163075131,0.448747815958066,0.824694234129295,0.98495437779072,1,1,10.0042553191489,14.9477848101266,20.8110599078341,23.9662576687117,26.4870159453303,33,0.427508008153757,0.0665947159261653,0.376505621327115,0.930569269850185,8.59798994974874,0.0392713368770124,0.0548418824126357,0.00242545139345088,22.7914572864322,0.0806237301623454,0.0135179672027105,-0.0136913718014456,0.621795535009695,25.8232868328363,37.9801263579718,36.1965868091919,0.953634067463192,-0.07764869633883566,-0.27864210958548163,0.6912053631432283
M2P2,7e-4,0.0039,0.022,0.1274,0.5914,0.9309,0.994,1,19.1132686084142,21.8818791946309,24.2836990595611,26.6026252983294,29,38,0.374218918918919,0.0258812913800861,0.39939661201496,0.91751392524343,4.44723618090453,0.00722045174963824,0.11314864692434,0.00285916826547947,24.2738693467337,0.117357305527155,0.0218044299252708,-0.0209015003175707,0.694677733427073,6.63822747542727,42.4068565866676,50.9549159379051,0.9615553118404816,-1.1774648300141557,-0.2469776201070443,0.5805197781478275
M2P9,0.0917,0.1164,0.1491,0.2117,0.3811,0.6865,0.9654,1,6.41860465116279,21.6545454545455,27.0838709677419,30.7257142857143,33.0167597765363,38,0.366985135135135,0.120968529929577,0.395241238117054,0.896115475255302,8.89447236180904,0.00883547004401927,0.0557626772449832,0.00323389284847656,30.2035175879397,0.0750045992085173,0.00932349734252351,-0.0150346089758063,0.641942972642423,28.381647057172895,19.9978430656672,51.62050987716,0.9499076923047984,0.5311833740094776,-0.4607544197032783,0.49054223953641457
MIX-L6A,0.00171086398631309,0.00617811995057504,0.021290751829674,0.101701359186389,0.338560973291512,0.720653930234769,0.974051896207585,1,19.9311538461539,23.5126841243863,27.303952991453,30.4869873817035,33.0489194499018,40,0.339656462410953,0.0352218300259261,0.419942887556074,0.896120700124547,6.81909547738693,0.00718107033115427,0.0752701335069778,0.00352312477665035,27.8316582914573,0.0842841646506252,0.00962299342683527,-0.0146651057717682,0.638520286467947,1.07039925606251,27.4317466899393,71.4978540539982,0.49854337461877934,-0.521919031083672,0.2365545355999802,0.22671411852713372
MIX-L7A,9.559315553006e-5,9.559315553006e-5,0.00353694675461237,0.0174935474620017,0.0815409616671446,0.29891979734251,0.647261256094064,0.943791224548322,25.6501683501683,29.0812387791741,32.8370712401055,36.4575657894737,39.008441558441604,48,0.329494352885185,0.0318323420270393,0.413400037792989,0.911210663953869,7.11557788944724,0.00519465062176504,0.0696226925320458,0.00543368873983012,32.2788944723618,0.0726501779000609,0.00906983738240584,-0.0133945854174676,0.674928961559939,5.60923283314469,16.0918098603184,78.2989573065369,0.32647468562478427,-0.6911087458724239,0.1411299237937624,0.3626764206895281
MIX2,2e-4,0.0017,0.0212,0.0968,0.2895,0.6119,0.8469,0.9984,20.1545893719807,24.2084168336673,28.2287166454892,32.9877450980392,36.4298507462687,41,0.3195225,0.0402397115965806,0.407969709315369,0.907441174671154,8.30150753768844,0.00775906717175662,0.0607668351191737,0.00518395578464163,27.8316582914573,0.069786235551118,0.00927073687313805,-0.0128071754905731,0.665028263164137,1.38247158661037,33.9385541169351,64.6789742964545,0.3076608590233034,-0.4027054680181046,0.24617261981307204,0.2636201491274235
MIX6,0.0033,0.0108,0.0444,0.1034,0.2639,0.556,0.8478,0.9623,19.7687074829932,24.620218579235,29.0635451505017,33.1913696060038,36.863829787234,50,0.435470408163265,0.0494237593984962,0.463292501508633,0.903562613014845,8.30150753768844,0.00842334783124003,0.0606398979926671,0.00584158868593411,28.7211055276382,0.0627045629886082,0.00890746091341873,-0.0115347952278604,0.646148763802375,4.10523084653285,29.957037838017,65.9377313154502,0.30268134638009797,-0.38870697533069143,0.21319958208232995,0.15820856567175728
Model_OR_lidar_87_Principal,5e-4,0.0167,0.095,0.2141,0.4107,0.6632,0.8803,0.994,15.2762430939227,21.3062827225131,26.8323699421965,31.6147186147186,35.7035714285714,43,0.401726190476191,0.0622147350779941,0.42715015605126,0.896227300380228,10.0804020100503,0.0117993195658849,0.0491400287520586,0.00526446186012217,29.3140703517588,0.0532491866774898,0.00703076288974317,-0.00762911268445276,0.585487275390671,22.4990631726994,31.992504242986,45.5084325843146,0.7470721473049816,0.990996052100012,0.28904443555590226,0.08097463278652074
Modele_2406_Principal,0.0048,0.0221,0.0673,0.1478,0.3998,0.7874,0.9371,0.9972,17.3375,22.8323586744639,26.2475369458128,29.3506944444444,33.3732394366197,42,0.396514634146341,0.0527771651785714,0.445405100696229,0.886214658248696,6.22613065326633,0.00930003488317675,0.0804306192781404,0.00479943995301652,26.9422110552764,0.0853306262503099,0.0138030072120842,-0.0170248242884565,0.634375789741125,8.6200916843072,18.4311546443041,72.9487536713887,-0.78936614897978,-0.5927954053051728,0.01804020631933611,0.208236238871753
Modele_4301_Principal,6e-4,0.0437,0.1917,0.3568,0.538,0.8199,0.9892,1,12.0789473684211,16.8636363636364,23.7083333333333,29.0729442970822,31.2708803611738,37,0.395366666666667,0.054243553008596,0.466680833267499,0.839182951313368,11.8592964824121,0.0155146695800124,0.0388502245564299,0.003047071605899,29.3140703517588,0.0688613130252488,0.0107470972375434,-0.01659491572717,0.636506334552029,18.1537937010639,28.9614394732582,52.88476682567791,-2.1034588552041424,-0.23598663974966536,0.23088406987279,0.5692370798644153
Modele_4402_Principal,0.0108080808080808,0.0698989898989899,0.161515151515152,0.231111111111111,0.373131313131313,0.674848484848485,0.915454545454545,0.994343434343434,11.7117647058824,21.3121951219512,27.3580858085809,30.9185185185185,34.4269662921348,43,0.420658970658971,0.098236750308076,0.364779715873827,0.926909035170837,9.19095477386935,0.0138912034195346,0.0519524965031426,0.00478450329101892,29.9070351758794,0.0742484330180284,0.00827762382077031,-0.0174563312023162,0.651334988059448,8.61086574307945,16.013186450179,75.3759478067415,0.5947086674938562,-0.5187921057700974,0.3747098185488114,0.19607397168002963
Modele_4503_Principal,0.033568003264973,0.102744617896133,0.258034894398531,0.433221099887767,0.734720946842159,0.952555861646771,1,1,9.84360465116279,14.7683823529412,21.4215291750503,25.2136233951498,27.815945945946,35,0.443418138605304,0.0721484919729044,0.436293238578334,0.870034810769367,10.0804020100502,0.0170146316727253,0.0455747388214353,0.00285588015080766,24.570351758794,0.0739656727800438,0.010640036004637,-0.0166408793657301,0.501207423722136,27.0440551100714,60.8537969253324,12.1021479645963,0.6057296607030419,-0.31778900004848737,0.8645009380006651,-0.5636345854409321
Modele_MA_lidar_205_principal,0.0028,0.0149,0.0726,0.1946,0.42,0.7397,0.982,1,16.1428571428571,21.5430622009569,26.5924657534247,30.1760683760684,32.8229755178908,38,0.339883783783784,0.053207744264586,0.448847124790801,0.842364212366179,8.30150753768844,0.0106798106018007,0.056684851275465,0.00345822864619965,28.7211055276382,0.0711235914098422,0.00882718013972007,-0.0131889130052673,0.627546817211436,4.74602138430441,25.8279154559422,69.4260631597534,0.4329912019792569,-0.3337138058671299,0.44330979539509896,0.19771602114223696
PARAP_Gungu_5,0.0246,0.4138,0.9335,0.9935,1,1,1,1,6.50212765957447,8.30506721820062,10.6352247605011,12.5598621877692,14.3106995884774,24,0.584330434782609,0.0469879317667044,0.344176396388966,0.928314865984039,3.85427135678392,0.227956598551551,0.120957232528231,0.00122666050907414,11.2286432160804,0.129196217819357,0.0231658050343789,-0.0310367296822907,0.544603720945961,30.0359639659303,29.6449806592037,40.319055374866,0.7880961169614731,1.5263145903319877,0.5901985100257938,0.8573308893863536
PARAP_Idiofa_6,0.0767268646056525,0.362922150800939,0.594939291908989,0.7833894500561172,0.925415773900622,0.996632996632997,1,1,5.56044226044226,7.99751773049646,12.9004282655246,18.8829365079365,24.026953125,32,0.587137257225234,0.0524403604154644,0.458369309026683,0.906858216521175,10.6733668341709,-0.0659969348940679,0.0451333349517634,0.00333829169001031,7.67085427135678,0.0641172103958655,0.0139752158151162,-0.00856638723932108,0.645456062621043,12.6282517230371,59.4717856735481,27.8999626034148,0.5983701677817058,-0.6811771418469655,0.4152341087667678,0.07245127958286661
PARAP_Luhudi_5,0.0118355269870421,0.123150698908275,0.574227119681665,0.924599530660137,0.976635037241098,0.987246199367411,0.999795939189879,1,9.29534161490683,11.9139397905759,14.3410326086957,16.6629050925926,19.2272435897436,36,0.615250630402146,0.0411900719010434,0.393063781660601,0.944516630929307,4.44723618090452,0.0185401490752447,0.109025164834946,0.00217098119933873,14.4899497487437,0.113193191803551,0.0214234189651673,-0.0223476318675584,0.498633188375883,44.1915918072202,31.4997872542789,24.3086209385009,0.67907235173044,0.9261318990837278,0.8962188198792709,-0.6886392855842856
PARAP_Lukolela_53,0.00414141414141414,0.02575757575757579,0.0877777777777778,0.285151515151515,0.596969696969697,0.836060606060606,0.92969696969697,0.98989898989899,15.5627906976744,19.3409090909091,23.5587786259542,27.8709677419355,32.4512820512821,42,0.446127124907613,0.0504392124466474,0.410207133648475,0.911229994003966,8.30150753768844,0.0103765926141765,0.060834463516053,0.00509048724433337,24.2738693467337,0.064293819141923,0.0106435896003135,-0.00667655711612687,0.752455462105297,31.8341084824958,12.4511061599584,55.7147853575458,0.5986365534258314,-0.8331248136552494,-0.1965463189576773,0.4212685504835269
PARAP_Mampulu_28,0.0075,0.04179999999999999,0.1543,0.391,0.8906,1,1,1,12.9767441860465,17.396,21.2840236686391,23.5573770491803,25.1437308868502,30,0.342662068965517,0.058624054647475,0.364853503049138,0.889358269720102,5.92964824120603,0.0134336529348238,0.0821885267967496,0.00141386238803123,22.7914572864322,0.111786106688759,0.0181516074713494,-0.028737607023753,0.546408294556489,27.4922056046323,47.4378379194386,25.0699564759291,0.6076262785547749,-0.5070484936404667,0.26348280795888,0.3491637338160351
