Temperament;plot_ref;Proportion;Type_Proportion;Type_subdivision
tolérante à l'ombrage;MAB04h;82,887700534759404;ind.rel;3
héliophile;MAB05h;3,856749311294770;ind.rel;3
héliophile non pionnière;MAB05h;12,947658402203899;ind.rel;3
tolérante à l'ombrage;MAB05h;83,195592286501395;ind.rel;3
héliophile;MAB06h;3,067484662576690;ind.rel;3
héliophile non pionnière;MAB06h;10,429447852760701;ind.rel;3
tolérante à l'ombrage;MAB06h;86,503067484662594;ind.rel;3
héliophile;MAB07h;9,285714285714290;ind.rel;3
héliophile non pionnière;MAB07h;10,952380952381001;ind.rel;3
tolérante à l'ombrage;MAB07h;79,761904761904802;ind.rel;3
héliophile;MAB08h;3,205128205128210;ind.rel;3
héliophile non pionnière;MAB08h;9,935897435897440;ind.rel;3
tolérante à l'ombrage;MAB08h;86,858974358974393;ind.rel;3
héliophile;MAB09h;4,761904761904760;ind.rel;3
héliophile non pionnière;MAB09h;19,365079365079399;ind.rel;3
tolérante à l'ombrage;MAB09h;75,873015873015902;ind.rel;3
héliophile;MAB10h;7,250755287009060;ind.rel;3
héliophile non pionnière;MAB10h;16,314199395770402;ind.rel;3
tolérante à l'ombrage;MAB10h;76,435045317220599;ind.rel;3
héliophile;MAB11h;2,120141342756180;ind.rel;3
héliophile non pionnière;MAB11h;31,802120141342801;ind.rel;3
tolérante à l'ombrage;MAB11h;66,077738515901103;ind.rel;3
héliophile;MAB12h;32,209737827715401;ind.rel;3
héliophile non pionnière;MAB12h;14,232209737827700;ind.rel;3
tolérante à l'ombrage;MAB12h;53,558052434456897;ind.rel;3
héliophile;MIX-L6A;0,932400932400932;ind.rel;3
héliophile non pionnière;MIX-L6A;22,610722610722600;ind.rel;3
tolérante à l'ombrage;MIX-L6A;76,456876456876500;ind.rel;3
héliophile;MIX-L7A;6,696428571428570;ind.rel;3
héliophile non pionnière;MIX-L7A;6,026785714285710;ind.rel;3
tolérante à l'ombrage;MIX-L7A;87,276785714285694;ind.rel;3
héliophile;MIX2;1,467889908256880;ind.rel;3
héliophile non pionnière;MIX2;20,183486238532101;ind.rel;3
tolérante à l'ombrage;MIX2;78,348623853210995;ind.rel;3
héliophile;MIX6;6,962025316455700;ind.rel;3
héliophile non pionnière;MIX6;21,202531645569600;ind.rel;3
tolérante à l'ombrage;MIX6;71,835443037974699;ind.rel;3
héliophile;Model_OR_lidar_87_Principal;19,104477611940300;ind.rel;3
héliophile non pionnière;Model_OR_lidar_87_Principal;22,985074626865700;ind.rel;3
tolérante à l'ombrage;Model_OR_lidar_87_Principal;57,910447761194000;ind.rel;3
héliophile;Modele_2406_Principal;9,234828496042219;ind.rel;3
