plot_name;WD_BA;prop_at_5m;prop_at_10m;prop_at_15m;prop_at_20m;prop_at_25m;prop_at_30m;prop_at_35m;prop_at_40m;h10;h25;h50;h75;h90;h100;auc_norm;auc;auc_0_25_norm;auc_0_25;auc_25_75_norm;auc_25_75;auc_75_100_norm;auc_75_100;basal_thickness;transition_thickness;upper_thickness;basal_auc_norm;basal_auc;transition_auc_norm;transition_auc;upper_auc_norm;upper_auc;slope_basal;slope_transition;slope_upper;height_max_d1;max_d1;height_max_d2;max_d2;height_min_d2;min_d2;prop_g_helio;prop_g_npld;prop_g_shade;prop_ind_helio;prop_ind_npld;prop_ind_shade
123;0,749035644368820;0,001909547738693470;0,018894472361808998;0,06904522613065329;0,14502512562814099;0,3716582914572860;0,6536683417085430;0,9742713567839200;1,000000000000000;17,33536585365850;22,74740124740130;27,32427843803060;31,3939573459716;33,3756177924218;39;0,333456757471568;12,67135678391960;0,0514865422182852;1,119698492462310;0,448599902306409;3,87884422110553;0,877694117444454;6,67577889447236;21,643216080401999;8,30150753768844;28,46231155778890;0,0514865422182852;1,119698492462310;0,448599902306409;3,87884422110553;0,877694117444454;6,67577889447236;0,00950421670590133;0,0568753986449796;0,00297458832002467;31,68592964824120;0,0757316664966890;20,86432160804020;0,01054020467428280;34,20603015075380;-0,02055392253006560;4,179224686160420;36,59367502608780;59,227100287751803;7,945205479452060;22,19178082191780;69,86301369863010
148;0,690298572170951;0,172745098039216005;0,209411764705881992;0,24578431372549001;0,31715686274509802;0,4598039215686270;0,6468627450980390;0,8154901960784310;0,962745098039216;2,64668094218415;15,45744680851060;25,92760180995480;32,8315789473684;37,4635294117647;43;0,469173669467787;19,70529411764710;0,1739554026172650;2,514950980392160;0,413734870684486;7,18828431372549;0,886471907603621;9,01401960784314;14,231155778894500;17,19597989949750;26,97989949748740;0,1739554026172650;2,514950980392160;0,413734870684486;7,18828431372549;0,886471907603621;9,01401960784314;0,01282781644541900;0,0303335715743720;0,00648471928749428;2,03768844221106;0,0586577367773400;21,16080402010050;0,00620685256801853;3,37185929648241;-0,01969811878599190;5,104952163094230;40,93844397896420;53,956603857941602;7,096774193548390;28,38709677419360;64,51612903225811
162;0,676398886605620;0,000804020100502510;0,008442211055276381;0,05427135678391960;0,12994974874371901;0,2535678391959800;0,4643216080402010;0,7742713567839200;0,970050251256281;18,11627906976740;24,88585209003220;30,65619223659890;34,5672043010753;37,6300715990454;45;0,358595248972133;15,77819095477390;0,0540342149598366;1,290653266331660;0,423707371871926;4,10206030150754;0,901130128871619;9,40130653266332;23,718592964824101;9,48743718592965;25,20100502512560;0,0540342149598366;1,290653266331660;0,423707371871926;4,10206030150754;0,901130128871619;9,40130653266332;0,00948589341574609;0,0529181676934223;0,00521034391179787;32,27889447236180;0,0651017021841871;30,94472361809050;0,00658281689712528;38,94974874371860;-0,01009787026785650;6,083603645176520;59,40699725586120;34,509399098962298;8,282208588957060;23,00613496932520;68,71165644171781
166;0,631734285939406;0,000100502512562810;0,003115577889447240;0,01376884422110550;0,05507537688442210;0,2319597989949750;0,5590954773869350;0,8660301507537690;0,993266331658291;22,00000000000000;25,25606276747500;28,87012987012990;32,8514246947083;35,6575875486381;43;0,338303421871261;14,20874371859300;0,0344109171729793;0,834673366834171;0,393786998239708;2,99095477386935;0,925446135685446;9,39195979899497;24,015075376884401;7,41206030150754;26,97989949748740;0,0344109171729793;0,834673366834171;0,393786998239708;2,99095477386935;0,925446135685446;9,39195979899497;0,00629746725183605;0,0640952923024439;0,00438934102016154;26,94221105527640;0,0690764389443981;24,12562814070350;0,01084656502189550;36,28140703517590;-0,01263105871968560;6,319353570882830;70,23380047471430;23,446845954402900;12,052117263843700;37,78501628664500;50,16286644951140
180;0,631656607537616;0,002900000000000000;0,029200000000000000;0,10280000000000000;0,21360000000000001;0,3908000000000000;0,5736000000000000;0,7638000000000000;0,900400000000000;14,83132530120480;20,94300518134720;27,95468277945620;34,6674698795181;39,9821428571429;49;0,444793750000000;21,35010000000000;0,0579050142894258;1,154800000000000;0,461129096047254;6,32875000000000;0,899394586415602;12,89060000000000;19,864321608040200;13,34170854271360;25,20100502512560;0,0579050142894258;1,154800000000000;0,461129096047254;6,32875000000000;0,899394586415602;12,89060000000000;0,01161149686042730;0,0363001288464088;0,00775729646732128;31,09296482412060;0,0385407180913862;19,97487437185930;0,00539638856129657;35,98492462311560;-0,00594387746647198;11,430532611156099;18,03047361429750;70,538993774546398;6,878306878306880;18,25396825396830;74,86772486772490
184;0,687912246838358;0,007843137254901961;0,015882352941176500;0,03215686274509800;0,07117647058823530;0,1596078431372550;0,3543137254901960;0,6472549019607839;0,869901960784314;22,24864864864870;27,69924812030080;32,22338568935430;37,4411134903640;40,6356107660456;46;0,318082788671024;14,31372549019610;0,0504842739686694;1,347892156862750;0,466442455857263;4,54401960784314;0,867742755596108;7,42691176470588;26,683417085427099;9,19095477386935;22,53266331658290;0,0504842739686694;1,347892156862750;0,466442455857263;4,54401960784314;0,867742755596108;7,42691176470588;0,00719519310550657;0,0544480505749969;0,00697653693857448;31,38944723618090;0,0627998130936629;28,86934673366830;0,00959641289702276;42,80402010050250;-0,01164360387951650;6,652357417914030;52,40205012668750;40,945592455398398;6,744868035190620;23,75366568914960;69,50146627565979
189;0,700126455914726;0,057941176470588197;0,127058823529412002;0,18529411764705900;0,23411764705882401;0,2737254901960780;0,3312745098039220;0,4622549019607840;0,715294117647059;7,78947368421052;22,61538461538460;35,96491228070180;40,8388625592417;45,2588832487310;54;0,428705142434332;22,72137254901960;0,1331840066987650;2,878823529411760;0,377567238070134;6,88058823529412;0,910017298961356;11,97686274509800;21,643216080401999;17,78894472361810;18,97487437185930;0,1331840066987650;2,878823529411760;0,377567238070134;6,88058823529412;0,910017298961356;11,97686274509800;0,01219116587343520;0,0265767819838480;0,01125084210920100;38,50502512562810;0,0570389506399294;35,98492462311560;0,00824377023138994;40,13567839195980;-0,00810695260157648;5,040111413852320;51,91363296613740;43,046255620010299;11,111111111111100;26,47058823529410;62,41830065359480
199;0,730906064498780;0,004120603015075380;0,018693467336683402;0,04000000000000000;0,08261306532663321;0,1587939698492460;0,2970854271356780;0,5621105527638190;0,873869346733668;21,41401273885350;28,16729323308270;34,18253968253970;37,6361464968153;40,5427974947808;46;0,304710217755444;13,71195979899500;0,0620036875722973;1,684472361809050;0,380034663341382;3,59849246231156;0,888190289859579;7,42869346733668;26,979899497487398;9,19095477386935;22,23618090452260;0,0620036875722973;1,684472361809050;0,380034663341382;3,59849246231156;0,888190289859579;7,42869346733668;0,00764389460929227;0,0543208127106612;0,00641848461436469;35,54020100502510;0,0739715500534828;33,02010050251260;0,01074430285084240;42,80402010050250;-0,01017240762269070;3,578603498926620;42,12053171224390;54,300864788829401;5,113636363636360;17,04545454545450;77,84090909090909
41;0,698174916972418;0,001206030150753770;0,014472361809045200;0,08592964824120600;0,22793969849246201;0,3887437185929650;0,5479396984924620;0,7239195979899500;0,897085427135678;15,65420560747660;20,67538461538460;28,24902723735410;35,9505494505494;40,1043165467626;48;0,422944509782958;19,87839195979900;0,0515349442497498;1,013969849246230;0,450384566497418;6,87969849246231;0,913138240220711;11,00281407035180;19,567839195979900;14,82412060301510;24,01507537688440;0,0515349442497498;1,013969849246230;0,450384566497418;6,87969849246231;0,913138240220711;11,00281407035180;0,01148896999865260;0,0331747957982699;0,00790313569136581;31,98241206030150;0,0407508135992732;30,94472361809050;0,00631444275439222;40,72864321608040;-0,00783934350468235;12,923905899202000;22,39069450546550;64,685399595332598;9,785932721712539;9,17431192660550;81,03975535168190
53;0,712967096210527;0,002110552763819100;0,062613065326633202;0,22311557788944700;0,45939698492462300;0,7240201005025130;0,8974874371859300;0,9760804020100500;1,000000000000000;11,68131868131870;15,64302884615380;20,65798045602610;25,4616071428571;30,1677852348993;40;0,493879654683675;19,26130653266330;0,0538167485213972;0,788040201005026;0,450238658184581;4,42070351758794;0,898062257489004;13,05638190954770;14,527638190954800;9,48743718592965;34,39195979899500;0,0538167485213972;0,788040201005026;0,450238658184581;4,42070351758794;0,898062257489004;13,05638190954770;0,01588316546966900;0,0520347940379500;0,00423196778632861;20,41959798994980;0,0549605437938963;11,96984924623120;0,00647999869231269;27,97989949748740;-0,01083642657277130;8,493822119051449;20,20063921071810;71,305538670230405;7,838479809976250;8,07600950118765;84,08551068883610
