plot_name;site;H_mean;H_95;H_Lor;n_tree;DBH_mean;QMD;G;WD_BA;WD_mean;AGB_Chave;H_mean_20;WD_mean_20;QMD_20;AGB_Bastin_20
123;Malebo;19,49404145077720;33,0000000000000;26,08892046666770;386;24,6863212435233;29,5073545938895;26,39597676570020;0,749035644368820;0,711641590236333;345,5632047826830;29,5500000000000;0,821892440087992;80,1891638564713;392,5864603951330
148;Malebo;22,35856353591160;38,8000000000000;31,48996120919170;181;33,3555248618785;39,4853887585568;22,16365048249410;0,690298572170951;0,695009329989596;308,5346103652250;34,8800000000000;0,670677971467253;82,1221224762244;386,5511537462200
162;Malebo;19,20057306590260;34,6000000000000;27,94629048397600;349;27,0822349570201;33,6683806669332;31,07132445232750;0,676398886605620;0,673188310413096;385,6060337841600;33,8000000000000;0,678465372110214;96,2787619363689;452,5636596849440
166;Malebo;18,07685714285710;30,0000000000000;26,42573024436670;350;24,6720000000000;30,9343193603110;26,30504537696130;0,631734285939406;0,649684665998923;288,1269813712960;29,7500000000000;0,632608938616109;85,6727611321125;316,9470711676390
180;Malebo;17,45471698113210;32,0200000000000;25,83394793469020;477;24,3182389937107;30,0516313213339;33,83330040142630;0,631656607537616;0,641690554567454;360,8925855626900;33,4650000000000;0,600178747855362;88,6727382006443;354,7619400716280
184;Malebo;18,59038961038960;33,6600000000000;29,32068140120920;385;23,9106493506494;31,0231928322424;29,10205086954580;0,687912246838358;0,673790603392510;385,7505386144440;34,2450000000000;0,686227461343801;94,3241087951538;454,5911242332530
189;Malebo;18,58899371069180;34,2750000000000;29,74883616240850;318;25,3358490566038;33,9687536776829;28,81882215465770;0,700126455914726;0,671962384457375;397,8355855202890;32,2500000000000;0,711800309976984;102,2907571582110;485,2796714059720
199;Malebo;19,49312169312170;35,0150000000000;31,30368398602560;378;24,4616402116402;31,6005630014812;29,64635614412330;0,730906064498780;0,691354737411217;445,0396732573520;36,4450000000000;0,746752390651574;95,3262949033476;543,3292222875421
41;Malebo;17,10762463343110;29,0000000000000;26,28264729162590;341;25,6835777126100;31,5382433212260;26,63908228443770;0,698174916972418;0,685896440530775;319,7873668257560;30,5900000000000;0,675951465194840;87,2446703243241;359,9578016062680
53;Malebo;18,77276887871850;35,0000000000000;26,05964620791890;437;20,2553775743707;23,4650477693787;18,89792859442240;0,712967096210527;0,715512982152334;235,8238357574240;31,3850000000000;0,724032967877942;60,6828847369668;265,4737907644040
Betamba_1;Betamba;16,40418339182590;27,5850000000000;24,08272411420720;464;20,4732758620690;24,3975205424791;21,69198256070880;0,482952918220068;0,431986184452857;181,6792920307760;32,2700000000000;0,547524108561146;70,5185826573393;236,6543528572500
Betamba_2;Betamba;15,76229310166160;22,2200000000000;23,26722496815870;601;19,0314475873544;21,7571198207661;22,34432092345800;0,466485920244863;0,424528609492443;179,5368078494780;29,6255000000000;0,541188707014302;63,9104529791489;189,6198268758960
Betamba_3;Betamba;12,69764746344790;26,1600000000000;20,29231685007810;343;18,7265306122449;22,3974527393815;13,51391737018270;0,467313882724366;0,459189546294358;88,7019129279788;25,6895000000000;0,454396078825915;59,4478258643662;121,9209090243360
Betamba_4;Betamba;14,75672823256560;22,5525000000000;18,23608182021270;456;20,3223684210526;22,7626637204244;18,55670607914910;0,388442956479716;0,417842593797534;93,9225384145607;23,2890000000000;0,424903109837108;50,9889693953506;84,9635922304164
GIL1;Yangambi;17,39921614423980;31,6353567100000;27,53133077841110;342;26,0990838403509;34,4082036282825;31,80094215442320;0,670021289085385;0,675900197374317;382,5556657717130;32,1012746405000;0,673037012987013;97,9034811758355;431,1064949724210
GIL2;Yangambi;17,44391903381610;29,0896833560000;24,98022836937630;435;25,1709945283908;30,6737100608479;32,14487598681280;0,675164591028605;0,679711679369825;359,0122341365340;30,8056010715000;0,680558311688312;81,8626643002783;340,1844203962760
GIL3;Yangambi;17,05194148936170;30,9000000000000;25,51961020750790;376;25,7993549024202;32,1812361720349;30,58321736524950;0,673235427502365;0,653733974085753;348,5253956189490;30,2165000000000;0,694836783461431;85,8601548707862;359,6618113277210
