Site;Area_code;Plot_code;Scale;sw_x;sw_y;nw_x;nw_y;se_x;se_y;ne_x;ne_y;agb_fph;cred_fph_2.5;cred_fph_97.5;agb_chv;cred_chv_2.5;cred_chv_97.5;agb_loc;cred_loc_2.5;cred_loc_97.5;TCH;H50;GF20;STDV;BA;WD;Ndens
PARACOU;PAR16h6;PAR16;1ha;285298.8774;581225.8357;285270.1413;581321.6179;285394.6596;581254.5717;285365.9235;581350.354;421.7;388.8;453.5;393.1;354.9;433.4;368.3;341.1;400.6;28.47247248;28.69999695;0.156115612;8.301981127;29.55791167;0.6941961;497
PARACOU;PAR16h7;PAR16;1ha;285270.1413;581321.6179;285241.4052;581417.4002;285365.9235;581350.354;285337.1875;581446.1362;410.2;372.6;446.4;390.1;348.1;437.3;359.1;329.7;392.8;29.74548356;30.19499969;0.1353;8.977610927;29.56634449;0.673813709;531
PARACOU;PAR16h8;PAR16;1ha;285241.4052;581417.4002;285212.6692;581513.1824;285337.1875;581446.1362;285308.4514;581541.9185;388.3;358.9;421.2;360.7;328.5;397.1;337.4;313.9;366.6;30.56077774;31.55199814;0.0934;9.024524095;28.7312534;0.669741599;488
PARACOU;PAR16h9;PAR16;1ha;285212.6692;581513.1824;285183.9331;581608.9647;285308.4514;581541.9185;285279.7154;581637.7007;489.3;453.2;529.6;458.7;418;507.9;427.4;394.9;463.3;32.33170957;33.27000046;0.03850385;6.492976303;34.39104227;0.692015998;548
PARACOU;PAR16h10;PAR16;1ha;285183.9331;581608.9647;285155.1971;581704.7469;285279.7154;581637.7007;285250.9793;581733.483;450.1;413.1;491.2;424.6;380.7;466.7;392.3;361.7;430.5;29.25724295;31.31400013;0.145714571;9.078978645;31.81127555;0.689464594;553
PARACOU;PAR16h11;PAR16;1ha;285394.6596;581254.5717;285365.9235;581350.354;285490.4419;581283.3078;285461.7058;581379.09;415.2;388.5;444.6;378.6;347.8;412.5;361.9;338;388.2;30.33425253;30.81299877;0.0655;6.440780639;29.16918828;0.721034457;538
PARACOU;PAR16h12;PAR16;1ha;285365.9235;581350.354;285337.1875;581446.1362;285461.7058;581379.09;285432.9697;581474.8723;418.5;382.8;457.5;394.5;354.9;440.6;365.1;334.7;397.6;29.07006787;30.0399971;0.160716072;8.548590377;29.74649755;0.691925067;511
PARACOU;PAR16h13;PAR16;1ha;285337.1875;581446.1362;285308.4514;581541.9185;285432.9697;581474.8723;285404.2337;581570.6545;440;403.5;479.4;418.4;373;470.6;384.4;353;422.7;31.80596302;32.70999908;0.080508051;8.255637035;31.30722036;0.674795319;471
PARACOU;PAR16h14;PAR16;1ha;285308.4514;581541.9185;285279.7154;581637.7007;285404.2337;581570.6545;285375.4976;581666.4368;408.8;379.4;441.9;378.6;346.7;411.2;356.6;331;384.5;30.09183653;30.83000183;0.1003;8.067801871;30.38252791;0.672305015;535
PARACOU;PAR16h15;PAR16;1ha;285279.7154;581637.7007;285250.9793;581733.483;285375.4976;581666.4368;285346.7616;581762.219;449.2;412.3;492.2;426.9;383.7;475.7;392.9;359.6;428;33.14295568;34.12999725;0.062006201;7.724772782;31.90387399;0.677462769;483
PARACOU;PAR16h16;PAR16;1ha;285490.4419;581283.3078;285461.7058;581379.09;285586.2241;581312.0438;285557.488;581407.8261;415.3;386.9;446.2;380.4;349;415.5;361.7;339.2;387.3;29.90955767;31.19000053;0.1082;7.457170178;28.77632112;0.727090551;540
PARACOU;PAR16h17;PAR16;1ha;285461.7058;581379.09;285432.9697;581474.8723;285557.488;581407.8261;285528.752;581503.6083;405.9;375.4;439.6;375.5;340.8;414.2;354.2;329.4;385.1;30.02646328;30.63497734;0.078307831;6.900306805;28.69608327;0.712604864;552
PARACOU;PAR16h18;PAR16;1ha;285432.9697;581474.8723;285404.2337;581570.6545;285528.752;581503.6083;285500.0159;581599.3906;420.2;385.7;463.4;401;360.1;453;368.9;338.6;404.8;33.59323195;34.29999924;0.050005001;7.104870456;29.89328925;0.67959989;458
PARACOU;PAR16h19;PAR16;1ha;285404.2337;581570.6545;285375.4976;581666.4368;285500.0159;581599.3906;285471.2799;581695.1728;462.2;423.4;503.7;437.2;394.3;483.9;402.5;369.3;438.9;31.60706682;34.20999908;0.1438;9.959857245;31.46280381;0.692246584;435
PARACOU;PAR16h20;PAR16;1ha;285375.4976;581666.4368;285346.7616;581762.219;285471.2799;581695.1728;285442.5438;581790.9551;425.4;391.1;461.1;399.1;362.2;441.9;370.9;344.1;401.5;30.48714753;30.681427;0.0726;7.122548619;31.01980547;0.672786976;504
PARACOU;PAR16h21;PAR16;1ha;285586.2241;581312.0438;285557.488;581407.8261;285682.0063;581340.7799;285653.2703;581436.5621;481.8;443.4;527.7;458.5;410.7;516.9;421.6;386.7;463.6;28.82458916;29.50999832;0.075807581;5.800072859;34.28331313;0.678618285;534
PARACOU;PAR16h22;PAR16;1ha;285557.488;581407.8261;285528.752;581503.6083;285653.2703;581436.5621;285624.5342;581532.3444;457.2;427.5;490;419.4;384.6;456.1;399.1;372.2;429.5;29.39506673;30.00500011;0.0813;6.447636851;32.10537261;0.727497993;603
PARACOU;PAR16h23;PAR16;1ha;285528.752;581503.6083;285500.0159;581599.3906;285624.5342;581532.3444;285595.7982;581628.1266;401.2;364.1;444.5;384.7;339;446.1;352.1;317.6;392.7;30.20449784;31.37999821;0.1548;8.631579813;28.86021814;0.679316537;486
PARACOU;PAR16h24;PAR16;1ha;285500.0159;581599.3906;285471.2799;581695.1728;285595.7982;581628.1266;285567.0621;581723.9089;427.7;394.3;464.1;402.4;360.3;446;373.1;344.8;402.8;31.81784831;32.30999756;0.073307331;7.588155959;30.21086736;0.685480111;471
PARACOU;PAR16h25;PAR16;1ha;285471.2799;581695.1728;285442.5438;581790.9551;285567.0621;581723.9089;285538.3261;581819.6911;447.7;414.8;484.2;423.3;381.2;471;390.3;359.3;424.7;29.17986346;29.04999733;0.086408641;7.128647931;31.15185054;0.688944677;471
PARACOU;PAR17h1;PAR17;1ha;272704.7146;586586.9282;272756.3679;586672.5549;272790.3413;586535.2748;272841.9946;586620.9015;136.1;130.3;142.2;123.1;116.4;130.3;122;117;127.5;17.79735129;17.97999954;0.7585;3.983394666;16.53229519;0.591808984;858
PARACOU;PAR17h2;PAR17;1ha;272756.3679;586672.5549;272808.0212;586758.1816;272841.9946;586620.9015;272893.6479;586706.5283;147.5;140.3;155.6;133.7;124.7;143.6;131.7;125.5;138.6;15.95370843;16.18500137;0.9153;3.193811251;17.76639604;0.561786744;805
PARACOU;PAR17h3;PAR17;1ha;272790.3413;586535.2748;272841.9946;586620.9015;272875.968;586483.6215;272927.6213;586569.2482;158.4;151.6;165.1;143.2;135.6;151.7;141.8;135.4;147.7;16.11831149;16.45000076;0.9085;3.354135163;18.67833048;0.600524093;929
PARACOU;PAR17h4;PAR17;1ha;272841.9946;586620.9015;272893.6479;586706.5283;272927.6213;586569.2482;272979.2746;586654.8749;125.6;119.7;132.1;113.8;107.3;121.2;112.8;107.4;118.6;17.50053316;17.73000336;0.809580958;3.057022658;15.49840176;0.593723806;877
NOURAGUES;NOU01q1;NOU01;0.25ha;312514.2862;449724.252;312515.9439;449774.2245;312564.2587;449722.5943;312565.9164;449772.5668;372.4;320.2;435.9;352.8;295.4;420.6;348.1;302.6;406.3;30.51187702;30.24000549;0.047980808;6.978289846;29.8199472;0.655176851;556
NOURAGUES;NOU01q2;NOU01;0.25ha;312515.9439;449774.2245;312517.6017;449824.1971;312565.9164;449772.5668;312567.5742;449822.5393;686.3;549.5;889.9;725.9;545.6;1020.5;691.8;565.9;884.3;35.60268856;34.75999451;0.056377449;9.771402237;45.98514101;0.660855417;596
NOURAGUES;NOU01q3;NOU01;0.25ha;312517.6017;449824.1971;312519.2595;449874.1696;312567.5742;449822.5393;312569.232;449872.5118;231.9;195.2;277.2;217.1;177.2;267.3;218.3;185.5;257.2;27.581552;29.72000122;0.2876;11.63203021;18.72165854;0.656472517;436
NOURAGUES;NOU01q4;NOU01;0.25ha;312519.2595;449874.1696;312520.9172;449924.1421;312569.232;449872.5118;312570.8897;449922.4843;448.8;367.2;565.1;441.6;349.2;585.1;434.2;355.7;542.4;34.63729019;36.32000732;0.070428171;8.502658358;30.29605871;0.686901521;448
NOURAGUES;NOU01q5;NOU01;0.25ha;312564.2587;449722.5943;312565.9164;449772.5668;312614.2312;449720.9365;312615.889;449770.909;478.4;417.4;556.2;453.6;381.2;538.9;442.9;385.4;512.8;28.66831448;29.72499847;0.136;7.411178382;34.20752692;0.681700737;544
NOURAGUES;NOU01q6;NOU01;0.25ha;312565.9164;449772.5668;312567.5742;449822.5393;312615.889;449770.909;312617.5467;449820.8815;355.8;300.1;424.7;340.6;279;422;376.5;318.2;452.2;31.55705974;35.03499603;0.1804;10.57692227;26.79127596;0.640947849;440
NOURAGUES;NOU01q7;NOU01;0.25ha;312567.5742;449822.5393;312569.232;449872.5118;312617.5467;449820.8815;312619.2045;449870.854;476.2;400.3;570;472.9;383.8;574;457.4;387.5;538;30.49280602;32.65299988;0.2928;13.29653252;34.99213968;0.613622544;432
NOURAGUES;NOU01q8;NOU01;0.25ha;312569.232;449872.5118;312570.8897;449922.4843;312619.2045;449870.854;312620.8622;449920.8266;466;397.9;545.3;450.7;376.2;549.9;443;375.3;522.5;35.76028843;37.62499237;0.048;8.365915071;35.86359864;0.606470762;488
NOURAGUES;NOU02q1;NOU02;0.25ha;313704.3114;451320.5058;313660.4123;451344.4404;313728.246;451364.405;313684.3469;451388.3396;365;294.6;468.5;355.4;279.2;475;350.5;279.6;460;26.77577843;26.29000092;0.3452;12.55611707;25.97682748;0.683406795;504
NOURAGUES;NOU02q2;NOU02;0.25ha;313660.4123;451344.4404;313616.5131;451368.375;313684.3469;451388.3396;313640.4477;451412.2742;324.3;270.5;393.1;306.7;252.5;380.5;307.8;256.9;374.5;22.25115523;23.17500305;0.373801917;10.12449321;23.64696582;0.689149694;468
NOURAGUES;NOU02q3;NOU02;0.25ha;313728.246;451364.405;313684.3469;451388.3396;313752.1806;451408.3041;313708.2815;451432.2387;253.9;194.7;347.3;256.2;186.2;394;246.7;186.4;337.5;19.82926943;17.29000092;0.646634615;12.92396817;21.17513559;0.607276307;480
NOURAGUES;NOU02q4;NOU02;0.25ha;313684.3469;451388.3396;313640.4477;451412.2742;313708.2815;451432.2387;313664.3823;451456.1733;244.3;207.2;289.9;230.8;193.5;282.8;231.1;195.4;274.6;22.54947825;21.6400032;0.408;8.365915839;21.52591954;0.597432245;496
NOURAGUES;NOU02q5;NOU02;0.25ha;313752.1806;451408.3041;313708.2815;451432.2387;313776.1152;451452.2033;313732.2161;451476.1379;247;214.7;283.5;228;196.8;265.5;231.6;202.1;267.4;24.13417046;24.34000397;0.3048;9.085286837;21.19686599;0.621894515;480
NOURAGUES;NOU02q6;NOU02;0.25ha;313708.2815;451432.2387;313664.3823;451456.1733;313732.2161;451476.1379;313688.3169;451500.0725;288.2;240.9;348.4;279.2;223.6;357.9;275.7;228.6;334.1;27.55650864;28.77000427;0.164936102;7.51110511;25.14504056;0.573821727;484
NOURAGUES;NOU02q7;NOU02;0.25ha;313776.1152;451452.2033;313732.2161;451476.1379;313800.0498;451496.1024;313756.1506;451520.037;211.3;177.2;256.2;201.3;163.2;257.4;199.6;167;245.6;21.27595678;21.99214554;0.389511609;8.230864496;19.09392156;0.593746682;496
NOURAGUES;NOU02q8;NOU02;0.25ha;313732.2161;451476.1379;313688.3169;451500.0725;313756.1506;451520.037;313712.2515;451543.9716;381.9;323.6;454.5;366.5;304.1;449.9;362.7;311.3;438.5;30.60708019;29.00500488;0.084467574;9.506515043;30.83329619;0.598066763;512
NOURAGUES;NOU02q9;NOU02;0.25ha;313800.0498;451496.1024;313756.1506;451520.037;313823.9844;451540.0016;313780.0852;451563.9362;216.3;182.7;260.2;205.5;168.8;259.4;205.3;173.5;245.3;28.07682561;24.78500366;0.365015974;12.7440223;18.98998197;0.599335211;420
NOURAGUES;NOU02q10;NOU02;0.25ha;313756.1506;451520.037;313712.2515;451543.9716;313780.0852;451563.9362;313736.1861;451587.8708;257.6;221;301.9;235.5;201.6;278.9;240.8;210.3;280.2;28.23568988;27.55357361;0.1812;9.330354079;19.56461697;0.727238714;472
NOURAGUES;NOU02q11;NOU02;0.25ha;313823.9844;451540.0016;313780.0852;451563.9362;313847.919;451583.9007;313804.0198;451607.8353;442.8;368.8;532.9;430.2;353.1;530.3;422.2;352.9;499.2;32.1506995;32.26499939;0.2492;13.08404315;33.62418971;0.592912566;528
NOURAGUES;NOU02q12;NOU02;0.25ha;313780.0852;451563.9362;313736.1861;451587.8708;313804.0198;451607.8353;313760.1207;451631.7699;467.3;392.1;559.1;457.1;371.7;575.6;447.5;377.5;538.3;27.13079752;24.97000122;0.324519231;10.94296228;34.09592498;0.62221222;608
NOURAGUES;NOU02q13;NOU02;0.25ha;313847.919;451583.9007;313804.0198;451607.8353;313871.8536;451627.7999;313827.9544;451651.7345;182.2;156.6;214.9;167.5;142.5;198.8;169.9;146.1;197;22.82026662;21.37000275;0.430511182;7.227217056;15.58669151;0.637734836;420
NOURAGUES;NOU02q14;NOU02;0.25ha;313804.0198;451607.8353;313760.1207;451631.7699;313827.9544;451651.7345;313784.0553;451675.6691;191.8;165.7;222.1;178.9;153.5;211;179.7;156;206.9;22.32452754;21.75000381;0.3516;8.014844397;18.06084652;0.572718397;412
NOURAGUES;NOU02q15;NOU02;0.25ha;313871.8536;451627.7999;313827.9544;451651.7345;313895.7882;451671.699;313851.889;451695.6336;383.3;307.2;492.3;386.2;294;520.2;373.7;294.5;480.2;28.9892319;27.34000397;0.179671869;11.306533;28.96045458;0.635990037;584
NOURAGUES;NOU02q16;NOU02;0.25ha;313827.9544;451651.7345;313784.0553;451675.6691;313851.889;451695.6336;313807.9899;451719.5682;362;309;429.8;344.5;283.4;418.5;342.9;295;405.5;29.13683071;29.51000214;0.190304487;10.48379259;27.36366471;0.64997121;500
NOURAGUES;NOU02q17;NOU02;0.25ha;313895.7882;451671.699;313851.889;451695.6336;313919.7228;451715.5982;313875.8236;451739.5328;342.7;287.2;417.2;330.5;273.8;410.4;324.5;274.9;393.5;31.8302985;32.00499725;0.1052;9.942271498;25.65319946;0.636444926;392
NOURAGUES;NOU02q18;NOU02;0.25ha;313851.889;451695.6336;313807.9899;451719.5682;313875.8236;451739.5328;313831.9245;451763.4674;380.9;299.5;497.3;387.1;295.7;546.2;372.3;288.6;499;28.66141887;25.82500076;0.228833866;12.04884361;25.75046003;0.698830566;424
NOURAGUES;NOU02q19;NOU02;0.25ha;313919.7228;451715.5982;313875.8236;451739.5328;313943.6574;451759.4973;313899.7582;451783.4319;275.1;225.4;340.4;264.9;211.6;338.2;262.1;214;329.3;25.04534077;23.54999924;0.293669872;7.687214498;22.47086349;0.625423775;524
NOURAGUES;NOU02q20;NOU02;0.25ha;313875.8236;451739.5328;313831.9245;451763.4674;313899.7582;451783.4319;313855.8591;451807.3665;207.1;177.7;246.9;192.8;160.6;232.4;195.2;166.7;233.2;19.91858814;19.56500626;0.5164;10.85786531;17.7744338;0.633099048;476
NOURAGUES;NOU02q21;NOU02;0.25ha;313943.6574;451759.4973;313899.7582;451783.4319;313967.5919;451803.3965;313923.6928;451827.3311;291.1;252.3;336;273.1;234.9;325.3;274.3;242.6;314.7;23.35345646;23.2049942;0.3208;7.422626035;25.66143043;0.589655209;512
NOURAGUES;NOU02q22;NOU02;0.25ha;313899.7582;451783.4319;313855.8591;451807.3665;313923.6928;451827.3311;313879.7937;451851.2657;217.1;184.1;264.5;205.4;169.8;256.6;204.8;174.4;245.9;26.25857277;24.17500687;0.358626198;12.94574596;20.03136025;0.591249541;540
NOURAGUES;NOU02q23;NOU02;0.25ha;313967.5919;451803.3965;313923.6928;451827.3311;313991.5265;451847.2956;313947.6274;451871.2302;408.3;336.3;496.4;398.5;324.6;497.3;392.2;329.4;472.2;30.74994635;29.82499695;0.057291667;7.384988745;29.97678807;0.640279063;444
NOURAGUES;NOU02q24;NOU02;0.25ha;313923.6928;451827.3311;313879.7937;451851.2657;313947.6274;451871.2302;313903.7282;451895.1648;368.5;289.1;486.1;377.1;282.8;514.4;362.9;281.6;476;26.94728689;26.36500549;0.2916;10.20009092;26.34805378;0.661231369;468
NOURAGUES;NOU02q25;NOU02;0.25ha;313991.5265;451847.2956;313947.6274;451871.2302;314015.4611;451891.1948;313971.562;451915.1294;465.2;374.4;579.8;462.3;365;592;450.6;367.6;557.4;31.95592169;30.78999329;0.04194966;8.735723496;32.3490738;0.660007441;476
NOURAGUES;NOU02q26;NOU02;0.25ha;313947.6274;451871.2302;313903.7282;451895.1648;313971.562;451915.1294;313927.6628;451939.0639;305.6;258.2;367.9;291.4;236.6;358.1;289.1;244.1;345.6;28.93220843;29.47999573;0.172331068;9.227739186;22.92454717;0.647387861;388
NOURAGUES;NOU02q27;NOU02;0.25ha;314015.4611;451891.1948;313971.562;451915.1294;314039.3957;451935.0939;313995.4966;451959.0285;452.7;371.4;554.7;448.2;357.2;564.9;435.2;358.9;538.8;31.28200084;29.46500397;0.0776;11.10193471;31.79146938;0.650144488;464
NOURAGUES;NOU02q28;NOU02;0.25ha;313971.562;451915.1294;313927.6628;451939.0639;313995.4966;451959.0285;313951.5974;451982.9631;356;298.2;422.8;340;278.7;414.2;338.5;290.4;400.4;33.4648619;31.19999695;0.033653846;9.052442655;25.7525806;0.670774348;432
NOURAGUES;NOU02q29;NOU02;0.25ha;314039.3957;451935.0939;313995.4966;451959.0285;314063.3303;451978.9931;314019.4312;452002.9277;802.5;660;977.2;847.6;673;1090.6;802.1;653.9;982.8;35.13530997;36.24999619;0.125798722;12.87950431;47.80536722;0.709160875;424
NOURAGUES;NOU02q30;NOU02;0.25ha;313995.4966;451959.0285;313951.5974;451982.9631;314019.4312;452002.9277;313975.532;452026.8622;441.3;361.2;546.2;437.5;342.7;561.5;425.1;347.1;523.3;29.35703676;32.6629982;0.226;13.64514056;28.18979048;0.709014704;368
NOURAGUES;NOU02q31;NOU02;0.25ha;314063.3303;451978.9931;314019.4312;452002.9277;314087.2649;452022.8922;314043.3658;452046.8268;661.8;551.4;803.6;671.4;528.8;843.7;643.9;527.8;787.1;39.0763227;41.40416336;0.044;10.71442682;40.21271583;0.731634817;464
NOURAGUES;NOU02q32;NOU02;0.25ha;314019.4312;452002.9277;313975.532;452026.8622;314043.3658;452046.8268;313999.4666;452070.7614;570.3;482.6;665.9;558;458;695.6;549.1;467.3;655.7;34.46041779;35.93642426;0.063301282;8.232662921;36.04710535;0.720524931;480
NOURAGUES;NOU02q33;NOU02;0.25ha;314087.2649;452022.8922;314043.3658;452046.8268;314111.1995;452066.7914;314067.3004;452090.726;431.7;363.8;516.1;416.2;343.6;510.9;434.2;370;505.5;35.84118386;37.19999695;0.057154277;9.810076887;31.08342979;0.672278228;504
NOURAGUES;NOU02q34;NOU02;0.25ha;314043.3658;452046.8268;313999.4666;452070.7614;314067.3004;452090.726;314023.4012;452114.6605;579.9;478.4;704.3;576.5;470.8;715.2;568.2;470.9;679.4;34.19964085;34.09999847;0.063948841;9.143267224;37.10362296;0.707588678;500
NOURAGUES;NOU02q35;NOU02;0.25ha;314111.1995;452066.7914;314067.3004;452090.726;314135.1341;452110.6905;314091.235;452134.6251;433.1;356.8;520.8;420.8;347.4;537.5;402;334.1;500.6;34.7913519;32.66833115;0.045272436;8.808537102;31.46117489;0.652971359;480
NOURAGUES;NOU02q36;NOU02;0.25ha;314067.3004;452090.726;314023.4012;452114.6605;314091.235;452134.6251;314047.3358;452158.5597;467.8;400.2;552.2;449;369.8;542.9;440.6;375.3;516.3;31.10398838;31.87071609;0.1088;8.654021017;30.86161136;0.732942557;548
NOURAGUES;NOU02q37;NOU02;0.25ha;314135.1341;452110.6905;314091.235;452134.6251;314159.0687;452154.5897;314115.1695;452178.5242;473.7;388;590.2;474.7;374.1;608.8;462.8;380.8;582.6;34.53664524;32.88285828;0.1216;12.13861672;31.84403765;0.679963688;436
NOURAGUES;NOU02q38;NOU02;0.25ha;314091.235;452134.6251;314047.3358;452158.5597;314115.1695;452178.5242;314071.2704;452202.4588;325.3;272.5;389.8;307.1;254.5;370.8;307.9;261.8;366.5;29.74099866;30.91500473;0.176517572;9.623466139;23.1388729;0.685381276;424
NOURAGUES;NOU02q39;NOU02;0.25ha;314159.0687;452154.5897;314115.1695;452178.5242;314183.0033;452198.4888;314139.1041;452222.4234;545.4;472.2;644.8;523.8;438.8;632.5;520.2;451.3;603.5;34.81918672;34.60500336;0.02724359;6.885160765;38.82317684;0.669212376;616
NOURAGUES;NOU02q40;NOU02;0.25ha;314115.1695;452178.5242;314071.2704;452202.4588;314139.1041;452222.4234;314095.205;452246.358;463.3;394.3;556.8;451.4;369.6;548.1;445.5;381;529.8;33.0606091;32.41214752;0.0228;6.859026875;33.69124701;0.696845522;556
NOURAGUES;NOU03q1;NOU03;0.25ha;313129.3929;446508.6265;313130.0037;446558.6228;313179.3891;446508.0157;313180;446558.012;338.1;288.5;397.4;324.8;267.3;389.4;321.5;270.7;378.7;29.48904471;28.93833923;0.156062425;8.858798589;29.43426644;0.559500341;460
NOURAGUES;NOU03q2;NOU03;0.25ha;313130.0037;446558.6228;313130.6146;446608.6191;313180;446558.012;313180.6108;446608.0082;512;426.8;628.2;505.8;407.5;645.4;490.2;405.2;596.6;34.40419969;34.62000275;0.022008804;6.785622151;38.46589293;0.623641008;592
NOURAGUES;NOU03q3;NOU03;0.25ha;313130.6146;446608.6191;313131.2254;446658.6153;313180.6108;446608.0082;313181.2217;446658.0045;668.9;559.1;804.2;676.9;552.7;852;652.7;551.8;799.9;24.89110488;23.84999084;0.347461016;9.474707603;49.3758274;0.626776949;680
NOURAGUES;NOU03q4;NOU03;0.25ha;313131.2254;446658.6153;313131.8363;446708.6116;313181.2217;446658.0045;313181.8325;446708.0008;386.6;326;476.3;369.8;303.7;460.1;370.6;313.1;455.3;24.39391974;24.11000061;0.276510604;7.412661954;31.30714575;0.657169741;696
NOURAGUES;NOU03q5;NOU03;0.25ha;313131.8363;446708.6116;313132.4471;446758.6079;313181.8325;446708.0008;313182.4434;446757.997;352;309.6;402.1;327.3;284;379.7;330.3;291.2;376.8;29.67835605;30.35499954;0.0628;7.112984311;28.57811333;0.630302888;544
NOURAGUES;NOU03q6;NOU03;0.25ha;313132.4471;446758.6079;313133.058;446808.6041;313182.4434;446757.997;313183.0542;446807.9933;549.8;443.1;681.8;574.6;441.9;766.2;545.9;435.7;690.5;37.62415342;39.75250626;0.0432;8.733828685;39.36600006;0.626850935;452
NOURAGUES;NOU03q7;NOU03;0.25ha;313179.3891;446508.0157;313180;446558.012;313229.3854;446507.4048;313229.9962;446557.4011;414.5;362.3;480.6;390.2;331.3;460.5;392.8;339.6;453.5;28.85511036;30.45000458;0.18447379;7.714504587;29.85020702;0.668539508;528
NOURAGUES;NOU03q8;NOU03;0.25ha;313180;446558.012;313180.6108;446608.0082;313229.9962;446557.4011;313230.6071;446607.3974;753.6;603.4;967.7;818.8;612.5;1126;754.7;605.5;976;33.49971557;31.45999146;0.016006403;7.349356778;54.91808379;0.607608706;548
NOURAGUES;NOU03q9;NOU03;0.25ha;313180.6108;446608.0082;313181.2217;446658.0045;313230.6071;446607.3974;313231.2179;446657.3936;630.3;536.8;748.8;620.6;508;766.8;604.8;515.8;707.8;36.16085128;35.72000122;0.008396641;6.814777445;44.23105474;0.653096827;560
NOURAGUES;NOU03q10;NOU03;0.25ha;313181.2217;446658.0045;313181.8325;446708.0008;313231.2179;446657.3936;313231.8288;446707.3899;469.1;404.8;539.3;444.6;376.2;533.4;445.4;392.4;514.3;30.73187533;30.94000244;0.0424;6.059921024;35.72788498;0.626807403;488
NOURAGUES;NOU03q11;NOU03;0.25ha;313181.8325;446708.0008;313182.4434;446757.997;313231.8288;446707.3899;313232.4396;446757.3862;426.5;361.1;509.1;411.2;344;497.1;406.7;346.2;483.5;28.85241407;27.95999908;0.15;8.708818024;32.05053768;0.628927252;492
